"covariate","importance"
"elevation",1.21014042493786
"s2_ndvi",1.03927370562469
"s1_vv",0.528785418117526
"water_occurrence",0
"slope_deg",-0.468308228106085
"s1_vh",-0.59230974196938
"dist_coast_m",-0.928265060130031
