"core_id","campaign","embed_nn_dist"
"FS-01","FS_2025_mineral",0.361022637766747
"FS-02","FS_2025_mineral",0.651063302286744
"FS-03","FS_2025_mineral",0.196119880695252
"FS-04","FS_2025_mineral",0.188942152815935
"FS-05","FS_2025_mineral",0.188942152815935
"PM-01-A","PM_2024_peat",0.190123311029
"PM-02-A","PM_2024_peat",0.237753012848418
"PM-03-A","PM_2024_peat",0.198966930681784
