"measured_0_30_kgm2","li_full_column_kgm2","implied_shallow_fraction","uniform_density_fraction","assumed_fraction","n_peat_cores_used"
10.01686145,61.1775779724121,0.163734194487351,0.16304347826087,0.12,1
