"lag","n_pairs","dist_mean_km","semivar_mean","informative"
"(1.29,5.77]",6,2.64711754337737,1.89488482880326,FALSE
"(5.77,10.2]",7,7.85606794053417,4.64386365730493,FALSE
"(10.2,14.7]",8,12.8232705203922,1.28507090648441,FALSE
"(14.7,19.1]",5,15.4363541634554,10.4650242363277,FALSE
"(19.1,23.6]",2,22.50566649643,9.7533113681668,FALSE
