"length_scale_km","pct_area_info_gt_1pct","max_info_frac"
1,2.22299041948274,0.596515375397341
2.5,12.5238101957022,0.596940430109924
5,12.5238101957022,0.597001140344807
10,12.5238101957022,0.597016317439239
