"held_out_stratum","n","obs_mean","pred_mean","bias","rmse"
"FS_2025_mineral",5,5.257327041576,0.732802139276252,-4.52452490229975,5.73073838635267
"PM_2024_peat",3,3.08258454166667,2.89962138562678,-0.182963156039886,0.46301119220988
