pedon_id,province,cal_year,latitude,longitude,conf_metrs,elevation,drainage,n_horizons,n_computable,has_organic_horizon,profile_top_cm,profile_bottom_cm,total_stock_Mgha,total_is_lower_bound,std_depth_cm,depth_datum,std_stock_Mgha,std_stock_complete,reaches_std_depth,any_bd,all_horizons_bd,flag_location_conf_poor
0020118,alberta,1976,50.661541,-112.0620193,150,852,moderately well drained,9,0,FALSE,0,93,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020120,alberta,1976,52.3238182,-113.9260635,150,843,moderately well drained,8,0,FALSE,0,79,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020294,alberta,1979,49.4922104,-112.1594086,15,1066,well drained,5,0,FALSE,0,140,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020295,alberta,1979,49.4224892,-112.1136398,15,1056,poorly drained,5,0,FALSE,0,120,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020297,alberta,1979,49.3792381,-112.2104797,15,1070,well drained,4,0,FALSE,0,61,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020300,alberta,1979,49.4090309,-112.2001877,15,1073,well drained,4,0,FALSE,0,65,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020301,alberta,1979,49.2997284,-111.9609375,15,1071,well drained,5,0,FALSE,0,92,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020302,alberta,1979,49.2263298,-112.0226974,15,1099,well drained,5,0,FALSE,0,106,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020303,alberta,1979,49.3502808,-112.0445404,15,1082,well drained,4,0,FALSE,0,100,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020305,alberta,1979,49.2687798,-112.1019287,15,1111,well drained,5,0,FALSE,0,70,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020306,alberta,1979,49.4385109,-112.1319275,15,1063,well drained,8,0,FALSE,0,107,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020307,alberta,1979,49.2958183,-112.0970306,15,1129,well drained,4,0,FALSE,0,70,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020308,alberta,1979,49.5833893,-112.2155228,15,1051,well drained,5,0,FALSE,0,150,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020310,alberta,1979,49.4522095,-112.3626785,15,1076,moderately well drained,9,0,FALSE,0,150,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020311,alberta,1979,49.4667397,-112.4251938,15,1076,well drained,5,0,FALSE,0,150,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020398,alberta,1979,49.6221619,-113.7599716,15,1013,well drained,4,0,FALSE,0,75,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020401,alberta,1980,49.1017113,-111.8612137,15,1116,well drained,5,0,FALSE,0,120,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020403,alberta,1980,49.1167717,-111.7655334,15,1076,well drained,4,0,FALSE,0,100,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020485,alberta,1953,52.1318703,-115.5328217,150,1090,well drained,6,0,FALSE,0,203,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020496,alberta,1953,51.8649597,-114.0541,150,1124,well drained,4,0,FALSE,0,58,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020507,alberta,1953,52.1926994,-114.8636322,150,1158,well drained,7,0,FALSE,0,86,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020540,alberta,1953,53.1398506,-114.4685135,150,920,NA,6,0,TRUE,-5,90,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020551,alberta,1953,52.4537201,-114.5095291,150,1158,well drained,6,0,FALSE,0,207,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020605,alberta,1954,52.3447495,-114.2586899,150,1090,well drained,5,0,FALSE,0,152,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020611,alberta,1954,51.9594383,-114.0202484,150,1090,well drained,3,0,FALSE,0,66,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020612,alberta,1954,51.9645309,-114.0082626,150,1090,well drained,3,0,FALSE,0,61,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020625,alberta,1955,53.1543312,-115.2177734,150,988,NA,4,0,FALSE,0,30,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020626,alberta,1955,50.4207497,-111.666687,150,852,NA,5,0,FALSE,0,61,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020627,alberta,1955,50.0154305,-111.9988708,150,886,NA,5,0,FALSE,0,51,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020631,alberta,1955,52.6594391,-114.2952423,150,1022,well drained,7,0,FALSE,0,102,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020632,alberta,1955,52.6746407,-114.1759415,150,1022,well drained,6,0,FALSE,0,137,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020633,alberta,1955,50.0785217,-114.2545776,150,1056,well drained,3,0,FALSE,0,41,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020653,alberta,1956,53.5735703,-113.6832733,150,783,well drained,5,0,FALSE,0,69,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020656,alberta,1957,53.5574112,-113.682251,150,749,well drained,7,0,FALSE,0,178,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020657,alberta,1957,53.4053917,-113.6847076,150,715,rapidly drained,5,0,FALSE,0,84,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020658,alberta,1957,53.3902512,-113.7574615,150,766,well drained,5,0,FALSE,0,213,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020659,alberta,1957,53.5069199,-113.805748,150,783,well drained,5,0,FALSE,0,203,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020660,alberta,1957,53.7627716,-112.9685211,150,749,well drained,6,0,FALSE,0,157,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020661,alberta,1957,53.9231606,-112.1886826,150,715,well drained,6,0,FALSE,0,152,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020665,alberta,1957,53.7848892,-113.0439377,150,698,well drained,6,0,FALSE,0,183,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020666,alberta,1957,53.6248093,-112.2679672,150,749,moderately well drained,5,0,FALSE,0,168,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020669,alberta,1957,51.9537697,-110.7578278,150,858,well drained,6,0,FALSE,0,127,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020671,alberta,1957,53.3248787,-113.6661377,150,817,well drained,6,0,FALSE,0,152,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020672,alberta,1957,53.4572105,-113.6593628,150,766,moderately well drained,5,0,FALSE,0,122,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020673,alberta,1957,53.7194519,-113.4636612,150,749,well drained,6,0,FALSE,0,127,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020675,alberta,1957,53.6459808,-113.6212921,150,749,well drained,5,0,FALSE,0,168,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020681,alberta,1958,53.544899,-113.2889709,150,783,well drained,8,0,TRUE,-3,211,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020687,alberta,1958,51.6322594,-111.7796478,150,920,well drained,6,0,FALSE,0,66,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020690,alberta,1958,50.7160416,-111.8904266,150,817,well drained,7,0,FALSE,0,122,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020700,alberta,1958,53.4927483,-113.2891769,150,817,well drained,7,0,TRUE,-5,168,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020702,alberta,1959,53.2426682,-113.5186234,150,715,well drained,6,0,FALSE,0,163,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020703,alberta,1959,54.4657516,-113.8285599,150,783,well drained,7,0,FALSE,0,135,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020707,alberta,1959,54.1286583,-113.901207,150,698,moderately well drained,5,0,FALSE,0,127,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020710,alberta,1959,54.3377113,-113.9928589,150,681,poorly drained,6,0,FALSE,0,122,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020711,alberta,1959,54.2061691,-113.7593918,150,715,moderately well drained,6,0,FALSE,0,168,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020713,alberta,1959,54.1988297,-113.4767685,150,715,well drained,7,0,FALSE,0,168,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020715,alberta,1959,54.1697617,-113.9194107,150,715,poorly drained,7,0,TRUE,-20,112,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020716,alberta,1959,54.1274185,-113.915657,150,715,poorly drained,5,0,TRUE,-18,74,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020719,alberta,1959,51.4054909,-110.6557999,150,886,NA,6,0,FALSE,0,198,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020723,alberta,1960,54.2041588,-112.8560486,150,732,well drained,8,0,FALSE,0,135,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020725,alberta,1960,53.1607895,-114.8472672,150,954,moderately well drained,7,0,TRUE,-10,122,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020726,alberta,1960,53.0327797,-115.266777,150,1022,well drained,7,0,TRUE,-8,152,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020727,alberta,1960,53.21978,-115.0899811,150,1022,moderately well drained,5,0,FALSE,0,124,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020729,alberta,1960,54.1167488,-112.2009506,1500,681,well drained,8,0,FALSE,0,142,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,TRUE
0020732,alberta,1960,54.2178917,-112.7799683,150,715,poorly drained,6,0,FALSE,0,110,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020733,alberta,1960,54.1473389,-112.2410278,150,715,well drained,5,0,FALSE,0,122,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020736,alberta,1960,52.4718895,-115.6201935,150,1329,well drained,7,0,FALSE,0,122,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020737,alberta,1960,49.7543106,-111.1285706,150,886,well drained,5,0,FALSE,0,122,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020738,alberta,1960,51.0366287,-110.1707687,150,783,well drained,4,0,FALSE,0,76,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020748,alberta,1960,54.2066612,-112.7794876,150,715,well drained,4,0,FALSE,0,66,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020749,alberta,1960,53.5078316,-113.647438,150,749,moderately well drained,4,0,FALSE,0,86,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020750,alberta,1961,49.9653397,-113.3044281,150,1090,moderately well drained,4,0,FALSE,0,91,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020751,alberta,1961,49.5482292,-112.9446335,150,1056,poorly drained,5,0,FALSE,0,41,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020752,alberta,1961,49.4684982,-113.0808868,150,1124,well drained,4,0,FALSE,0,61,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020753,alberta,1961,49.6719093,-113.0243988,150,1056,well drained,4,0,FALSE,0,43,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020754,alberta,1961,49.6518097,-113.189827,150,1056,well drained,4,0,FALSE,0,61,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020755,alberta,1961,49.6936493,-113.0669098,150,1073,well drained,4,0,FALSE,0,76,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020757,alberta,1961,49.6717911,-113.1796417,150,1056,well drained,4,0,FALSE,0,61,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020758,alberta,1961,49.4963417,-111.6250381,150,1005,well drained,7,0,FALSE,0,147,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020760,alberta,1961,52.9511108,-114.0805435,150,1056,well drained,7,0,TRUE,-5,46,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020761,alberta,1961,49.4901199,-113.2240372,150,1226,well drained,4,0,FALSE,0,61,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020762,alberta,1961,49.2999191,-113.2897491,150,1260,well drained,4,0,FALSE,0,76,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020763,alberta,1961,49.3522186,-113.4588013,150,1192,well drained,4,0,FALSE,0,61,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020765,alberta,1961,49.2286415,-113.3002014,150,1295,well drained,5,0,FALSE,0,76,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020766,alberta,1961,49.3006096,-113.3448105,150,1226,well drained,6,0,FALSE,0,91,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020767,alberta,1961,49.4751282,-111.7145004,150,1022,well drained,5,0,FALSE,0,107,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020769,alberta,1961,53.1150017,-115.8133316,150,1124,moderately well drained,4,0,TRUE,-5,25,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020771,alberta,1961,52.9530106,-115.9889603,150,1226,well drained,7,0,TRUE,-4,76,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020772,alberta,1961,49.3512001,-113.2893677,150,1226,well drained,6,0,FALSE,0,112,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020773,alberta,1961,53.3852386,-114.7803116,150,886,well drained,7,0,FALSE,0,91,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020774,alberta,1961,49.4839096,-111.593132,150,988,well drained,6,0,FALSE,0,152,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020775,alberta,1961,49.6665115,-113.1246567,150,1056,well drained,5,0,FALSE,0,61,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020776,alberta,1961,49.5346107,-113.0049133,150,1107,well drained,3,0,FALSE,0,46,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020777,alberta,1961,49.3440094,-113.2890396,150,1243,well drained,4,0,FALSE,0,69,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020778,alberta,1961,49.4037514,-113.0795212,150,1260,well drained,3,0,FALSE,0,46,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020779,alberta,1961,49.4759293,-113.2137375,150,1226,well drained,4,0,FALSE,0,66,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020781,alberta,1961,53.4941483,-114.2273026,150,817,well drained,6,0,TRUE,-5,152,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020785,alberta,1962,50.0888214,-113.7479935,150,1192,moderately well drained,4,0,FALSE,0,51,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020788,alberta,1962,49.7905388,-113.5740204,150,1056,moderately well drained,6,0,FALSE,0,102,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020790,alberta,1962,50.1313782,-113.7364273,150,1124,well drained,6,0,FALSE,0,70,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020791,alberta,1962,49.6070709,-113.3608475,150,1124,well drained,5,0,FALSE,0,102,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020795,alberta,1962,49.8771706,-113.7957916,150,1397,well drained,4,0,FALSE,0,61,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020798,alberta,1962,49.8983116,-113.2357788,150,1090,well drained,5,0,FALSE,0,152,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020801,alberta,1962,49.4787483,-113.617012,150,1312,well drained,4,0,FALSE,0,91,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020803,alberta,1962,49.8333511,-113.9676285,1500,1499,well drained,4,0,FALSE,0,61,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,TRUE
0020805,alberta,1962,53.6980019,-114.1775436,150,783,well drained,6,0,TRUE,-5,124,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020816,alberta,1963,53.3429184,-114.9793167,150,971,NA,5,0,FALSE,0,169,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020818,alberta,1964,49.8115196,-110.6867065,150,988,well drained,5,0,FALSE,0,122,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020823,alberta,1964,50.5107117,-111.6608963,150,852,well drained,5,0,FALSE,0,81,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020824,alberta,1964,50.4519615,-111.5445786,150,834,moderately well drained,5,0,FALSE,0,71,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020825,alberta,1964,49.9386482,-111.1694717,150,920,well drained,4,0,FALSE,0,49,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020830,alberta,1964,49.8937302,-111.1233673,150,920,well drained,4,0,FALSE,0,52,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020831,alberta,1964,49.7384491,-110.2472229,150,1260,well drained,4,0,FALSE,0,112,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020832,alberta,1964,49.7456398,-110.2457275,150,1226,NA,4,0,FALSE,0,97,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020833,alberta,1964,49.7900314,-110.0435867,150,1090,well drained,6,0,FALSE,0,127,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020842,alberta,1964,53.3716393,-114.3360138,150,817,well drained,6,0,TRUE,-8,136,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020843,alberta,1964,53.5094986,-114.191597,150,817,well drained,6,0,FALSE,0,116,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020844,alberta,1964,53.2558098,-114.3836975,150,886,well drained,8,0,TRUE,-8,237,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020851,alberta,1965,52.5068588,-114.0805969,150,1022,well drained,6,0,FALSE,0,137,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020856,alberta,1965,50.9476585,-112.2308121,150,852,moderately well drained,7,0,FALSE,0,71,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020857,alberta,1965,50.9762497,-112.1617737,150,852,well drained,8,0,FALSE,0,94,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020858,alberta,1965,50.5973892,-111.9934616,150,920,moderately well drained,5,0,FALSE,0,76,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020859,alberta,1965,50.780201,-112.2491074,150,852,moderately well drained,6,0,FALSE,0,122,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020862,alberta,1965,50.7371712,-111.9475174,150,852,well drained,7,0,FALSE,0,244,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020865,alberta,1965,50.9700699,-110.7544632,150,852,moderately well drained,8,0,FALSE,0,91,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020871,alberta,1965,50.9559898,-112.208252,150,852,well drained,6,0,FALSE,0,81,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020875,alberta,1965,51.0372505,-110.133667,150,783,well drained,4,0,FALSE,0,66,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020878,alberta,1965,51.1860504,-110.3355026,150,817,moderately well drained,6,0,FALSE,0,76,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020880,alberta,1965,53.1990585,-114.9786072,150,920,well drained,6,0,FALSE,0,97,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020900,alberta,1966,53.3320084,-114.5637894,15,1329,moderately well drained,5,0,FALSE,0,20,NA,TRUE,30,profile_top,NA,FALSE,FALSE,FALSE,FALSE,FALSE
0020901,alberta,1966,53.4837914,-117.5328293,15,1346,well drained,6,0,FALSE,0,24,NA,TRUE,30,profile_top,NA,FALSE,FALSE,FALSE,FALSE,FALSE
0020902,alberta,1966,53.3667297,-113.1676636,25,NA,NA,12,0,TRUE,-4,118,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020903,alberta,1966,53.000061,-113.8510208,25,NA,NA,9,0,FALSE,0,92,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020904,alberta,1966,53.3834,-113.3010025,25,NA,NA,9,0,FALSE,0,114,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020905,alberta,1966,53.5965118,-115.1612701,15,886,poorly drained,4,0,TRUE,-3,34,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020906,alberta,1966,53.7576599,-115.5812531,15,920,well drained,6,0,FALSE,0,50,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020907,alberta,1966,53.6544685,-115.5297928,15,903,poorly drained,5,0,FALSE,0,39,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020908,alberta,1966,53.8628387,-115.3369675,15,852,well drained,7,0,FALSE,0,60,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020910,alberta,1966,53.5735512,-117.520668,15,1618,very poorly drained,4,0,TRUE,-6,13,NA,TRUE,30,profile_top,NA,FALSE,FALSE,FALSE,FALSE,FALSE
0020916,alberta,1967,54.9031181,-113.2000504,150,681,moderately well drained,6,0,FALSE,0,152,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020917,alberta,1967,54.6871681,-113.2116318,150,647,moderately well drained,5,0,FALSE,0,150,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020918,alberta,1967,54.54562,-113.4436264,150,749,well drained,5,0,FALSE,0,137,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020920,alberta,1967,54.5446014,-112.8714828,150,715,NA,7,0,FALSE,0,168,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020921,alberta,1967,54.6709518,-113.5349121,150,783,moderately well drained,7,0,TRUE,-5,152,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020922,alberta,1967,54.6930695,-112.4686508,150,681,well drained,8,0,TRUE,-3,213,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020923,alberta,1967,57.820961,-116.9380722,150,323,moderately well drained,7,0,TRUE,-5,79,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020924,alberta,1967,54.6739693,-113.2884598,150,647,well drained,4,0,FALSE,0,61,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020925,alberta,1967,54.7464905,-113.2847824,150,647,well drained,6,0,FALSE,0,168,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020926,alberta,1967,53.2759285,-115.3848877,15,1022,well drained,7,0,TRUE,-1,45,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020928,alberta,1967,53.1587982,-117.1019516,15,1533,well drained,5,0,FALSE,0,20,NA,TRUE,30,profile_top,NA,FALSE,FALSE,FALSE,FALSE,FALSE
0020929,alberta,1967,53.2897682,-115.384819,15,1056,imperfectly drained,5,0,FALSE,0,39,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020930,alberta,1967,53.2908211,-115.5066071,15,1039,poorly drained,4,0,TRUE,-5,25,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020934,alberta,1968,54.9204712,-112.0306473,150,613,well drained,3,0,FALSE,0,102,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020937,alberta,1968,54.9259491,-112.0198669,150,613,rapidly drained,6,0,TRUE,-5,213,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
0020938,alberta,1968,54.8322906,-112.7150269,150,647,well drained,5,0,FALSE,0,137,NA,TRUE,30,profile_top,NA,FALSE,TRUE,FALSE,FALSE,FALSE
