OID_,PEDON_ID,LAYER_ID,U_DEPTH,L_DEPTH,T_SAND,T_SILT,T_CLAY,VC_SAND,C_SAND,M_SAND,F_SAND,VF_SAND,FIBRE,BULK_DEN,RETN_HYGR,RETN_0KP,RETN_33KP,RETN_1500K
10472,0065127,1,0,24,71,21,8, , ,34,18,11, , , , , , 
10473,0065127,2,24,41,75,19,6, , ,31,20,16, , , , , , 
10474,0065127,3,41, ,67,32,1, , ,25,13,14, , , , , , 
10475,0065128,1,0,22,58,39,3, , ,15,16,13, , , , , , 
10476,0065128,2,22, ,67,23,10, , ,32,15,11, , , , , , 
10477,0065130,1,0,16,40,42,18, , ,20,2,16, , , , , , 
10478,0065130,2,16,28,36,52,12, , ,16,3,16, , , , , , 
10479,0065130,3,28, ,22,62,16, , ,8,1,12, , , , , , 
10480,0065131,1,0,8,8,48,44, , ,3,1,3, , , , , , 
10481,0065131,2,8,10,5,34,61, , ,1,1,1, , , , , , 
10482,0065131,3,10,14,28,18,54, , ,4,14,9, , , , , , 
10483,0065131,4,14,58,9,27,64, , ,4,1,4, , , , , , 
10484,0065131,5,58, ,6,26,68, , ,2,1,3, , , , , , 
10485,0065132,1,0,23,68,31,1, , ,34,4,28, , , , , , 
10486,0065132,2,23,36,74,26,0, , ,36,3,34, , , , , , 
10487,0065132,3,36,55,85,14,1, , ,41,10,32, , , , , , 
10488,0065132,4,55,83,99,0,0, , ,8,55,3, , , , , , 
10489,0065132,5,83, ,11,57,32, , ,2,2,5, , , , , , 
10490,0065133,3,14,33,94,3,3, , ,8,61,3, , , , , , 
10491,0065133,4,33,50,95,2,3, , ,13,62,0, , , , , , 
10492,0065133,5,50, ,99,0,0, , ,0,0,0, , , , , , 
10493,0065134,1,0,23,60,33,6, , ,39,11,9, , , , , , 
10494,0065134,2,23,35,66,34,1, , ,32,5,28, , , , , , 
10495,0065134,3,35,47,66,29,5, , ,29,4,32, , , , , , 
10496,0065134,4,47, ,62,33,5, , ,28,0,33, , , , , , 
10497,0065135,2,0,10,80,17,3, , ,23,21,10, , , , , , 
10498,0065135,3,10,27,70,21,9, , ,24,18,12, , , , , , 
10499,0065135,4,27,44,70,25,5, , ,28,17,14, , , , , , 
10500,0065135,5,44, ,64,26,10, , ,23,12,14, , , , , , 
10501,0065136,1,0,22,13,58,29, , ,3,2,6, , , , , , 
10502,0065136,2,22,48,4,58,38, , ,1,1,2, , , , , , 
10503,0065136,3,48, ,6,56,38, , ,2,1,2, , , , , , 
10504,0065137,1,0,19,84,14,2, , ,48,3,32, , , , , , 
10505,0065137,2,19,25,77,22,1, , ,50,2,23, , , , , , 
10506,0065137,3,25,36,86,9,5, , ,69,3,13, , , , , , 
10507,0065137,4,36,48,97,2,1, , ,35,35,23, , , , , , 
10508,0065137,5,48, ,93,7,0, , ,65,4,23, , , , , , 
10509,0065138,1,0,25,42,38,20, , ,17,5,18, , , , , , 
10510,0065138,2,25,33,50,32,18, , ,21,5,22, , , , , , 
10511,0065138,3,33, ,24,46,30, , ,9,4,9, , , , , , 
10512,0065139,1,0,24,76,19,5, , ,44,15,16, , , , , , 
10513,0065139,2,24,28,71,25,4, , ,41,12,17, , , , , , 
10514,0065139,3,28,38,73,18,9, , ,48,10,11, , , , , , 
10515,0065139,4,38,54,84,13,3, , ,48,19,16, , , , , , 
10516,0065139,5,54,69,89,9,2, , ,60,7,21, , , , , , 
10517,0065139,6,69, ,87,12,1, , ,46,0,41, , , , , , 
10518,0065140,1,0,12,9,28,63,0,0,2,0,6, ,1.6, , , , 
10519,0065140,2,12,48,5,21,74,0,0,1,0,3, ,1.6, , , , 
10520,0065140,5,230,235,70,7,24,0,1,44,17,9, ,1.5, , , , 
10521,0065141,10,110,150,98,1,1,3,22,15,57,2, , , , , , 
10522,0065141,2,0,10,88,10,2,3,18,35,22,10, ,1.1, , , , 
10523,0065141,3,10,12, , , , , , , , , ,1, , , , 
10524,0065141,4,12,20,89,7,4,4,20,35,23,8, , , , , , 
10525,0065141,5,20,27,89,7,4,4,17,37,22,9, ,1.3, , , , 
10526,0065141,6,27,40,95,3,3,4,24,35,25,7, , , , , , 
10527,0065141,7,40,60,96,2,2,5,26,34,24,6, ,1.4, , , , 
10528,0065141,8,60,85,97,1,1,8,31,29,25,5, ,1.5, , , , 
10529,0065141,9,85,110,95,4,2,8,18,37,23,9, ,1.5, , , , 
10530,0065142,10,80,100,64,31,5,11,11,19,9,13, ,2, , , , 
10531,0065142,11,100,120,67,29,4,11,11,21,9,15, ,2.1, , , , 
10532,0065142,12,120,135,65,29,6,10,12,20,9,14, , , , , , 
10533,0065142,2,0,3,50,45,5,5,8,17,7,14, ,1.1, , , , 
10534,0065142,3,3,6,39,56,5,4,5,9,4,17, ,0.6, , , , 
10535,0065142,4,6,18,36,58,6,5,4,8,3,16, ,1, , , , 
10536,0065142,5,18,35,36,60,4,4,5,9,3,15, , , , , , 
10537,0065142,6,35,45,28,68,4,2,2,5,2,18, , , , , , 
10538,0065142,7,45,52,40,55,5,5,5,9,4,17, ,1.6, , , , 
10539,0065142,8,52,62,56,38,6,10,8,16,7,15, , , , , , 
10540,0065143,1,0,26,44,33,23, , ,12,10,15, , , , , , 
10541,0065143,2,26,28,63,24,13, , ,10,22,8, , , , , , 
10542,0065143,3,28,50,62,24,14, , ,28,3,30, , , , , , 
10543,0065143,4,50, ,63,23,14, , ,34,1,26, , , , , , 
10544,0065144,1,0,27,74,14,12, , ,36,15,16, , , , , , 
10545,0065144,2,27,32,83,8,9, , ,30,25,21, , , , , , 
10546,0065144,3,32,42,80,8,12, , ,36,13,28, , , , , , 
10547,0065144,4,42,57,68,30,2, , ,30,5,30, , , , , , 
10548,0065144,5,57, ,56,40,4, , ,24,7,24, , , , , , 
10549,0065145,1,0,20,38,46,16, , ,16,7,10, , , , , , 
10550,0065145,2,20,36,43,45,12, , ,8,8,9, , , , , , 
10551,0065145,3,36, ,90,0,10, , ,3,51,2, , , , , , 
10552,0065146,1,-20,0,77,8,15, , ,8,35,7, , , , , , 
10553,0065146,2,0,8,82,6,12, , ,10,32,10, , , , , , 
10554,0065146,3,8,16,82,6,12, , ,10,36,9, , , , , , 
10555,0065146,4,16,38,84,4,12, , ,3,39,5, , , , , , 
10556,0065146,5,38, ,90,0,10, , ,1,52,2, , , , , , 
10557,0065148,1,0,22,30,58,12, , ,14,1,14, , , , , , 
10558,0065148,2,22, ,46,53,1, , ,15,0,30, , , , , , 
10559,0065149,1,0,19,62,24,14, , ,31,5,23, , , , , , 
10560,0065149,2,19,50,66,22,12, , ,34,6,24, , , , , , 
10561,0065149,3,50,80,62,24,14, , ,36,4,20, , , , , , 
10562,0065149,4,80, ,41,42,17, , ,12,18,9, , , , , , 
10563,0065150,1,0,20,38,38,24, , ,16,8,8, , , , , , 
10564,0065150,2,20,33,44,35,21, , ,16,10,8, , , , , , 
10565,0065150,3,33, ,53,27,20, , ,6,16,10, , , , , , 
10566,0065151,2,0,17,83,3,14, , ,16,50,13, , , , , , 
10567,0065151,3,17,46,85,2,13, , ,16,60,6, , , , , , 
10568,0065151,4,46, ,89,1,10, , ,12,64,6, , , , , , 
10569,0065152,1,0,24,77,14,9, , ,16,31,10, , , , , , 
10570,0065152,2,24,36,80,11,9, , ,9,43,6, , , , , , 
10571,0065152,3,36,60,80,12,8, , ,23,27,16, , , , , , 
10572,0065152,4,-60, ,68,23,9, , ,20,16,14, , , , , , 
10573,0065153,1,0,18,22,69,9, , ,6,1,14, , , , , , 
10574,0065153,2,18,40,38,53,9, , ,15,6,16, , , , , , 
10575,0065153,3,40,60,42,52,6, , ,19,2,20, , , , , , 
10576,0065153,4,60,183,26,70,4, , ,7,10,4, , , , , , 
10577,0065153,5,183, ,20,75,5, , ,3,4,11, , , , , , 
10578,0065154,1,0,15,92,5,3, , ,47,22,19, , , , , , 
10579,0065154,2,15,37,95,3,2, , ,41,34,16, , , , , , 
10580,0065154,3,37, ,99,0,0, , ,47,29,18, , , , , , 
10581,0065155,1,0,20,79,17,4, , ,13,35,9, , , , , , 
10582,0065155,2,20,38,82,13,5, , ,16,29,14, , , , , , 
10583,0065155,3,38,76,97,1,2, , ,13,34,11, , , , , , 
10584,0065155,4,76, ,99,0,0, , ,4,17,3, , , , , , 
10585,0065156,2,0,7,86,3, , , ,14,26,7, , , , , , 
10586,0065156,3,7,21,83,7, , , ,11,21,7, , , , , , 
10587,0065156,4,21,56,94,3, , , ,0,27,0, , , , , , 
10588,0065156,5,56, ,73,3, , , ,25,19,18, , , , , , 
10589,0065157,1,0,19,89,7,4, , ,8,43,8, , , , , , 
10590,0065157,2,19,22,92,6,2, , ,11,46,8, , , , , , 
10591,0065157,3,22,74,94,3,3, , ,6,34,4, , , , , , 
10592,0065157,4,74, ,99,0,0, , ,3,34,1, , , , , , 
10593,0065158,2,0,4,84,15,1, , ,21,28,13, , , , , , 
10594,0065158,3,4,34,68,26,6, , ,17,18,7, , , , , , 
10595,0065158,4,34,66,97,3,0, , ,10,18,7, , , , , , 
10596,0065158,5,66, ,99,0,0, , ,1,14,3, , , , , , 
10597,0065159,1,0,20,76,15,9, , ,24,22,10, , , , , , 
10598,0065159,2,20,35,76,16,8, , ,20,26,8, , , , , , 
10599,0065159,3,35,45,80,12,8, , ,21,24,9, , , , , , 
10600,0065159,4,45, ,90,6,4, , ,22,30,8, , , , , , 
10601,0065160,1,0,15,54,43,3, , ,17,13,18, , , , , , 
10602,0065160,2,15,23,52,45,3, , ,19,11,19, , , , , , 
10603,0065160,3,23,43,59,40,1, , ,21,9,27, , , , , , 
10604,0065160,4,43, ,97,1,2, , ,9,18,6, , , , , , 
10605,0065161,1,-15,0,94,5,1, , ,64,5,24, , , , , , 
10606,0065161,2,0,5,89,10,1, , ,60,8,19, , , , , , 
10607,0065161,3,5,27,90,8,2, , ,55,16,17, , , , , , 
10608,0065161,4,27,50,93,4,3, , ,56,20,15, , , , , , 
10609,0065161,5,50, ,99,0,1, , ,54,19,25, , , , , , 
10610,0065162,1,0,24,83,11,6, , ,38,16,17, , , , , , 
10611,0065162,2,24,43,78,16,6, , ,33,15,20, , , , , , 
10612,0065162,3,43,61,78,15,7, , ,31,16,21, , , , , , 
10613,0065162,4,61, ,58,17,22, , ,22,13,16, , , , , , 
10614,0065164,1,0,20,69,20,11, , ,5,25,5, , , , , , 
10615,0065164,2,20,25,93,5,2, , ,9,26,5, , , , , , 
10616,0065164,3,25,43,96,2,2, , ,11,39,4, , , , , , 
10617,0065164,4,43,50,99, ,1, , ,8,49,3, , , , , , 
10618,0065164,5,50,75,99, ,1, , ,1,13,1, , , , , , 
10619,0065164,6,75,105,99, , , , ,1,16,1, , , , , , 
10620,0065164,7,105,130,99, , , , ,6,41,0, , , , , , 
10621,0065164,8,130, ,99, , , , ,38,49,12, , , , , , 
10622,0065167,1,0,23,36,34,30, , ,17,3,14, , , , , , 
10623,0065167,2,23,34,55,22,23, , ,21,4,21, , , , , , 
10624,0065167,3,34,51,24,24,52, , ,8,9,6, , , , , , 
10625,0065167,4,51,61,20,22,58, , ,4,1,14, , , , , , 
10626,0065167,5,61,82,20,18,62, , ,7,6,6, , , , , , 
10627,0065167,6,82,107,22,18,60, , ,13,1,7, , , , , , 
10628,0065167,7,107,130,15,17,68, , ,9,1,4, , , , , , 
10629,0065168,1,0,19,32,60,8, , ,4,6,14, , , , , , 
10630,0065168,2,19,28,37,57,6, , ,4,5,19, , , , , , 
10631,0065168,3,28,42,63,34,3, , ,13,9,14, , , , , , 
10632,0065168,4,42,58,56,31,3, , ,16,6,16, , , , , , 
10633,0065169,1,0,12,78,18,4, , ,13,27,9, , , , , , 
10634,0065169,2,12,19,82,15,3, , ,15,28,11, , , , , , 
10635,0065169,3,19,39,80,17,3, , ,10,14,6, , , , , , 
10636,0065169,4,39,55,87,10,3, , ,10,18,7, , , , , , 
10637,0065169,5,55,70,95,2,3, , ,4,4,2, , , , , , 
10638,0065169,6,70, ,92,5,3, , ,3,5,3, , , , , , 
10639,0065170,2,0,13,77,22,1, , ,24,21,19, , , , , , 
10640,0065170,3,13,25,72,24,4, , ,24,17,16, , , , , , 
10641,0065170,4,25,33,83,15,2, , ,12,18,11, , , , , , 
10642,0065170,5,33,42,76,19,5, , ,26,21,15, , , , , , 
10643,0065170,6,42,70,84,13,3, , ,28,25,12, , , , , , 
10644,0065170,7,70, ,88,10,2, , ,26,22,18, , , , , , 
10645,0065171,1,0,26,5,43,52,0,1,1,1,4, , , , , , 
10646,0065171,2,26,42,1,34,65, , , , , , , , , , , 
10647,0065171,3,42,115,5,43,52,1,1,1,1,4, , , , , , 
10648,0065175,1,0,15,17, ,43,1,2,7,2,5, , , , , , 
10649,0065175,2,15,23,1, ,64,0,0,1,1,1, , , , , , 
10650,0065175,3,23,72,0, ,82, , , , , , , , , , , 
10651,0065175,4,72,92,1, ,81, , , , , , , , , , , 
10652,0065176,1,0,12,21, ,18,0,1,3,1,17, , , , , , 
10653,0065176,2,12,22,26, ,18,0,1,2,1,23, , , , , , 
10654,0065176,3,22,50,20, ,37,0,1,3,1,17, , , , , , 
10655,0065176,4,50, ,9, ,39,1,1,1,1,7, , , , , , 
10656,0065177,1,0,21,76,18,6,7,30,10,22,7, , , , , , 
10657,0065177,2,21,67,91,6,3,1,24,11,53,3, , , , , , 
10658,0065177,3,67,100,96,2,2,1,11,11,72,1, , , , , , 
10659,0065179,1,0,24,85,11,4,0,1,55,1,29, , , , , , 
10660,0065179,2,24,32,94,3,3,0,1,65,1,29, , , , , , 
10661,0065179,3,32,60,95,4,1,0,1,63,1,29, , , , , , 
10662,0065179,4,60, ,96,2,2,0,1,66,1,30, , , , , , 
10663,0065180,1,0,15,63, ,9,0,1,20,1,42, , , , , , 
10664,0065180,2,15,18,68, ,4,0,1,22,1,45, , , , , , 
10665,0065180,3,18,33,66, ,8,0,1,22,1,44, , , , , , 
10666,0065180,4,33,77,64, ,7,0,1,22,1,41, , , , , , 
10667,0065180,5,77, ,47, ,20,0,1,6,1,39, , , , , , 
10668,0065181,1,0,30,12,65,23,1,3,3,2,4, , , , , , 
10669,0065181,2,30,46,11,69,20,1,2,3,2,3, , , , , , 
10670,0065181,3,46,64,6,66,28,1,1,1,1,3, , , , , , 
10671,0065181,4,64,84,14,56,30,2,2,3,2,5, , , , , , 
10672,0065182,1,0,8,75,21,4,0,0,17,1,57, , , , , , 
10673,0065182,2,8,28,73,24,3,0,1,8,1,64, , , , , , 
10674,0065182,3,28,38,77,21,2,0,1,7,1,70, , , , , , 
10675,0065182,4,38,73,93,5,2,0,1,31,1,62, , , , , , 
10676,0065182,5,73,90,85,12,3,0,1,18,1,66, , , , , , 
10677,0065182,6,90,100,68,25,7,0,1,20,1,47, , , , , , 
10678,0065182,7,100, ,92,7,1,0,1,44,1,47, , , , , , 
10679,0065184,1,0,7,14,70,16,0,1,2,1,12, , , , , , 
10680,0065184,2,7,21,10,77,13,0,1,4,1,6, , , , , , 
10681,0065184,3,21,43,26,56,18,0,1,3,1,23, , , , , , 
10682,0065184,4,43,93,80,9,11,1,1,37,2,40, , , , , , 
10683,0065186,3,5,40,1,32,66, , , , , , , , , , , 
10684,0065186,4,40,103,1,54,46, , , , , , , , , , , 
10685,0065188,2,22,47,58,27,15,0,1,31,4,22, ,1.5, , , , 
10686,0065188,3,47,74,56,24,20,0,1,29,5,21, , , , , , 
10687,0065188,4,74,80,56,28,16,0,1,28,3,24, , , , , , 
10688,0065188,5,80,160,37,40,23,2,4,11,4,16, ,1.3, , , , 
10689,0065188,6,160,183,32,43,25,3,4,9,4,12, , , , , , 
10690,0065190,2,0,30, , , , ,1,55,14,30, , , , , , 
10691,0065190,3,30,35, , , , ,0,62,11,27, , , , , , 
10692,0065190,4,35,40, , , , ,1,60,12,27, , , , , , 
10693,0065190,5,40,52, , , , ,8,66,6,20, , , , , , 
10694,0065190,6,52,120, , , , ,1,63,10,26, , , , , , 
10695,0065192,1,0,20,52,36,12,6,8,16,9,13, ,1.1, , , , 
10696,0065192,2,20,25,53,37,10,5,10,18,7,13, , , , , , 
10697,0065192,3,25,60,48,46,6,2,5,16,7,18, ,1.5, , , , 
10698,0065192,4,60,88,52,44,4,3,7,19,7,16, ,1.8, , , , 
10699,0065192,5,88,123,51,41,8,2,6,18,8,17, , , , , , 
10700,0065192,6,123,155,35,58,7,1,3,12,3,16, , , , , , 
10701,0065192,7,155,180,34,62,4,0,2,10,2,20, , , , , , 
10702,0065192,8,180, ,87,12,1,1,1,54,10,21, , , , , , 
10703,0065193,1,0,19,74,14,12, ,7,36,15,16, , , , , , 
10704,0065193,2,19,25,83,8,9, ,7,30,25,21, , , , , , 
10705,0065193,3,25,36,80,8,12, ,3,36,13,28, , , , , , 
10706,0065193,4,36,48,68,30,2, ,3,30,5,30, , , , , , 
10707,0065193,5,48, ,56,40,4, ,9,16,7,24, , , , , , 
10708,0065195,1,0,23,60,34,6, ,1,39,11,9, , , , , , 
10709,0065195,2,23,35,66,33,1, ,1,32,5,28, , , , , , 
10710,0065195,3,35,47,66,29,5, ,1,29,4,32, , , , , , 
10711,0065195,4,47, ,62,33,5, ,1,28,0,33, , , , , , 
10712,0065196,1,0,112, , , , , , , , ,10,0.1, , , , 
10713,0065196,2,112,205, , , , , , , , ,8,0.1, , , , 
10714,0065196,3,205,240, , , , , , , , ,8,0.1, , , , 
10715,0065196,4,240,260, , , , , , , , ,10, , , , , 
10716,0065196,5,260,305, , , , , , , , ,10, , , , , 
10717,0065196,6,305,352,8,43,49, , , , , , , , , , , 
10718,0065198,1,0,90, , , , , , , , ,20, , , , , 
10719,0065198,2,90,160, , , , , , , , ,14, , , , , 
10720,0065198,3,160,320, , , , , , , , ,24, , , , , 
10721,0065198,4,320,400, , , , , , , , ,36, , , , , 
10722,0065198,5,400,450,3,52,45, , , , , ,16, , , , , 
10723,0065199,1,0,24,76,19,5, ,1,44,15,16, , , , , , 
10724,0065199,2,24,28,71,25,4, ,1,41,12,17, , , , , , 
10725,0065199,3,28,38,73,18,9, ,4,48,10,11, , , , , , 
10726,0065199,4,38,54,84,13,3, ,1,48,19,16, , , , , , 
10727,0065199,5,54,69,89,9,2, ,1,60,7,21, , , , , , 
10728,0065199,6,69, ,87,12,1, ,0,46,0,41, , , , , , 
10729,0065200,1,0,136, , , , , , , , ,10, , , , , 
10730,0065200,2,136,278, , , , , , , , ,16, , , , , 
10731,0065200,3,278,358, , , , , , , , ,26, , , , , 
10732,0065200,4,358,397, , , , , , , , ,24, , , , , 
10733,0065200,5,397,536, , , , , , , , ,2, , , , , 
10734,0065200,6,536,556,6,32,61, , , , , , , , , , , 
10735,0065201,1,0,24,83,11,6, ,12,38,16,17, , , , , , 
10736,0065201,2,24,43,78,16,6, ,10,33,15,20, , , , , , 
10737,0065201,3,43,61,78,15,7, ,10,31,16,21, , , , , , 
10738,0065201,4,61, ,58,17,22, ,7,22,13,16, , , , , , 
10739,0065202,1,0,65, , , , , , , , ,20,0, , , , 
10740,0065202,2,65,159, , , , , , , , ,18,0, , , , 
10741,0065202,3,159,232, , , , , , , , ,14,0.1, , , , 
10742,0065202,4,232,292, , , , , , , , ,2,0.1, , , , 
10743,0065202,5,292,342,10,26,64, , , , , , , , , , , 
10744,0065203,1,0,20,23,44,33, , , , , , , , , , , 
10745,0065205,1,0,14,26,45,29, , ,9,6,5, , , , , , 
10746,0065205,2,14,18,15,49,36, , ,5,4,2, , , , , , 
10747,0065205,3,18,28,28,40,32, , ,11,6,8, , , , , , 
10748,0065205,4,28,37,17,58,25, , ,7,4,2, , , , , , 
10749,0065205,5,37,60,20,58,22, , ,7,4,3, , , , , , 
10750,0065205,6,60,75,31,45,24, , ,12,10,3, , , , , , 
10751,0065205,7,75, ,44,36,20, , ,14,17,3, , , , , , 
10752,0065206,1,0,33, , , , , , , , ,5, , , , , 
10753,0065206,2,33,146, , , , , , , , ,8,0.1, , , , 
10754,0065206,3,146,194, , , , , , , , ,22, , , , , 
10755,0065206,4,194,254, , , , , , , , ,18, , , , , 
10756,0065206,5,254,316, , , , , , , , ,16,0.1, , , , 
10757,0065206,6,316,383, , , , , , , , ,16,0.1, , , , 
10758,0065206,7,383,390,14,60,26, , , , , , , , , , , 
10759,0065207,1,0,13,85,10,5, , ,22,26,5, , , , , , 
10760,0065207,2,13,25,94,3,3, , ,10,44,2, , , , , , 
10761,0065207,3,25,57,97,2,1, , ,4,41,4, , , , , , 
10762,0065207,4,57, ,97,3,0, , ,22,53,1, , , , , , 
10763,0065209,1,0,19,32,60,8, ,8,4,6,14, , , , , , 
10764,0065209,2,19,28,37,57,6, ,9,4,5,19, , , , , , 
10765,0065209,3,28,42,63,34,3, ,27,13,9,14, , , , , , 
10766,0065209,4,42,58,56,31,3, ,18,16,6,16, , , , , , 
10767,0065210,1,0,22,58,39,3, ,14,15,16,13, , , , , , 
10768,0065210,2,22, ,67,23,10, ,9,32,15,11, , , , , , 
10769,0065212,1,0,20,38,38, , , ,16,8,8, , , , , , 
10770,0065212,2,20,33,44,35, , , ,16,10,8, , , , , , 
10771,0065212,3,33, ,53,27, , , ,6,16,10, , , , , , 
10772,0065213,1,0,18,22,69, , , ,6,1,14, , , , , , 
10773,0065213,2,18,40,38,53, , , ,15,6,16, , , , , , 
10774,0065213,3,40,60,42,52, , , ,19,2,20, , , , , , 
10775,0065213,4,60,183,26,70, , , ,7,10,4, , , , , , 
10776,0065213,5,183, ,20,75, , , ,3,4,11, , , , , , 
10777,0065215,1,0,8,8,48,44, , ,3,1,3, , , , , , 
10778,0065215,2,8,10,5,34,61, , ,1,1,1, , , , , , 
10779,0065215,3,10,14,28,18,54, , ,4,14,9, , , , , , 
10780,0065215,4,14,58,9,27,64, , ,4,1,4, , , , , , 
10781,0065215,5,58, ,6,26,68, , ,2,1,3, , , , , , 
10782,0065216,1,0,15,92,5,3, , , , , , , , , , , 
10783,0065216,2,15,37,95,3,2, , , , , , , , , , , 
10784,0065216,3,-37, ,99, , , , , , , , , , , , , 
10785,0065219,2,0,10,80,17,3, , ,23,21,10, , , , , , 
10786,0065219,3,10,27,70,21,9, , ,24,18,12, , , , , , 
10787,0065219,4,27,44,70,25,5, , ,28,17,14, , , , , , 
10788,0065219,5,44, ,64,26,10, , ,23,12,14, , , , , , 
10789,0065220,1,0,12,78,18,4, , , , , , , , , , , 
10790,0065220,2,12,19,82,15,3, , , , , , , , , , , 
10791,0065220,3,19,39,80,17,3, , , , , , , , , , , 
10792,0065220,4,39,55,87,10,3, , , , , , , , , , , 
10793,0065220,5,55,70,95,2,3, , , , , , , , , , , 
10794,0065220,6,70, ,92,5,3, , , , , , , , , , , 
10795,0065221,2,0,4,84,15,1, , ,21,28,13, , , , , , 
10796,0065221,3,4,34,68,26,6, , ,17,18,7, , , , , , 
10797,0065221,4,34,66,97,3,0, , ,10,18,7, , , , , , 
