OID_,PEDON_ID,DRAINAGE,PM1_MD_DEP,PM1_PHYS,PM1_LIT_MD,PM1_CHEM,PM1_WEATHR,PM2_MD_DEP,PM2_PHYS,PM2_LIT_MD,PM2_CHEM,PM2_WEATHR,HUMUS_FORM,TABLE_KIND,TABLE_DPTH,ROCK_DPTH,CACO3_DPTH
4187,0150001,imperfectly drained,morainal till,clayey, ,moderately acidic to neutral,chemical and physical, , , , , , , , , , 
4188,0150003,well drained,morainal till,skeletal,mixed,moderately to very strongly calcareous,weak chemical, , , , , , , , , , 
4189,0150004,imperfectly drained,fluvial,coarse loamy and coarse silty,mixed,moderately acidic to neutral,weak chemical, , , , , , , , , , 
4190,0150005,moderately well drained,eolian,coarse loamy and coarse silty, ,moderately acidic to neutral,weak chemical,morainal till,skeletal,mixed, ,moderate chemical, , , , , 
4191,0150006,very poorly drained,organic, ,sphagnum peat, , ,eolian,coarse loamy and coarse silty, ,moderately acidic to neutral,weak chemical, , , , , 
4192,0150007,rapidly drained,eolian,coarse loamy and fine silty, ,moderately acidic to neutral,weak chemical,glacio-fluvial,sandy,mixed,moderately acidic to neutral ,moderate chemical, , , , , 
4193,0150008,imperfectly drained,fluvial,fine loamy and fine silty,mixed,moderately acidic to neutral ,weak chemical, , , , , , , , , , 
4194,0150009,moderately well drained,residual,skeletal, ,moderately acidic to neutral,moderate chemical, , , , , , , , , , 
4195,0150010,well drained,eolian,fine loamy and fine silty,mixed,moderately acidic to neutral,weak chemical,morainal till,skeletal,mixed,moderately to very strongly calcareous,weak chemical, , , , , 
4196,0150011,moderately well drained,eolian, ,mixed,weakly calcareous,weak chemical,morainal till,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,chemical and physical, , , , , 
4197,0150012,well drained,morainal till,skeletal, ,moderately acidic to neutral,shattered, , , , , , , , , , 
4198,0150013,rapidly drained,glacio-fluvial,skeletal,mixed,moderately acidic to neutral,weak chemical, , , , , , , , , , 
4199,0150014,imperfectly drained,morainal till,sandy,coarse acid, ,chemical and physical, , , , , , , , , , 
4200,0150015,well drained,morainal till,skeletal,coarse acid,moderately acidic to neutral,moderate chemical, , , , , , , , , , 
4201,0150016,rapidly drained,morainal till,sandy,coarse acid, ,chemical and physical, , , , , , , , , , 
4202,0150017,moderately well drained,colluvial,skeletal,mixed,moderately acidic to neutral,shattered, , , , , , , , ,50, 
4203,0150018, ,morainal till,sandy,mixed, ,chemical and physical, , , , , , , , , , 
4204,0150019,rapidly drained,glacio-fluvial,skeletal,mixed, , , , , , , , , , , , 
4205,0150020,well drained,colluvial,skeletal,mixed, , , , , , , , , , , , 
4206,0150021,rapidly drained,glacio-fluvial,skeletal,mixed,moderately acidic to neutral,weak chemical, , , , , , , , , , 
4207,0150022,imperfectly drained,morainal,fragmental,mixed, , , , , , , , , , , , 
4208,0150023,well drained,morainal till,skeletal,mixed,moderately to very strongly calcareous,weak chemical, , , , , , , , , , 
4209,0150024,moderately well drained,morainal till,skeletal,mixed, , , , , , , , , , , , 
4210,0150025,moderately well drained,morainal till,skeletal,mixed, , , , , , , , , , , , 
4211,0150026,imperfectly drained,organic, ,fen peat, , , , , , , , , , , , 
4212,0150027,well drained,morainal till,coarse loamy and coarse silty,igneous,moderately acidic to neutral,chemical and physical, , , , , , , , ,30, 
4213,0150028,well drained,eolian,fine loamy and fine silty,mixed,moderately acidic to neutral,moderate chemical,morainal till,coarse loamy and coarse silty,mixed,moderately acidic to neutral,chemical and physical, , , , , 
4214,0150029,rapidly drained,glacio-fluvial,skeletal,mixed,weakly calcareous,weak chemical, , , , , , , , , , 
4215,0150030,rapidly drained,eolian,fine loamy and fine silty,mixed,moderately acidic to neutral,weak chemical,glacio-fluvial,fine loamy and fine silty,mixed,moderately acidic to neutral,weak chemical, , , , , 
4216,0150031,moderately well drained,fluvial, , , , , , , , , , , , , , 
4217,0150032,poorly drained,morainal till,skeletal, , ,chemical and physical, , , , , , , , , , 
4218,0150033,well drained,fluvial,fine loamy and fine silty, ,extremely calcareous,weak chemical, , , , , , , , , , 
4219,0150034,well drained,morainal till,coarse loamy and coarse silty,slate, ,chemical and physical, , , , , , , , , , 
4220,0150035,imperfectly drained,morainal till, , , ,chemical and physical, , , , , , , , , , 
4221,0150036,well drained,fluvio-lacustrine,sandy, , ,chemical and physical, , , , , , , , , , 
4222,0150037,moderately well drained,lacustrine,fine loamy and fine silty, , ,weak chemical, , , , , , , , , , 
4223,0150038,moderately well drained,colluvial,coarse loamy and coarse silty, , ,chemical and physical, , , , , , , , , , 
4224,0150039,moderately well drained,fluvial,stratified - mineral and organic, , ,chemical and physical, , , , , , , , , , 
4225,0150040,well drained,morainal till,coarse loamy and coarse silty, , ,chemical and physical, , , , , , , , , , 
4226,0150041,rapidly drained,colluvial,fragmental, , ,shattered, , , , , , , , , , 
4227,0150042,well drained,morainal till, , , ,chemical and physical, , , , , , , , , , 
4228,0150043,imperfectly drained,colluvial,fragmental, , ,chemical and physical, , , , , , , , ,58, 
4229,0150044, ,morainal till, , , ,chemical and physical, , , , , , , , , , 
4230,0150045,well drained,glacio-fluvial, , , ,chemical and physical, , , , , , , , , , 
4231,0150046,well drained,glacio-fluvial, , , ,chemical and physical, , , , , , , , , , 
4232,0150047,moderately well drained,morainal, , , , , , , , , , , , , , 
4233,0150048, ,morainal till, , , ,chemical and physical, , , , , , , , , , 
4234,0150049,well drained,glacio-fluvial, , , ,chemical and physical, , , , , , , , , , 
4235,0150050,well drained,glacio-fluvial, , , ,chemical and physical,glacio-fluvial, , , , , , , , , 
4236,0150051,moderately well drained,colluvial,skeletal, , ,shattered, , , , , , , , , , 
4237,0150052,poorly drained,glaciolacustrine, , , ,chemical and physical, , , , , , , , , , 
4238,0150053,well drained,glacio-fluvial, , , ,chemical and physical, , , , , , , , , , 
4239,0150054,rapidly drained, , , , , ,fluvio-eolian, , , ,chemical and physical, , , , , 
4240,0150055,rapidly drained, , , , , ,morainal, , , ,chemical and physical, , , , , 
4241,0150056,imperfectly drained,lacustrine, ,sedimentary, ,moderate chemical, , , , , , , , , , 
4242,0150057,well drained,glacio-fluvial, , , ,chemical and physical, , , , , , , , , , 
4243,0150058,well drained,eolian, , , ,chemical and physical,glacio-fluvial, , , ,chemical and physical, , , , , 
4244,0150059,rapidly drained,morainal till, , , ,chemical and physical, , , , , , , , , , 
4245,0150060,poorly drained,morainal till, , , ,chemical and physical, , , , , , , , , , 
4246,0150061,poorly drained,organic, , , ,weak chemical,glacio-lacustrine, , , , , , , , , 
4247,0150062,moderately well drained,eolian, , , ,chemical and physical,fluvial,skeletal, , ,chemical and physical, , , , , 
4248,0150063,well drained,fluvial, , , , , , , , , , , , , , 
4249,0150064,well drained,glacio-fluvial, , , ,chemical and physical, , , , , , , , , , 
4250,0150065,imperfectly drained,colluvial, , , , , , , , , , , , , , 
4251,0150066,well drained,fluvial, , , , , , , , , , , , , , 
4252,0150067,moderately well drained,colluvial,skeletal,sedimentary, ,shattered, , , , , , , , , , 
4253,0150068,well drained,fluvial, , , , , , , , , , , , , , 
4254,0150069,poorly drained,organic, , ,extremely to strongly acidic, , , , , , , , , , , 
4255,0150070,poorly drained,fluvial, , , , , , , , , , , , , , 
4256,0150071,well drained,colluvial, , , , ,morainal, , , ,moderate chemical, , , , , 
4258,0150073,well drained,colluvial, ,sedimentary, ,chemical and physical, , , , , , , , , , 
4259,0150074,moderately well drained,fluvial, ,sedimentary, , , , , , , , , , , , 
4260,0150075,well drained,fluvial, , , , , , , , , , , , , , 
4261,0150076,moderately well drained,morainal, ,mixed, , , , , , , , , , , , 
4262,0150077,imperfectly drained,morainal,fine loamy and fine silty,sedimentary,moderately acidic to neutral,weak chemical, , , , , , , , , , 
4263,0150078,poorly drained,organic, ,forest peat,moderately acidic to neutral,weak chemical, , , , , , , , , , 
4264,0150079,poorly drained,colluvial, ,shale, ,fractured, , , , , , , , , , 
4265,0150080,poorly drained,organic, , , , , , , , , , , , , , 
4266,0150081, ,colluvial, ,shale, , , , , , , , , , , , 
4267,0150082,poorly drained,colluvial, ,shale, , , , , , , , , , , , 
4268,0150083,well drained,colluvial,skeletal,limestone,moderately to very strongly calcareous,moderate chemical, , , , , , , , , , 
4269,0150084,rapidly drained,colluvial, ,shale, ,moderate chemical, , , , , , , , , , 
4270,0150085,poorly drained,glacio-fluvial, , , , , , , , , , , , , , 
4271,0150086,rapidly drained,fluvial, , , , , , , , , , , , , , 
4272,0150087,very rapidly drained,glacio-fluvial, , , , , , , , , , , , , , 
4273,0150088,imperfectly drained,fluvial, , , , , , , , , , , , , , 
4274,0150089,imperfectly drained,morainal, , , , , , , , , , , , , , 
4275,0150090,rapidly drained,colluvial,skeletal,limestone,moderately to very strongly calcareous,fractured, , , , , , , , , , 
4276,0150091,well drained,fluvial,fine loamy and fine silty,mixed,moderately acidic to neutral,weak chemical, , , , , , , , , , 
4277,0150092, ,colluvial,skeletal,mixed,moderately acidic to neutral,fractured, , , , , , , , , , 
4278,0150094, , , ,limestone, , , , , , , , , , ,20, 
4279,0150095,well drained,eolian, , , ,chemical and physical,morainal, , , , , , , , , 
4280,0150096, ,glacio-fluvial,skeletal,mixed,moderately acidic to neutral,weak chemical, , , , , , , , , , 
4281,0150097,well drained,fluvial, , , , , , , , , , , , , , 
4282,0150098,poorly drained,colluvial,fine loamy and fine silty,mixed,moderately acidic to neutral,weak chemical, , , , , , , , , , 
4283,0150099,moderately well drained,eolian, , , , ,morainal,skeletal,mixed,weakly calcareous,weak chemical, , , , , 
4284,0150100,well drained,residual,skeletal,schist,moderately acidic to neutral,weak chemical, , , , , , , , , , 
4285,0150101,well drained,morainal,coarse loamy and coarse silty,mixed,moderately acidic to neutral,weak chemical, , , , , , , , , , 
4286,0150102, ,morainal, , , , , , , , , , , , , , 
4287,0150103,rapidly drained,colluvial,skeletal,quartzite,extremely to strongly acidic,moderate chemical, , , , , , , , ,58, 
4288,0150104,imperfectly drained,morainal,coarse loamy and coarse silty,coarse acid,moderately acidic to neutral,moderate chemical, , , , , , , , ,60, 
4289,0150105,well drained,morainal,skeletal,mixed,moderately to very strongly calcareous,weak chemical, , , , , , , , , , 
4290,0150106,moderately well drained,glacial,fine loamy and fine silty, , , , , , , , , , , , , 
4291,0150107,moderately well drained,morainal,skeletal,igneous,moderately acidic to neutral,moderately chemical, , , , , , , , , , 
4292,0150108,well drained,eolian, ,mixed,moderately acidic to neutral,weak chemical, , , , , ,mor, , , , 
4293,0150109,imperfectly drained,glaciolacustrine,fine loamy and fine silty, ,moderately to very strongly calcareous,chemical and physical, , , , , ,mor, , , , 
4294,0150110,well drained,lacustrine,clayey,mixed,moderately acidic to neutral,weak chemical,morainal till,coarse loamy and coarse silty,mixed,moderately acidic to neutral,weak chemical,mor, , , , 
4295,0150111,well drained,glacio-fluvial,skeletal,mixed,moderately acidic to neutral,weak chemical, , , , , ,mor, , , , 
4296,0150112,very poorly drained,organic, ,forest peat, ,weak chemical,fluvial,skeletal,mixed, ,weak chemical,mull, , , , 
4297,0150113,moderately well drained,eolian,fine loamy and fine silty,mixed,moderately acidic to neutral,weak chemical,morainal,skeletal,mixed,weakly calcareous,weak chemical,mor, , , , 
4298,0150114,rapidly drained,glacio-fluvial,skeletal,mixed,moderately acidic to neutral,weak chemical, , , , , ,mor, , , , 
4299,0150115,well drained,eolian,coarse loamy and coarse silty,mixed,moderately acidic to neutral,weak chemical,morainal,skeletal,mixed,moderately acidic to neutral,unspecified,mor, , , , 
4300,0150116,moderately well drained,eolian,coarse loamy and coarse silty,mixed,moderately acidic to neutral,weak chemical,morainal,skeletal,mixed,moderately acidic to neutral,unspecified,mor, , , , 
4301,0150117,moderately well drained,eolian,coarse loamy and coarse silty,mixed,moderately acidic to neutral,weak chemical,morainal,skeletal,mixed,moderately acidic to neutral,unspecified,mor, , , , 
4302,0150118,rapidly drained,fluvio-eolian,coarse loamy and coarse silty,mixed,moderately acidic to neutral,unspecified,fluvial,skeletal,mixed,moderately acidic to neutral,unspecified,mor, , , , 
4303,0150119,well drained,glacio-fluvial,skeletal,mixed,moderately acidic to neutral,weak chemical, , , , , ,mor, , , , 
4304,0150120,well drained,glacio-fluvial,skeletal,mixed,moderately acidic to neutral,unspecified, , , , , ,mor, , , , 
4305,0150121,moderately well drained,eolian,fine loamy and fine silty,ash,moderately acidic to neutral,unspecified,eolian,coarse loamy and coarse silty,mixed,moderately acidic to neutral,weak chemical,mor, , , , 
4306,0150122,imperfectly drained,eolian,coarse loamy and coarse silty,ash,moderately acidic to neutral,unspecified, , , , , ,moder, , , , 
4307,0150123,well drained,eolian,coarse loamy and coarse silty,ash,moderately acidic to neutral,unspecified,eolian,coarse loamy and coarse silty,mixed,moderately acidic to neutral,weak chemical,mor, , , , 
4308,0150124,moderately well drained,eolian,coarse loamy and coarse silty,ash,moderately acidic to neutral,unspecified,eolian,fine loamy and fine silty,mixed,moderately acidic to neutral,weak chemical,mor, , , , 
4309,0150125,rapidly drained,eolian,fine loamy and fine silty,ash,moderately acidic to neutral,unspecified,eolian,coarse loamy and coarse silty,mixed,moderately acidic to neutral,weak chemical,mor, , , , 
4310,0150126,rapidly drained,eolian,fine loamy and fine silty,ash,moderately acidic to neutral,unspecified,eolian,fine loamy and fine silty,mixed,moderately acidic to neutral,weak chemical,mor, , , , 
4311,0150127, ,eolian,fine loamy and fine silty,ash,moderately acidic to neutral,unspecified, , , , , ,mor, , , , 
4312,0150128,well drained,eolian,coarse loamy and coarse silty,mixed,moderately acidic to neutral,weak chemical,eolian,fine loamy and fine silty,ash,moderately acidic to neutral,unspecified,mor, , , , 
4313,0150129,imperfectly drained,morainal,fine loamy and fine silty,mixed,weakly calcareous,weak chemical, , , , , ,moder, , , , 
4314,0150130,moderately well drained,morainal,fine loamy and fine silty,mixed,moderately acidic to neutral,weak chemical, , , , , ,mor, , , , 
4315,0150131,moderately well drained,glaciolacustrine,fine loamy and fine silty,mixed,moderately acidic to neutral,weak chemical, , , , , ,mor, , , , 
4316,0150132,moderately well drained,morainal,coarse loamy and coarse silty,mixed,moderately acidic to neutral,weak chemical, , , , , ,mor, , , , 
4317,0150133,imperfectly drained,glaciolacustrine,fine loamy and fine silty,mixed,moderately acidic to neutral,weak chemical, , , , , ,mor, , , , 
4318,0150134,moderately well drained,eolian,fine loamy and fine silty,ash,moderately acidic to neutral,weak chemical,morainal,fine loamy and fine silty, ,moderately acidic to neutral,weak chemical,mor, , , , 
4319,0150135,well drained,eolian,fine loamy and fine silty,ash,moderately acidic to neutral,unspecified,glacio-fluvial,sandy,mixed,moderately acidic to neutral,unspecified,mor, , , , 
4320,0150136,imperfectly drained,eolian,fine loamy and fine silty,ash,moderately acidic to neutral,unspecified,glacio-lacustrine,clayey,mixed,moderately acidic to neutral,weak chemical,mor, , , , 
4321,0150137,imperfectly drained,eolian,fine loamy and fine silty,ash,moderately acidic to neutral,unspecified,glacio-lacustrine,clayey,mixed,moderately acidic to neutral,weak chemical,mor, , ,55, 
4322,0150138,imperfectly drained,morainal,skeletal,mixed,moderately acidic to neutral,weak chemical,glacio-lacustrine,fine loamy and fine silty, ,moderately acidic to neutral,weak chemical,mor, , , , 
4323,0150139,well drained,glacio-fluvial,coarse loamy and coarse silty,mixed,moderately acidic to neutral,weak chemical, , , , , ,mor, , , , 
4324,0150140,well drained,glacio-fluvial,coarse loamy and coarse silty,mixed,moderately acidic to neutral,weak chemical,morainal,fine loamy and fine silty, ,moderately acidic to neutral,unspecified,moder, , , , 
4325,0150141,moderately well drained,eolian, ,ash,moderately acidic to neutral,weak chemical,glacio-fluvial,coarse loamy and coarse silty,mixed,moderately acidic to neutral,weak chemical, , , , , 
4326,0150142,rapidly drained,eolian,coarse loamy and coarse silty,mixed,moderately acidic to neutral,weak chemical,eolian,coarse loamy and coarse silty,mixed,moderately acidic to neutral,weak chemical,mor, , , , 
4327,0150143,well drained,eolian,coarse loamy and coarse silty,ash,moderately acidic to neutral,unspecified,eolian,fine loamy and fine silty,mixed,moderately acidic to neutral,weak chemical,mor, , , , 
4328,0150144,imperfectly drained,fluvial,coarse loamy and coarse silty,mixed,moderately acidic to neutral,weak chemical, , , , , ,mor, , , , 
4329,0150145,moderately well drained,eolian,coarse loamy and coarse silty,mixed,moderately acidic to neutral,weak chemical,glacio-fluvial,coarse loamy and coarse silty,mixed,moderately acidic to neutral,weak chemical,moder, , , , 
