OID_,PEDON_ID,LAYER_ID,U_DEPTH,L_DEPTH,MIN_THICK,MAX_THICK,BNDRY_DIST,BNDRY_FORM,HZN_MAS,HZN_SUF,HZN_MOD,HZN_LIT
11028,0044396,3,32,60, , , , ,C,ca, , 
11029,0044396,4,60,100, , , , ,C,k, , 
11030,0054401,1,0,3, , , , ,A,h, , 
11031,0054401,2,3,5, , , , ,A,e, , 
11032,0054401,3,5,43, , , , ,B,f,1, 
11033,0054401,4,43,88, , , , ,B,f,2, 
11034,0054401,5,88,94, , , , ,B,t, , 
11035,0054401,6,94, , , , , ,C,k,1, 
11036,0054402,1,0,13, , , , ,A,h, , 
11037,0054402,2,13,45, , , , ,B,g, , 
11038,0054402,3,45, , , , , ,C,g, , 
11039,0054403,1,0,13, , , , ,A,h, , 
11040,0054403,2,13,48, , , , ,B,g, , 
11041,0054403,3,48, , , , , ,C,k, , 
11042,0054404,1,0,5, , , , ,A,h, , 
11043,0054404,2,5,30, , , , ,B,f,1, 
11044,0054404,3,30,48, , , , ,B,f,2, 
11045,0054404,4,48,75, , , , ,A,e, , 
11046,0054404,5,75,85, , , , ,B,t, , 
11047,0054404,6,85, , , , , ,C,k, , 
11048,0054405,1,0,10, , , , ,A,h, , 
11049,0054405,2,10,25, , , , ,A,e,1, 
11050,0054405,3,25,35, , , , ,A,e,2, 
11051,0054405,4,35,55, , , , ,B,t, , 
11052,0054405,5,55, , , , , ,C,k, , 
11053,0054406,1,0,10, , , , ,A,h, , 
11054,0054406,2,10,15, , , , ,A,e,1, 
11055,0054406,3,15,20, , , , ,A,e,2, 
11056,0054406,4,20,28, , , , ,AB, , , 
11057,0054406,5,28,65, , , , ,B,t, , 
11058,0054406,6,65, , , , , ,C,k, , 
11059,0054409,1,0,15, , , , ,A,p, , 
11060,0054409,2,15,40, , , , ,B,mg,1, 
11061,0054409,3,40,63, , , , ,B,mg,2, 
11062,0054409,4,63, , , , , ,C,k, , 
11063,0054410,1,-3,0, , , , ,L, , , 
11064,0054410,2,0,5, , , , ,A,h, , 
11065,0054410,3,5,15, , , , ,A,e, , 
11066,0054410,4,15,30, , , , ,BA,a, , 
11067,0054410,5,30,35, , , , ,B,t, , 
11068,0054410,6,35,70, , , , ,BC, , , 
11069,0054410,7,70,90, , , , ,C,k,1, 
11070,0054410,8,90,120, , , , ,C,ca, , 
11071,0054411,1,0,15, , , , ,A,p, , 
11072,0054411,2,15,38, , , , ,B,m, , 
11073,0054412,1,0,8, , , , ,A,h, , 
11074,0054412,2,8,20, , , , ,A,e,1, 
11075,0054412,3,20,43, , , , ,A,e,2, 
11076,0054412,4,43,53, , , , ,B,t, , 
11077,0054412,5,53,70, , , , ,BC, , , 
11078,0054412,6,70, , , , , ,C, ,2, 
11079,0054413,1,0,15, , , , ,A,p, , 
11080,0054413,2,15,30, , , , ,B,gj,1, 
11081,0054413,3,30,45, , , , ,B,gj,2, 
11082,0054413,4,45, , , , , ,C, , ,2
11083,0054414,1,-8,0, , , , ,H, , , 
11084,0054414,2,0,10, , , , ,A,eg, , 
11085,0054414,3,10,20, , , , ,B,g,1, 
11086,0054414,4,20,33, , , , ,B,g,2, 
11087,0054414,5,33, , , , , ,C,g, , 
11088,0054415,1,0,8, , , , ,A,e, , 
11089,0054415,2,8,15, , , , ,B,f,1, 
11090,0054415,3,15,30, , , , ,B,f,2, 
11091,0054415,4,30,55, , , , ,B,f,3, 
11092,0054415,5,55,90, , , , ,C, ,1, 
11093,0054415,6,90, , , , , ,C, ,2, 
11094,0054416,1,0,13, , , , ,A,p, , 
11095,0054416,2,13,50, , , , ,A,e,1, 
11096,0054416,3,50,75, , , , ,A,e,2, 
11097,0054416,4,75,85, , , , ,B,t, , 
11098,0054416,5,85, , , , , ,C,k, , 
11099,0054417,1,0,10, , , , ,A,p, , 
11100,0054417,2,10,20, , , , ,A,eg, , 
11101,0054417,3,20,45, , , , ,B,tg, , 
11102,0054417,4,45, , , , , ,C,k, , 
11103,0054418,1,0,18, , , , ,A,p, , 
11104,0054418,2,18,33, , , , ,A,eg, , 
11105,0054418,3,33,53, , , , ,B,mg, , 
11106,0054418,4,53, , , , , ,C,k, , 
11107,0054419,1,0,13, , , , ,A,p, , 
11108,0054419,2,13,20, , , , ,A,eg,1, 
11109,0054419,3,20,30, , , , ,A,eg,2, 
11110,0054419,4,30,40, , , , ,B,mg,1, 
11111,0054419,5,40,55, , , , ,B,mg,2, 
11112,0054419,6,55, , , , , ,C,k, , 
11113,0054420,1,0,8, , , , ,A,p, , 
11114,0054420,2,8,15, , , , ,A,e,1, 
11115,0054420,3,15,23, , , , ,A,e,2, 
11116,0054420,4,23,38, , , , ,B,t,1, 
11117,0054420,5,38,68, , , , ,B,t,2, 
11118,0054420,6,68, , , , , ,C,k, , 
11119,0054421,1,0,8, , , , ,A,p, , 
11120,0054421,2,8,20, , , , ,A,e,1, 
11121,0054421,3,20,30, , , , ,A,e,2, 
11122,0054421,4,30,40, , , , ,B,t,1, 
11123,0054421,5,40,55, , , , ,B,t,2, 
11124,0054421,6,55, , , , , ,C,k, ,2
11125,0054423,1,0,5, , , , ,A,h, , 
11126,0054423,2,5,15, , , , ,A,e, , 
11127,0054423,3,15,33, , , , ,BA,a, , 
11128,0054423,4,33,48, , , , ,B,t, , 
11129,0054423,5,48,75, , , , ,C, , , 
11130,0054423,6,75, , , , , ,C,k, , 
11131,0054424,1,0,13, , , , ,A,p, , 
11132,0054424,2,13,33, , , , ,B,m,1, 
11133,0054424,3,33,48, , , , ,B,m,2, 
11134,0054424,4,48, , , , , ,C,k, , 
11135,0054425,1,0,15, , , , ,A,h, , 
11136,0054425,2,15,28, , , , ,B,mg,1, 
11137,0054425,3,28,55, , , , ,B,mg,2, 
11138,0054425,4,55, , , , , ,C,k, , 
11139,0054426,1,0,10, , , , ,A,p, , 
11140,0054426,2,10,33, , , , ,B,f,1, 
11141,0054426,3,33,58, , , , ,B,f,2, 
11142,0054426,4,58, , , , , ,C, , , 
11143,0054427,1,0,15, , , , ,A,h, , 
11144,0054427,2,15,38, , , , ,B,mg,1, 
11145,0054427,3,38,58, , , , ,B,mg,2, 
11146,0054427,4,58, , , , , ,C,k, , 
11147,0054428,1,0,15, , , , ,A,h, , 
11148,0054428,2,15,25, , , , ,B,mg,1, 
11149,0054428,3,25,58, , , , ,B,mg,2, 
11150,0054428,4,58, , , , , ,C,k, , 
11151,0054429,1,0,10, , , , ,A,h, , 
11152,0054429,2,10,18, , , , ,A,eg,1, 
11153,0054429,3,18,23, , , , ,A,eg,2, 
11154,0054429,4,23,50, , , , ,AB, , , 
11155,0054429,5,50,65, , , , ,B,tg, , 
11156,0054429,6,65, , , , , ,C, , , 
11157,0054430,1,0,13, , , , ,A,h, , 
11158,0054430,2,13,38, , , , ,A,e,1, 
11159,0054430,3,38,70, , , , ,A,e,2, 
11160,0054430,4,70,88, , , , ,B,t, , 
11161,0054430,5,88,98, , , , ,BC, , , 
11162,0054430,6,98, , , , , ,C,k, , 
11163,0054431,1,0,8, , , , ,A,h, , 
11164,0054431,2,8,23, , , , ,B,m,1, 
11165,0054431,3,23,43, , , , ,B,m,2, 
11166,0054431,4,43,78, , , , ,B,m,3, 
11167,0054431,5,78,94, , , , ,BC, , , 
11168,0054431,6,94, , , , , ,C,k, , 
11169,0054432,1,0,20, , , , ,A,h, , 
11170,0054432,2,20,35, , , , ,B,mg,1, 
11171,0054432,3,35,65, , , , ,B,mg,2, 
11172,0054432,4,65, , , , , ,C,k, ,2
11173,0054433,1,0,13, , , , ,A,h, , 
11174,0054433,2,13,30, , , , ,A,e,1, 
11175,0054433,3,30,40, , , , ,A,e,2, 
11176,0054433,4,40,58, , , , ,B,t, , 
11177,0054433,5,58, , , , , ,C,k, , 
11178,0054434,1,0,15, , , , ,A,h, , 
11179,0054434,2,15,28, , , , ,A,eg, , 
11180,0054434,3,28,40, , , , ,B,tg, , 
11181,0054434,4,40, , , , , ,C,k, , 
11182,0054435,1,0,18, , , , ,A,h, , 
11183,0054435,2,18,35, , , , ,B,mg,1, 
11184,0054435,3,35,58, , , , ,B,mg,2, 
11185,0054435,4,58, , , , , ,C,kg, , 
11186,0054436,1,0,15, , , , ,A,h, , 
11187,0054436,2,15,28, , , , ,B,mg,1, 
11188,0054436,3,28,43, , , , ,B,mg,2, 
11189,0054436,4,43, , , , , ,C,k, , 
11190,0054437,1,-5,-3, , , , ,L, , , 
11191,0054437,2,-3,0, , , , ,F, , , 
11192,0054437,3,0,5, , , , ,A,e, , 
11193,0054437,4,5,20, , , , ,B,f,1, 
11194,0054437,5,20,43, , , , ,B,f,2, 
11195,0054437,6,43,76, , , , ,C, ,1, 
11196,0054437,7,76,102, , , , ,C, ,2, 
11197,0054437,8,102,127, , , , ,C, ,3, 
11198,0054440,1,-18,0, , , , ,H, , , 
11199,0054440,2,0,10, , , , ,C,g,1, 
11200,0054440,3,10,38, , , , ,C,g,2, 
11201,0054441,1,-10,0, , , , ,H, , , 
11202,0054441,2,0,5, , , , ,A,eg, , 
11203,0054441,3,5,15, , , , ,B,fg, , 
11204,0054443,1,0,10, , , , ,A,h, , 
11205,0054443,2,10,25, , , , ,A,egj, , 
11206,0054443,3,25,43, , , , ,B,tgj, , 
11207,0054443,4,43,60, , , , ,C,g, , 
11208,0054443,5,60, , , , , ,C,k, , 
11209,0054444,1,0,13, , , , ,A,h, , 
11210,0054444,2,13,43, , , , ,B,g, , 
11211,0054444,3,43, , , , , ,C,kg, , 
11212,0054445,1,0,10, , , , ,A,h, , 
11213,0054445,2,10,25, , , , ,A,e, , 
11214,0054445,3,25,35, , , , ,B,t, , 
11215,0054445,4,35, , , , , ,C,k, , 
11216,0054446,1,0,10, , , , ,A,h, , 
11217,0054446,2,10,25, , , , ,A,e, , 
11218,0054446,3,25,30, , , , ,AB, , , 
11219,0054446,4,30,45, , , , ,B,t,1, 
11220,0054446,5,45,53, , , , ,B,t,2, 
11221,0054446,6,53,60, , , , ,BC, , , 
11222,0054446,7,60, , , , , ,C,k, , 
11223,0054447,1,0,10, , , , ,A,h, , 
11224,0054447,2,10,20, , , , ,A,eg, , 
11225,0054447,3,20,30, , , , ,B,tg,1, 
11226,0054447,4,30,45, , , , ,B,tg,2, 
11227,0054447,5,45,60, , , , ,C,kg,1, 
11228,0054447,6,60, , , , , ,C,kg,2, 
11229,0054449,1,0,10, , , , ,A,h, , 
11230,0054449,2,10,20, , , , ,B,g,1, 
11231,0054449,3,20,38, , , , ,B,g,2, 
11232,0054449,4,38,63, , , , ,B,g,3, 
11233,0054449,5,63,83, , , , ,C,kg,1,2
11234,0054449,6,83, , , , , ,C,kg,2,2
11235,0054450,1,0,13, , , , ,A,p, , 
11236,0054450,2,13,20, , , , ,A,egj, , 
11237,0054450,3,20,35, , , , ,B,tgj, ,2
11238,0054450,4,35, , , , , ,C,k, ,2
11239,0054451,1,0,10, , , , ,A,p, , 
11240,0054451,2,10,20, , , , ,A,e, , 
11241,0054451,3,20,43, , , , ,B,t,1,2
11242,0054451,4,43,68, , , , ,B,t,2,2
11243,0054451,5,68, , , , , ,C,k, , 
11244,0054452,1,0,13, , , , ,A,p, , 
11245,0054452,2,13,23, , , , ,A,e,1, 
11246,0054452,3,23,30, , , , ,A,e,2, 
11247,0054452,4,30,58, , , , ,B,t, ,2
11248,0054452,5,58, , , , , ,C,k, ,2
11249,0054453,1,0,20, , , , ,A,h, , 
11250,0054453,2,20,40, , , , ,A,eg, , 
11251,0054453,3,40,60, , , , ,B,g, , 
11252,0054453,4,60,75, , , , ,C,kg,1,2
11253,0054453,5,75, , , , , ,C,kg,2,2
11254,0054454,1,0,20, , , , ,A,h, , 
11255,0054454,2,20,45, , , , ,C,g,1, 
11256,0054454,3,45, , , , , ,C,g,2, 
11257,0054455,1,0,13, , , , ,A,p, , 
11258,0054455,2,13,30, , , , ,A,e, , 
11259,0054455,3,30,60, , , , ,B,t,1, 
11260,0054455,4,60,75, , , , ,B,t,2, 
11261,0054455,5,75, , , , , ,C,k, , 
11262,0054456,1,0,15, , , , ,A,p, , 
11263,0054456,2,15,23, , , , ,A,eg,1, 
11264,0054456,3,23,30, , , , ,A,eg,2, 
11265,0054456,4,30,45, , , , ,B,t, , 
11266,0054456,5,45, , , , , ,C,k, , 
11267,0054457,1,0,10, , , , ,A,p, , 
11268,0054457,2,10,23, , , , ,A,e,1, 
11269,0054457,3,23,35, , , , ,A,e,2, 
11270,0054457,4,35,68, , , , ,B,t, , 
11271,0054457,5,68, , , , , ,C,k, , 
11272,0054458,1,0,10, , , , ,A,p, , 
11273,0054458,2,10,23, , , , ,A,eg, , 
11274,0054458,3,23,35, , , , ,AB,g, , 
11275,0054458,4,35,63, , , , ,B,tg, , 
11276,0054458,5,63, , , , , ,C,k, , 
11277,0054459,1,0,5, , , , ,A,h, , 
11278,0054459,2,5,20, , , , ,A,e,1, 
11279,0054459,3,20,38, , , , ,A,e,2, 
11280,0054459,4,38,53, , , , ,A,e,3, 
11281,0054459,5,53,80, , , , ,B,t,1, 
11282,0054459,6,80,98, , , , ,B,t,2, 
11283,0054459,7,98, , , , , ,C,k, , 
11284,0054460,1,0,25, , , , ,A,h, , 
11285,0054460,2,25,38, , , , ,B,mg,1, 
11286,0054460,3,38,53, , , , ,B,mg,2, 
11287,0054460,4,53, , , , , ,C,g, , 
11288,0054461,1,0,13, , , , ,A,h, , 
11289,0054461,2,13,23, , , , ,A,eg, , 
11290,0054461,3,23,43, , , , ,B,tg,1, 
11291,0054461,4,43,70, , , , ,B,tg,2, 
11292,0054461,5,70, , , , , ,C,k, , 
11293,0054462,1,0,18, , , , ,A,h, , 
11294,0054462,2,18,33, , , , ,A,eg,1, 
11295,0054462,3,33,50, , , , ,A,eg,2, 
11296,0054462,4,50,85, , , , ,B,g, , 
11297,0054462,5,85,112, , , , ,C,kg, , 
11298,0054462,6,112, , , , , ,C,kg, ,2
11299,0054463,1,0,18, , , , ,A,p, , 
11300,0054463,2,18,40, , , , ,A,eg, , 
11301,0054463,3,40,63, , , , ,B,gf,1, 
11302,0054463,4,63,83, , , , ,B,gf,2, 
11303,0054463,5,83,102, , , , ,BC, , , 
11304,0054463,6,102, , , , , ,C,kg, ,2
11305,0054464,1,0,30, , , , ,A,p, , 
11306,0054464,2,30,43, , , , ,A,e,1, 
11307,0054464,3,43,65, , , , ,A,e,2, 
11308,0054464,4,65,78, , , , ,B,t, , 
11309,0054464,5,78, , , , , ,C,k, , 
11310,0054465,1,0,13, , , , ,A,p, , 
11311,0054465,2,13,20, , , , ,A,e, , 
11312,0054465,3,20,38, , , , ,B,t, ,2
11313,0054465,4,38,53, , , , ,C,k,1,2
11314,0054465,5,53, , , , , ,C,k,2,2
11315,0054466,1,0,18, , , , ,A,p, , 
11316,0054466,2,18,38, , , , ,A,e,1, 
11317,0054466,3,38,60, , , , ,A,e,2, 
11318,0054466,4,60,80, , , , ,B,t, , 
11319,0054466,5,80, , , , , ,C,k, ,2
11320,0054467,1,0,18, , , , ,A,p, , 
11321,0054467,2,18,25, , , , ,A,e, , 
11322,0054467,3,25,43, , , , ,B,t, ,2
11323,0054467,4,43, , , , , ,C,k, ,2
11324,0054468,1,0,18, , , , ,A,p, , 
11325,0054468,2,18,23, , , , ,A,egj,1, 
11326,0054468,3,23,33, , , , ,A,egj,2, 
11327,0054468,4,33,48, , , , ,B,tgj, ,2
11328,0054468,5,48, , , , , ,C,k, ,2
11329,0054469,1,0,20, , , , ,A,p, , 
11330,0054469,2,20,33, , , , ,A,e,1, 
11331,0054469,3,33,38, , , , ,A,e,2, 
11332,0054469,4,38,50, , , , ,B,t, ,2
11333,0054469,5,50, , , , , ,C, , ,2
11334,0054470,1,0,18, , , , ,A,h, , 
11335,0054470,2,18,28, , , , ,A,egj, , 
11336,0054470,3,28,40, , , , ,B,gtj, , 
11337,0054470,4,40, , , , , ,C,kgj, , 
11338,0054471,1,0,13, , , , ,A,h, , 
11339,0054471,2,13,25, , , , ,A,e,1, 
11340,0054471,3,25,35, , , , ,A,e,2, 
11341,0054471,4,35,65, , , , ,B,t, , 
11342,0054471,5,65, , , , , ,B,tj,1, 
11343,0054471,6,85, , , , , ,B,tj,2, 
11344,0054472,1,0,18, , , , ,A,p, , 
11345,0054472,2,18,25, , , , ,A,e, , 
11346,0054472,3,25,38, , , , ,B,t, ,2
11347,0054472,4,38, , , , , ,C,k, ,2
11348,0054473,1,0,20, , , , ,A,p, , 
11349,0054473,2,20,35, , , , ,A,e,1, 
11350,0054473,3,35,48, , , , ,A,e,2, 
11351,0054473,4,48,65, , , , ,B,t, , 
11352,0054473,5,65,80, , , , ,C,k,1,2
11353,0054473,6,80, , , , , ,C,k,2,2
11354,0054474,1,0,13, , , , ,A,p, , 
11355,0054474,2,13,23, , , , ,BA,a, , 
11356,0054474,3,23,38, , , , ,B,mgj,1, 
11357,0054474,4,38,48, , , , ,B,mgj,2, 
11358,0054474,5,48, , , , , ,C,kg, ,2
11359,0054475,1,0,10, , , , ,A,h, , 
11360,0054475,2,10,20, , , , ,A,e, , 
11361,0054475,3,20,35, , , , ,B,t, ,2
11362,0054475,4,35, , , , , ,C,k, ,2
11363,0054476,1,0,15, , , , ,A,h, , 
11364,0054476,2,15,30, , , , ,B,fg, , 
11365,0054476,3,30,38, , , , ,C,kgj, , 
11366,0054476,4,38, , , , , ,C,k, , 
11367,0054477,1,0,10, , , , ,A,p, , 
11368,0054477,2,10,28, , , , ,A,h, , 
11369,0054477,3,28,43, , , , ,B,m,1, 
11370,0054477,4,43,48, , , , ,B,m,2, 
11371,0054477,5,48, , , , , ,C,k, , 
11372,0054478,1,0,30, , , , ,A,p, , 
11373,0054478,2,30,60, , , , ,B,mgj,1,2
11374,0054478,3,60,70, , , , ,B,mgj,2,2
11375,0054478,4,70,80, , , , ,C,gj, ,3
11376,0054478,5,80,94, , , , ,C,kg, ,3
11377,0054478,6,94, , , , , ,C,kg, ,4
11378,0054479,1,0,15, , , , ,A,p, , 
11379,0054479,2,15,35, , , , ,B,g,1, 
11380,0054479,3,35,48, , , , ,B,g,2, 
11381,0054479,4,48, , , , , ,C,kg, ,2
11382,0054480,1,0,10, , , , ,A,p, , 
11383,0054480,2,10,15, , , , ,A,egj,1, 
11384,0054480,3,15,33, , , , ,A,egj,2, 
11385,0054480,4,33,53, , , , ,B,tgj,1,2
11386,0054480,5,53,63, , , , ,B,tgj,2,2
11387,0054480,6,63, , , , , ,C,kg, ,2
11388,0054481,1,0,23, , , , ,A,h, , 
11389,0054481,2,23,33, , , , ,A,eg, , 
11390,0054481,3,33,48, , , , ,B,tg, , 
11391,0054481,4,48, , , , , ,C,kg, , 
11392,0054482,1,0,18, , , , ,A,p, , 
11393,0054482,2,18,25, , , , ,A,egj,1, 
11394,0054482,3,25,38, , , , ,A,egj,2, 
11395,0054482,4,38,50, , , , ,B,gtj, , 
11396,0054482,5,50, , , , , ,C,kg, , 
11397,0054483,1,0,18, , , , ,A,h, , 
11398,0054483,2,18,30, , , , ,A,eg, , 
11399,0054483,3,30,40, , , , ,B,g,1, 
11400,0054483,4,40,48, , , , ,B,g,2, 
11401,0054483,5,48,58, , , , ,BC, , , 
11402,0054483,6,58, , , , , ,C,kg, ,2
11403,0054484,1,0,15, , , , ,A,h, , 
11404,0054484,2,15,20, , , , ,AB, , , 
11405,0054484,3,20,40, , , , ,B,mgj,1, 
11406,0054484,4,40,58, , , , ,B,mgj,2, 
11407,0054484,5,58, , , , , ,C,kg, , 
11408,0054485,1,0,15, , , , ,A,p, , 
11409,0054485,2,15,23, , , , ,A,e, , 
11410,0054485,3,23,35, , , , ,B,t, ,2
11411,0054485,4,35,43, , , , ,BC, , ,2
11412,0054485,5,43, , , , , ,C,k, ,2
11413,0054486,1,0,8, , , , ,A,h, , 
11414,0054486,2,8,18, , , , ,A,e,1, 
11415,0054486,3,18,35, , , , ,A,e,2, 
11416,0054486,4,35,53, , , , ,B,t, ,2
11417,0054486,5,53,65, , , , ,B,tk, ,2
11418,0054486,6,65, , , , , ,C,k, ,2
11419,0054487,1,0,10, , , , ,A,h, , 
11420,0054487,2,10,20, , , , ,A,e, , 
11421,0054487,3,20,30, , , , ,AB, , , 
11422,0054487,4,30,50, , , , ,B,t, , 
11423,0054487,5,50,75, , , , ,BC,k, , 
11424,0054487,6,75,95, , , , ,C,k, , 
11425,0054488,1,0,15, , , , ,A,h, , 
11426,0054488,2,15,20, , , , ,A,he, , 
11427,0054488,3,20,25, , , , ,AB, , , 
11428,0054488,4,25,50, , , , ,B,t, , 
11429,0054488,5,50,65, , , , ,BC,k, , 
11430,0054488,6,65,100, , , , ,C,k, , 
11431,0054489,1,0,15, , , , ,A,p, , 
11432,0054489,2,15,23, , , , ,AB, , , 
11433,0054489,3,23,38, , , , ,B,mg, , 
11434,0054489,4,38,55, , , , ,BC, , , 
11435,0054489,5,55, , , , , ,C,k, ,2
11436,0054490,1,0,10, , , , ,A,h, , 
11437,0054490,2,10,38, , , , ,A,e, , 
11438,0054490,3,38,48, , , , ,B,t, , 
11439,0054490,4,48,58, , , , ,BC, , , 
11440,0054490,5,58, , , , , ,C,k, ,2
11441,0054491,1,0,15, , , , ,A,p, , 
11442,0054491,2,15,23, , , , ,A,egj, , 
11443,0054491,3,23,30, , , , ,B,tgj, , 
11444,0054491,4,30, , , , , ,C,k, ,2
11445,0054492,1,0,15, , , , ,A,h, , 
11446,0054492,2,15,20, , , , ,B,mg,1, 
11447,0054492,3,20,30, , , , ,B,mg,2, 
11448,0054492,4,30, , , , , ,R, , , 
11449,0054493,1,0,18, , , , ,A,p, , 
11450,0054493,2,18,25, , , , ,A,egj,1, 
11451,0054493,3,25,35, , , , ,A,egj,2, 
11452,0054493,4,35,50, , , , ,B,tgj, , 
11453,0054493,5,50, , , , , ,C,k, ,2
11454,0054494,1,0,10, , , , ,A,p, , 
11455,0054494,2,10,18, , , , ,B,mgj,1, 
11456,0054494,3,18,30, , , , ,B,mgj,2, 
11457,0054494,4,30, , , , , ,C,k, ,2
11458,0054495,1,0,23, , , , ,A,p, , 
11459,0054495,2,23,38, , , , ,C,g,1, 
11460,0054495,3,38,50, , , , ,C,g,2, 
11461,0054495,4,50, , , , , ,C,g,3, 
11462,0054497,1,0,23, , , , ,A,h, , 
11463,0054497,2,23,35, , , , ,A,egj, , 
11464,0054497,3,35,48, , , , ,B,tgj, , 
11465,0054497,4,48,65, , , , ,C,kg, ,2
11466,0054497,5,65, , , , , ,C,k, ,2
11467,0054498,1,0,18, , , , ,C,k, , 
11468,0054498,2,18,43, , , , ,A,pb, ,2
11469,0054498,3,43,58, , , , ,C,k,1,2
11470,0054498,4,58,97, , , , ,C,k,2,2
11471,0054498,5,97, , , , , ,C,k, ,3
11472,0054499,1,0,13, , , , ,A,p, , 
11473,0054499,2,13,25, , , , ,A,e, , 
11474,0054499,3,25,35, , , , ,B,t, ,2
11475,0054499,4,35, , , , , ,C,k, ,2
11476,0054500,1,0,35, , , , ,A,pk, , 
11477,0054500,2,35,45, , , , ,A,hk, , 
11478,0054500,3,45,50, , , , ,C,kg,1, 
11479,0054500,4,50,55, , , , ,C,kg,2, 
11480,0054500,5,55, , , , , ,C,kg, ,2
11481,0054502,1,0,18, , , , ,A,h, , 
11482,0054502,2,18,28, , , , ,A,egj,1, 
11483,0054502,3,28,35, , , , ,A,egj,2, 
11484,0054502,4,35,45, , , , ,B,tgj, , 
11485,0054502,5,45,60, , , , ,C,kgj,1, 
11486,0054502,6,60, , , , , ,C,kgj,2, 
11487,0054503,1,0,18, , , , ,A,p, , 
11488,0054503,2,18,28, , , , ,A,egj, , 
11489,0054503,3,28,83, , , , ,B,g, ,2
11490,0054503,4,83, , , , , ,C,kg, ,2
11491,0054504,1,0,15, , , , ,A,p, , 
11492,0054504,2,15,40, , , , ,A,e, , 
11493,0054504,3,40,73, , , , ,B,t, , 
11494,0054504,4,73, , , , , ,C,k, , 
11495,0054505,1,0,15, , , , ,A,p, , 
11496,0054505,2,15,23, , , , ,A,egj, , 
11497,0054505,3,23,48, , , , ,B,tgj, , 
11498,0054505,4,48,65, , , , ,B,mgj, , 
11499,0054505,5,65, , , , , ,C,k, ,2
11500,0054506,1,0,20, , , , ,A,p, , 
11501,0054506,2,20,30, , , , ,B,mgj,1, 
11502,0054506,3,30,35, , , , ,B,mgj,2, 
11503,0054506,4,35, , , , , ,C,k, ,2
11504,0054507,1,0,25, , , , ,C,k, , 
11505,0054507,2,25, , , , , ,C,k, ,2
11506,0054508,1,0,10, , , , ,A,p, , 
11507,0054508,2,10,23, , , , ,A,e,1, 
11508,0054508,3,23,38, , , , ,A,e,2, 
11509,0054508,4,38,53, , , , ,A,e,3, 
11510,0054508,5,53,60, , , , ,B,t, , 
11511,0054508,6,60, , , , , ,C,k, , 
11512,0054509,1,0,15, , , , ,A,p, , 
11513,0054509,2,15,43, , , , ,A,eg, , 
11514,0054509,3,43,55, , , , ,B,tg, , 
11515,0054509,4,55, , , , , ,C,kg, , 
11516,0054510,1,0,13, , , , ,A,p, , 
11517,0054510,2,13,25, , , , ,A,e,1, 
11518,0054510,3,25,33, , , , ,A,e,2, 
11519,0054510,4,33,58, , , , ,B,t, , 
11520,0054510,5,58, , , , , ,C,k, ,2
11521,0054511,1,0,8, , , , ,A,h, , 
11522,0054511,2,8,18, , , , ,A,eg, , 
11523,0054511,3,18,35, , , , ,B,gf, , 
11524,0054511,4,35,50, , , , ,B,g, , 
11525,0054511,5,50,72, , , , ,BC,g, , 
11526,0054511,6,72,100, , , , ,C,kg,1, 
11527,0054511,7,100,122, , , , ,C,kg,2, 
11528,0054511,8,122, , , , , ,C,g, ,2
11529,0054513,1,0,13, , , , ,A,h, , 
11530,0054513,2,13,25, , , , ,A,eg, , 
11531,0054513,3,25,33, , , , ,B,t,1, 
11532,0054513,4,33,45, , , , ,B,mg,1, 
11533,0054513,5,45,58, , , , ,B,m,2, 
11534,0054513,6,58, , , , , ,C,kg, , 
11535,0054514,1,0,15, , , , ,A,h, , 
11536,0054514,2,15,25, , , , ,A,e,1, 
11537,0054514,3,25,45, , , , ,A,eg, , 
11538,0054514,4,45,65, , , , ,B,tg, , 
11539,0054514,5,65,78, , , , ,B,mg, , 
11540,0054514,6,78, , , , , ,C,kg, , 
11541,0054515,1,0,13, , , , ,A,h, , 
11542,0054515,2,13,28, , , , ,A,e, , 
11543,0054515,3,28,55, , , , ,B,t, , 
11544,0054515,4,55,75, , , , ,BC, , , 
11545,0054515,5,75, , , , , ,C,k, , 
11546,0054516,1,0,18, , , , ,A,h, , 
11547,0054516,2,18,33, , , , ,A,e, , 
11548,0054516,3,33,50, , , , ,B,t, ,2
11549,0054516,4,50, , , , , ,C,k, ,2
11550,0054517,1,0,15, , , , ,A,h, , 
11551,0054517,2,15,23, , , , ,A,he, , 
11552,0054517,3,23,48, , , , ,A,e, , 
11553,0054517,4,48,68, , , , ,B,t, ,2
11554,0054517,5,68,78, , , , ,BC,k, ,2
11555,0054517,6,78, , , , , ,C,k, ,2
11556,0054518,1,0,30, , , , ,A,h, , 
11557,0054518,2,30,45, , , , ,A,eg, , 
11558,0054518,3,45,55, , , , ,B,tg, ,2
11559,0054518,4,55,83, , , , ,C,kg, ,2
11560,0054519,1,0,23, , , , ,A,h, , 
11561,0054519,2,23,50, , , , ,B,mg, , 
11562,0054519,3,50,75, , , , ,BC,kg, , 
11563,0054519,4,75, , , , , ,C,kg, ,2
11564,0054520,1,0,18, , , , ,A,h, , 
11565,0054520,2,18,58, , , , ,A,e, , 
11566,0054520,3,58,75, , , , ,AB, , , 
11567,0054520,4,75,93, , , , ,B,t, , 
11568,0054520,5,93, , , , , ,C,k, , 
11569,0054521,1,0,15, , , , ,A,h, , 
11570,0054521,2,15,35, , , , ,B,m,1, 
