OID_,PROVINCE,DATASET_ID,PEDON_ID,CAL_YEAR,LOCALITY,CONF_METRS,ELEVATION,EXTENT,PURPOSE,CSSC_ORDER,CSSC_GTGRP,CSSC_SBGRP,CSSC_NAME,CSSC_CODE,TX_PHASE_1,TX_FIT,TX_FACTOR1,TX_FACTOR2,LANDUSE,DD_LAT_N,DD_LONG_N
1,alberta,050,0500001,2015, ,15, , , ,gleysol,gleysol,orthic,throne,thr, , , , , ,51.7293701,-111.9244003
2,alberta,050,0500002,2015, ,15, , , ,gleysol,gleysol,rego, , , , , , , ,51.7309608,-111.9260788
3,alberta,050,0500003,2015, ,15, , , ,chernozem,dark brown,orthic,scollard,scd, , , , , ,51.7320595,-111.9292374
4,alberta,050,0500004,2015, ,15, , , ,gleysol,gleysol,orthic,throne,thr, , , , , ,51.7324219,-111.9287109
5,alberta,050,0500005,2015, ,15, , , ,chernozem,dark brown,orthic,hughenden,hnd, , , , , ,51.7350006,-111.9336319
6,alberta,050,0500006,2015, ,15, , , ,chernozem,dark brown,orthic,dolcy,dcy, , , , , ,51.7206116,-111.9371185
7,alberta,050,0500007,2015, ,15, , , ,chernozem,dark brown,orthic,hughenden,hnd, , , , , ,51.7346611,-111.9201508
8,alberta,050,0500008,2015, ,15, , , ,chernozem,dark brown,calcareous,hughenden,hnd, , , , , ,51.7352791,-111.9211502
9,alberta,050,0500009,2015, ,15, , , ,gleysol,humic,orthic, , , , , , , ,51.7335396,-111.9221573
10,alberta,050,0500010,2015, ,15, , , ,chernozem,dark brown,gleyed, , , , , , , ,51.7331505,-111.9209976
11,alberta,050,0500012,2015, ,15, , , ,chernozem,dark brown,orthic,hughenden,hnd, , , , , ,51.7266808,-111.9244614
12,alberta,050,0500013,2015, ,15, , , ,chernozem,dark brown,orthic,dolcy,dcy, , , , , ,51.7269096,-111.9239731
13,alberta,050,0501051,2015, ,15, , , ,chernozem,black,orthic,beaverhills,bvh, , , , , ,54.0443382,-112.0869904
14,alberta,050,0501052,2015, ,15, , , ,gleysol,gleysol,rego, , , , , , , ,54.2018204,-112.3238983
15,alberta,050,0501053,2015, ,15, , , ,brunisol,eutric,eluviated,primula,prm, , , , , ,53.8788681,-111.1130600
16,alberta,050,0501054,2015, ,15, , , ,brunisol,eutric,orthic, , , , , , , ,54.2470016,-110.9677505
17,alberta,050,0501033,2014, ,15, , , ,chernozem,black,gleyed eluviated,vilna,vil, , , , , ,54.3261108,-111.3163910
18,alberta,050,0501034,2014, ,15, , , ,brunisol,dystric,eluviated,nestow,ntw, , , , , ,54.1816711,-111.2500000
19,alberta,050,0501035,2014, ,15, , , ,luvisol,gray luvisol,orthic,la corey,lcy, , , , , ,54.3713913,-111.3949966
20,alberta,050,0501036,2014, ,15, , , ,luvisol,gray luvisol,orthic,la corey,lcy, , , , , ,54.3658295,-111.4013901
21,alberta,050,0501037,2014, ,15, , , ,brunisol,eutric,orthic, , , , , , , ,54.3847198,-111.1319427
22,alberta,050,0501038,2014, ,15, , , ,brunisol,eutric,gleyed eluviated, , , , , , , ,54.3158302,-111.1308289
23,alberta,050,0501039,2014, ,15, , , ,luvisol,gray luvisol,orthic,tawatinaw,tnw, , , , , ,54.3688889,-110.9911118
24,alberta,050,0501040,2014, ,15, , , ,brunisol,dystric,eluviated,nestow,ntw, , , , , ,54.2472191,-111.0049973
25,alberta,050,0501041,2014, ,15, , , ,regosol,rego,orthic,lindbrook,lbk, , , , , ,54.1175003,-112.1736069
26,alberta,050,0501042,2014, ,15, , , ,brunisol,eutric,orthic, , , , , , , ,54.1180611,-112.1747208
27,alberta,050,0501043,2014, ,15, , , ,brunisol,eutric,eluviated,primula,prm, , , , , ,54.1166687,-112.1716690
28,alberta,050,0501044,2014, ,15, , , ,gleysol,luvic,humic, , , , , , , ,54.2102814,-113.4105606
29,alberta,050,0501045,2014, ,15, , , ,gleysol,gleysol,orthic, , , , , , , ,54.2108307,-113.4105606
30,alberta,050,0501046,2014, ,15, , , ,brunisol,eutric,eluviated,primula,prm, , , , , ,54.0936089,-112.2530594
31,alberta,050,0501047,2014, ,15, , , ,gleysol,gleysol,rego, , , , , , , ,53.9505615,-111.2663879
32,alberta,050,0501048,2014, ,15, , , ,gleysol,gleysol,rego, , , , , , , ,53.9488907,-111.2680588
33,alberta,050,0501049,2014, ,15, , , ,gleysol,gleysol,orthic, , , , , , , ,53.9494400,-111.2611084
34,alberta,050,0501050,2014, ,15, , , ,chernozem,dark brown,orthic, , , , , , , ,53.9566689,-111.1105576
35,alberta,060,0600001,2014,"blairmore, ab",10000, , ,detailed,brunisol,dystric,eluviated,fairview mountain,fvxaa, ,variant, , , ,49.6824799,-114.4143066
36,alberta,060,0600002,2014,"blairmore, ab",10000, , ,detailed,brunisol,melanic,orthic,beaupre,bpetkgr, ,variant, , , ,49.6581001,-114.4320984
37,alberta,060,0600003,2014,"blairmore, ab",10000, , ,detailed,regosol,humic,orthic,nickerson,nknaagr, ,variant, , , ,49.6702385,-114.4303970
38,alberta,060,0600004,2014,"blairmore, ab",10000, , ,detailed,organic,mesisol,terric,mitford,mtf, , , , , ,49.6700211,-114.4262772
39,alberta,060,0600005,2014,"blairmore, ab",10000, , ,detailed,luvisol,gray luvisol,orthic,spruce ridge,spr, , , , , ,49.6770592,-114.4367676
40,alberta,060,0600006,2014,"blairmore, ab",10000, , ,detailed,brunisol,dystric,eluviated,cadomin,cdmaa, ,variant, , , ,49.6866112,-114.4250717
41,alberta,060,0600007,2014,"blairmore, ab",10000, , ,detailed,regosol,rego,orthic,redoubt,rdxaafi, ,variant, , , ,49.7010918,-114.4266815
42,alberta,060,0600008,2014,"blairmore, ab",10000, , ,detailed,brunisol,melanic,orthic,frank,frktkxl, ,variant, , , ,49.7009811,-114.4297714
43,alberta,060,0600009,2014,"blairmore, ab",10000, , ,detailed,luvisol,gray luvisol,orthic,tough creek,tuc, , , , , ,49.6476898,-114.4358368
44,alberta,060,0600010,2014,"blairmore, ab",10000, , ,detailed,brunisol,dystric,eluviated,willoughby,wlb, , , , , ,49.6620712,-114.4130707
45,alberta,060,0600011,2014,"blairmore, ab",10000, , ,detailed,regosol,rego,orthic,hillsdale,hdxaazzco, ,variant, , , ,49.6677017,-114.4368820
46,alberta,060,0600012,2014,"blairmore, ab",10000, , ,detailed,chernozem,black,orthic,porcupine,ppeaagr, ,variant, , , ,49.6685715,-114.4612885
47,alberta,060,0600013,2014,"blairmore, ab",10000, , ,detailed,brunisol,dystric,orthic,copper,cpxaa, ,variant, , , ,49.7229881,-114.4404907
48,alberta,051,0510001,2013,"cold lake,  ab",10000, , ,detailed,gleysol,gleysol,rego,bourque lake,bqezzpt, ,variant, , , ,54.6326218,-110.3718185
49,alberta,051,0510002,2013,"cold lake,  ab",10000, , ,detailed,gleysol,luvic,orthic,newbrook,nwbpt, ,variant, , , ,54.6374283,-110.3840790
50,alberta,051,0510003,2013,"cold lake,  ab",10000, , ,detailed,luvisol,gray luvisol,orthic,moose hills,mhl, , , , , ,54.6677208,-110.2645111
51,alberta,051,0510004,2013,"cold lake,  ab",10000, , ,detailed,gleysol,gleysol,rego,amber valley,arvpt, ,variant, , , ,54.6786690,-110.3824692
52,alberta,051,0510005,2013,"cold lake,  ab",10000, , ,detailed,organic,fibrisol,terric,st lina,slnzf, ,variant, , , ,54.7115517,-110.4597092
53,alberta,051,0510006,2013,"cold lake,  ab",10000, , ,detailed,organic,fibrisol,typic,stebbing,sbn, , , , , ,54.7333107,-110.4542770
54,alberta,051,0510007,2013,"cold lake,  ab",10000, , ,detailed,luvisol,gray luvisol,orthic,athabasca,abc, , , , , ,54.7478218,-110.4093628
55,alberta,051,0510008,2013,"cold lake,  ab",10000, , ,detailed,brunisol,eutric,eluviated,amisk,amk, , , , , ,54.6546288,-110.4572601
56,alberta,051,0510009,2013,"cold lake,  ab",10000, , ,detailed,luvisol,gray luvisol,gleyed,athabasca,abcgl, ,variant, , , ,54.7027283,-110.4685287
57,alberta,051,0510010,2013,"cold lake,  ab",10000, , ,detailed,organic,fibrisol,typic,drysdale,ddeaa, ,variant, , , ,54.7179604,-110.4597321
58,alberta,051,0510011,2013,"cold lake,  ab",10000, , ,detailed,brunisol,dystric,eluviated,liza,liz, , , , , ,54.7204704,-110.4532623
59,alberta,051,0510012,2013,"cold lake,  ab",10000, , ,detailed,organic,fibrisol,terric,birkland,bla, , , , , ,54.7432098,-110.4731369
60,alberta,051,0510013,2013,"cold lake,  ab",10000, , ,detailed,brunisol,eutric,gleyed eluviated,amisk,amkgl, ,variant, , , ,54.6736794,-110.5444336
61,alberta,055,0550011,2013,"bonnyville, ab",10000, , ,detailed,luvisol,gray luvisol,orthic,lahaieville,lavco, ,variant, , , ,54.0931702,-110.4768066
62,alberta,055,0550012,2013,"bonnyville, ab",10000, , ,detailed,gleysol,gleysol,orthic,bourque lake,bqezzfi, ,variant, , , ,54.0750389,-110.4759827
63,alberta,055,0550013,2013,"bonnyville, ab",10000, , ,detailed,gleysol,gleysol,rego,amber valley,arv, , , , , ,54.1117401,-110.5262833
64,alberta,055,0550014,2013,"bonnyville, ab",10000, , ,detailed,gleysol,luvic,orthic,newbrook,nwbaa, ,variant, , , ,54.1011086,-110.5256500
65,alberta,055,0550015,2013,"bonnyville, ab",10000, , ,detailed,organic,mesisol,terric,st lina,slnys, ,variant, , , ,54.0950584,-110.5143127
66,alberta,055,0550001,2012,"bonnyville, ab",10000, , ,detailed,luvisol,gray luvisol,orthic,la corey,lcy, , , , , ,53.9994507,-110.6702118
67,alberta,055,0550002,2012,"bonnyville, ab",10000, , ,detailed,gleysol,luvic,orthic,rabbit,rabaaxt, ,variant, , , ,54.0812683,-110.5888977
68,alberta,055,0550003,2012,"bonnyville, ab",10000, , ,detailed,gleysol,humic,orthic,bluet,blt, , , , , ,54.0457191,-110.6679611
69,alberta,055,0550004,2012,"bonnyville, ab",10000, , ,detailed,luvisol,gray luvisol,orthic,owl river,owrglxt, ,variant, , , ,54.0294800,-110.5525513
70,alberta,055,0550005,2012,"bonnyville, ab",10000, , ,detailed,luvisol,gray luvisol,orthic,athabasca,abc, , , , , ,54.0128403,-110.6668472
71,alberta,055,0550006,2012,"bonnyville, ab",10000, , ,detailed,organic,fibrisol,typic,drysdale,ddeaa, ,variant, , , ,54.0696793,-110.6539993
72,alberta,055,0550007,2012,"bonnyville, ab",10000, , ,detailed,brunisol,eutric,eluviated,amisk,amkxt, ,variant, , , ,54.0734406,-110.6402512
73,alberta,055,0550008,2012,"bonnyville, ab",10000, , ,detailed,gleysol,gleysol,rego,mamawi,mmwaaco, ,variant, , , ,54.0642509,-110.6284637
74,alberta,055,0550009,2012,"bonnyville, ab",10000, , ,detailed,organic,mesisol,terric,st lina,slnys, ,variant, , , ,54.0736694,-110.6341324
75,alberta,055,0550010,2012,"bonnyville, ab",10000, , ,detailed,organic,mesisol,typic,chatwin,ctwaa, ,variant, , , ,54.0593910,-110.6617966
76,ontario,014,0140115,2011, ,15, , , , , , ,bainsville,biv, , , , , ,45.2600784,-75.1932907
77,ontario,014,0140116,2011, ,15, , , , , , ,bainsville,biv, , , , , ,45.2609901,-75.1951523
78,alberta,047,0470001,2011,"conklin, ab",10000, , ,detailed,brunisol,dystric,eluviated,mildred,mil, , , , , ,55.4899292,-111.2343826
79,alberta,047,0470002,2011,"conklin, ab",10000, , ,detailed,organic,mesisol,typic,muskeg,mus, , , , ,bog,55.4949493,-111.2407532
80,alberta,047,0470003,2011,"conklin, ab",10000, , ,detailed,organic,mesisol,typic,mclelland,mld, , , , ,fen,55.4580612,-111.2577896
81,alberta,047,0470004,2011,"conklin, ab",10000, , ,detailed,luvisol,gray luvisol,orthic,horse river,hrr, , , , , ,55.4427414,-111.2530899
82,alberta,047,0470005,2011,"conklin, ab",10000, , ,detailed,gleysol,humic,rego,ells river,elszh, ,variant, , , ,55.4798012,-111.2092590
83,alberta,047,0470006,2011,"conklin, ab",10000, , ,detailed,brunisol,dystric,eluviated,sutherland,sut, , , , , ,55.4711609,-111.2193069
84,alberta,047,0470007,2011,"conklin, ab",10000, , ,detailed,gleysol,gleysol,rego,steepbank,stpzr, ,variant, , , ,55.4680214,-111.2053604
85,alberta,047,0470008,2011,"conklin, ab",10000, , ,detailed,luvisol,gray luvisol,brunisolic,winefred,wnfzb, ,variant, , , ,55.4751396,-111.1657028
86,alberta,047,0470009,2011,"conklin, ab",10000, , ,detailed,gleysol,gleysol,orthic,bitumount,bmt, , , , , ,55.4670601,-111.1698303
87,alberta,047,0470010,2011,"conklin, ab",10000, , ,detailed,luvisol,gray luvisol,orthic,kinosis,kns, , , , , ,55.4653091,-111.2327805
88,alberta,055,0550016,2011,"bonnyville, ab",10000, , ,detailed,luvisol,gray luvisol,orthic,moose hills,mhl, , , , , ,54.0592995,-110.5850983
89,alberta,055,0550017,2011,"bonnyville, ab",10000, , ,detailed,brunisol,eutric,eluviated,amisk,amk, , , , , ,54.0520096,-110.5922928
90,alberta,055,0550018,2011,"bonnyville, ab",10000, , ,detailed,organic,mesisol,typic,chatwin,ctw, , , , , ,54.0121307,-110.6220398
91,alberta,055,0550019,2011,"bonnyville, ab",10000, , ,detailed,luvisol,gray luvisol,gleyed,athabasca,abcgl, ,variant, , , ,54.0302391,-110.6270294
92,alberta,048,0480001,2010,"conklin, ab",10000, , ,detailed,luvisol,gray luvisol,orthic,horse river,hrr, , , , ,woodland-mixedwood,55.4380302,-110.7913437
93,alberta,048,0480002,2010,"conklin, ab",10000, , ,detailed,brunisol,dystric,eluviated,sutherland,sut, , , , ,woodland-coniferous,55.3985291,-110.9199219
94,alberta,048,0480003,2010,"conklin, ab",10000, , ,detailed,luvisol,gray luvisol,brunisolic,winefred,wnfzb, ,variant, , ,woodland-coniferous,55.4544601,-110.8666611
95,alberta,048,0480004,2010,"conklin, ab",10000, , ,detailed,gleysol,gleysol,orthic,steepbank,stp, , , , ,woodland-coniferous,55.4536285,-110.9710999
96,alberta,048,0480005,2010,"conklin, ab",10000, , ,detailed,organic,fibrisol,typic,mclelland,mldzf, ,variant, , ,fen,55.4835281,-110.6978607
97,alberta,048,0480006,2010,"conklin, ab",10000, , ,detailed,organic,fibrisol,terric,hartley,hly, , , , ,fen,55.4640694,-110.7550812
98,alberta,048,0480007,2010,"conklin, ab",10000, , ,detailed,organic,mesisol,terric,mariana,mrn, , , , ,bog,55.4005890,-110.9789963
99,alberta,048,0480008,2010,"conklin, ab",10000, , ,detailed,gleysol,gleysol,orthic,bitumount,bmt, , , , ,woodland-coniferous,55.4849396,-110.7624817
100,alberta,048,0480009,2010,"conklin, ab",10000, , ,detailed,brunisol,eutric,eluviated,mildred,milzz, ,variant, , ,woodland-mixedwood,55.4841805,-110.7600632
101,alberta,048,0480010,2010,"conklin, ab",10000, , ,detailed,organic,fibrisol,typic,muskeg,muszf, ,variant, , ,bog,55.4673500,-110.7368164
102,alberta,054,0540005,2010,"wandering river, ab",10000, , ,detailed,gleysol,gleysol,orthic,steepbank,stp, , , , , ,56.3318596,-113.3517838
103,alberta,054,0540006,2010,"wandering river, ab",10000, , ,detailed,organic,mesisol,typic,mclelland,mld, , , , ,fen,56.2965508,-113.4469223
104,alberta,054,0540007,2010,"wandering river, ab",10000, , ,detailed,gleysol,gleysol,orthic,bitumount,bmt, , , , , ,56.3473587,-113.3821030
105,alberta,054,0540008,2010,"wandering river, ab",10000, , ,detailed,organic,mesisol,typic,muskeg,mus, , , , ,bog,56.2769814,-113.3536911
106,alberta,054,0540009,2010,"wandering river, ab",10000, , ,detailed,brunisol,dystric,eluviated,firebag,fir, , , , , ,56.3526497,-113.3285828
107,alberta,054,0540010,2010,"wandering river, ab",10000, , ,detailed,luvisol,gray luvisol,gleyed,kinosis,knsgl, ,variant, , , ,56.2996407,-113.3293304
108,alberta,054,0540011,2010,"wandering river, ab",10000, , ,detailed,luvisol,gray luvisol,orthic,winefred,wnf, , , , , ,56.3242798,-113.4807663
109,alberta,084,0840004,2010,"fort mcmurray, ab",10000, , ,detailed,gleysol,gleysol,orthic,chateh,cht, , , , , ,56.8849792,-112.1700821
110,alberta,084,0840005,2010,"fort mcmurray, ab",10000, , ,detailed,gleysol,luvic,orthic,dunkirk,dkk, , , , , ,56.9413681,-112.1707764
111,alberta,084,0840006,2010,"fort mcmurray, ab",10000, , ,detailed,gleysol,luvic,orthic,algar,algnp, ,variant, , , ,56.9170113,-112.1104431
112,alberta,084,0840007,2010,"fort mcmurray, ab",10000, , ,detailed,organic,mesisol,typic,muskeg,musym, ,variant, , ,bog,56.7973404,-112.2334824
113,alberta,084,0840008,2010,"fort mcmurray, ab",10000, , ,detailed,luvisol,gray luvisol,orthic,dover,dov, , , , , ,56.9140091,-112.1560135
114,alberta,084,0840009,2010,"fort mcmurray, ab",10000, , ,detailed,gleysol,gleysol,orthic,bitumount,bmt, , , , , ,56.9243584,-112.1464691
115,alberta,084,0840010,2010,"fort mcmurray, ab",10000, , ,detailed,brunisol,dystric,eluviated,mildred,mil, , , , , ,56.9220009,-112.1068115
116,alberta,084,0840015,2010,"fort mcmurray, ab",10000, , ,detailed,regosol,rego,orthic,mcmurray,mmyzzco, ,variant, , , ,56.9253502,-112.0968704
117,alberta,086,0860001,2010,"fort mcmurray, ab",10000, , ,detailed,brunisol,dystric,eluviated,sutherland,sut, , , , , ,56.7385406,-111.1698074
118,alberta,086,0860002,2010,"fort mcmurray, ab",10000, , ,detailed,brunisol,dystric,eluviated,mildred,mil, , , , , ,56.7466888,-111.1666565
119,alberta,086,0860003,2010,"fort mcmurray, ab",10000, , ,detailed,luvisol,gray luvisol,orthic,horse river,hrr, , , , , ,56.7477112,-111.1320724
120,alberta,086,0860004,2010,"fort mcmurray, ab",10000, , ,detailed,organic,fibrisol,typic,muskeg,muszf, ,variant, , , ,56.7282104,-111.1456833
121,alberta,086,0860005,2010,"fort mcmurray, ab",10000, , ,detailed,luvisol,gray luvisol,orthic,winefred,wnf, , , , , ,56.7420006,-111.1548386
122,alberta,086,0860006,2010,"fort mcmurray, ab",10000, , ,detailed,organic,fibrisol,terric,mclelland,mldzfxs, ,variant, , , ,56.7467003,-111.1986923
123,alberta,086,0860007,2010,"fort mcmurray, ab",10000, , ,detailed,gleysol,luvic,orthic,wanham,whmaaxtpt, ,variant, , , ,56.7430916,-111.1990738
124,alberta,086,0860008,2010,"fort mcmurray, ab",10000, , ,detailed,organic,fibrisol,limnic,mclelland,mldzfxm, ,variant, , , ,56.7375298,-111.2204285
125,alberta,086,0860009,2010,"fort mcmurray, ab",10000, , ,detailed,gleysol,gleysol,rego,chateh,chtzr, ,variant, , , ,56.7436409,-111.2368011
126,alberta,086,0860010,2010,"fort mcmurray, ab",10000, , ,detailed,organic,fibrisol,terric,mariana,mrnzf, ,variant, , , ,56.7407799,-111.2493591
127,alberta,086,0860011,2010,"fort mcmurray, ab",10000, , ,detailed,luvisol,gray luvisol,orthic,horse river,hrr, , , , , ,56.7535019,-111.1785278
128,alberta,086,0860012,2010,"fort mcmurray, ab",10000, , ,detailed,luvisol,gray luvisol,orthic,peavine,peaco, ,variant, , , ,56.7498283,-111.1719437
129,alberta,086,0860013,2010,"fort mcmurray, ab",10000, , ,detailed,gleysol,gleysol,orthic,chelsea,clsxspt, ,variant, , , ,56.7340584,-111.1965332
130,alberta,086,0860014,2010,"fort mcmurray, ab",10000, , ,detailed,gleysol,luvic,orthic,moonshine,mnsaapt, ,variant, , , ,56.7449608,-111.2618866
131,alberta,050,0500255,2009, ,15, , , ,luvisol,gray luvisol,brunisolic, , , , , , , ,59.0727806,-114.4097214
132,alberta,052,0520001,2009,"anzac, ab",10000, , ,detailed,brunisol,dystric,gleyed eluviated,mildred,milglxt, ,variant, , , ,56.2657318,-111.7600098
133,alberta,052,0520002,2009,"anzac, ab",10000, , ,detailed,gleysol,gleysol,rego,mamawi,mmw, , , , , ,56.2602882,-111.7007370
134,alberta,052,0520003,2009,"anzac, ab",10000, , ,detailed,gleysol,gleysol,rego,bitumount,bmtzr, ,variant, , ,woodland-coniferous,56.2800789,-111.6324692
135,alberta,052,0520004,2009,"anzac, ab",10000, , ,detailed,luvisol,gray luvisol,orthic,fort,frt, , , , ,woodland-coniferous,56.2493286,-111.5865936
136,alberta,052,0520005,2009,"anzac, ab",10000, , ,detailed,brunisol,dystric,eluviated,firebag,fir, , , , ,shrubland,56.2573509,-111.5878220
137,alberta,052,0520007,2009,"anzac, ab",10000, , ,detailed,luvisol,gray luvisol,orthic,dover,dovxt, ,variant, , ,woodland-coniferous,56.3128319,-111.7114334
138,alberta,052,0520008,2009,"anzac, ab",10000, , ,detailed,organic,fibrisol,terric,hartley,hlyzf, ,variant, , ,woodland-coniferous,56.2718506,-111.7768478
139,alberta,052,0520009,2009,"anzac, ab",10000, , ,detailed,organic,mesisol,terric,mclelland,mldxt, ,variant, , ,fen,56.2584305,-111.7685471
140,alberta,052,0520010,2009,"anzac, ab",10000, , ,detailed,luvisol,gray luvisol,gleyed,kinosis,knsgl, ,variant, , , ,56.2691498,-111.7537766
141,alberta,084,0840011,2009,"fort mcmurray, ab",10000, , ,detailed,organic,fibrisol,terric,albian,abmxm, ,variant, , , ,56.8856697,-112.2513580
142,alberta,084,0840012,2009,"fort mcmurray, ab",10000, , ,detailed,luvisol,gray luvisol,gleyed,kilome,kme, , , , , ,56.8906898,-112.2101974
143,alberta,084,0840013,2009,"fort mcmurray, ab",10000, , ,detailed,gleysol,luvic,orthic,wanham,whmaaxt, ,variant, , , ,56.8945389,-112.0303268
144,alberta,084,0840014,2009,"fort mcmurray, ab",10000, , ,detailed,luvisol,gray luvisol,gleyed,livock,lvkgl, ,variant, , , ,56.8740196,-112.1563797
145,saskatchewan,013,0130560,2008, ,15, , , ,chernozem,black,gleyed,melfort ,mrb, , , , , ,52.8706284,-104.5530472
146,saskatchewan,013,0130568,2008, ,15, , , ,chernozem,black,eluviated,melfort ,mre, , , , , ,52.8923798,-104.5923386
147,saskatchewan,013,0130597,2008, ,15, , , ,luvisol,gray,gleyed dark gray,eldersley ,edf, , , , , ,52.9958611,-104.1072464
148,saskatchewan,013,0130635,2008, ,15, , , ,chernozem,dark gray,gleyed,carrot river ,crh, , , , , ,53.2392998,-103.6744919
149,saskatchewan,013,0130644,2008, ,15, , , ,chernozem,dark gray,gleyed,carrot river ,crh, , , , , ,53.3273392,-103.5497437
150,saskatchewan,013,0130645,2008, ,15, , , ,chernozem,dark gray,gleyed rego,carrot river ,crg, , , , , ,53.3378716,-103.5605927
151,saskatchewan,013,0130646,2008, ,15, , , ,chernozem,dark gray,gleyed,carrot river ,crh, , , , , ,53.3390312,-103.5596466
152,saskatchewan,013,0130648,2008, ,15, , , ,chernozem,dark gray,gleyed rego,weirdale ,weg, , , , , ,53.3583794,-104.0966797
153,saskatchewan,013,0130650,2008, ,15, , , ,chernozem,dark gray,gleyed,smoky burn ,sob, , , , , ,53.3694687,-103.1864014
154,saskatchewan,013,0130651,2008, ,15, , , ,chernozem,dark gray,orthic,shellbrook ,sba, , , , , ,53.3940506,-104.4697876
155,saskatchewan,013,0130654,2008, ,15, , , ,chernozem,dark gray,gleyed,weirdale ,web, , , , , ,53.4094696,-104.1955032
156,saskatchewan,013,0130656,2008, ,15, , , ,chernozem,dark gray,orthic,whitefox ,wfa, , , , , ,53.4447708,-104.0651016
157,saskatchewan,013,0130658,2008, ,15, , , ,chernozem,dark gray,gleyed,whitefox ,wfb, , , , , ,53.4733315,-104.0608978
158,saskatchewan,013,0130659,2008, ,15, , , ,chernozem,dark gray,rego,paddockwood ,pwd, , , , , ,53.5059013,-105.4710999
159,saskatchewan,013,0130661,2008, ,15, , , ,chernozem,dark gray,gleyed rego,paddockwood ,pwg, , , , , ,53.5152283,-105.6362381
160,alberta,053,0530001,2008,"conklin, ab",10000, , ,detailed,brunisol,dystric,eluviated, , , , , , , ,55.5835495,-110.9890671
161,alberta,053,0530002,2008,"conklin, ab",10000, , ,detailed,luvisol,gray luvisol,gleyed brunisolic, , , , , , , ,55.5666885,-110.9440689
162,alberta,053,0530003,2008,"conklin, ab",10000, , ,detailed,brunisol,dystric,eluviated, , , , , , , ,55.5824318,-110.9852219
163,alberta,053,0530004,2008,"conklin, ab",10000, , ,detailed,luvisol,gray luvisol,gleyed, , , , , , , ,55.5783882,-110.9788895
164,alberta,053,0530005,2008,"conklin, ab",10000, , ,detailed,brunisol,dystric,eluviated, , , , , , , ,55.5619583,-110.9577026
165,alberta,053,0530006,2008,"conklin, ab",10000, , ,detailed,brunisol,dystric,eluviated, , , , , , , ,55.5599594,-110.9412384
166,alberta,053,0530007,2008,"conklin, ab",10000, , ,detailed,organic,fibrisol,terric, , , , , , , ,55.5814018,-110.9736786
167,alberta,053,0530008,2008,"conklin, ab",10000, , ,detailed,luvisol,gray luvisol,brunisolic, , , , , , , ,55.5781517,-110.9771576
168,alberta,053,0530009,2008,"conklin, ab",10000, , ,detailed,organic,fibrisol,mesic, , , , , , , ,55.5669594,-110.9534302
169,alberta,053,0530010,2008,"conklin, ab",10000, , ,detailed,luvisol,gray luvisol,brunisolic, , , , , , , ,55.5713806,-110.9568787
170,alberta,084,0840001,2008,"fort mcmurray, ab",10000, , ,detailed,organic,mesisol,terric,mariana,mrnxm, ,variant, , ,bog,56.8835983,-112.1889267
171,alberta,084,0840002,2008,"fort mcmurray, ab",10000, , ,detailed,luvisol,gray luvisol,gleyed,benjamin,bejgl, ,variant, , , ,56.8842812,-112.2054596
172,alberta,084,0840003,2008,"fort mcmurray, ab",10000, , ,detailed,gleysol,gleysol,rego,mamawi,mmwptxc, ,variant, , , ,56.8826408,-112.2097168
173,saskatchewan,013,0130134,2007, ,15, , , ,chernozem,dark brown,calcareous,birsay ,byc, , , , , ,50.3693314,-108.0222015
174,saskatchewan,013,0130157,2007, ,15, , , ,regosol,regosolic,orthic,amulet ,vae, , , , , ,50.4946098,-107.9538727
175,saskatchewan,013,0130163,2007, ,15, , , ,regosol,regosolic,orthic,amulet ,amo, , , , , ,50.5434608,-106.4745636
176,saskatchewan,013,0130240,2007, ,15, , , ,chernozem,dark brown,calcareous,birsay ,byc, , , , , ,50.8349991,-108.3830872
177,saskatchewan,013,0130269,2007, ,15, , , ,vertisol,vertisol,gleysolic,sceptre ,scg, , , , , ,50.9354706,-108.3661423
178,saskatchewan,013,0130289,2007, ,15, , , ,vertisol,vertisol,orthic,sceptre ,sca, , , , , ,51.0261002,-108.4204025
179,saskatchewan,013,0130347,2007, ,15, , , ,chernozem,brown,rego,willows ,wwd, , , , , ,51.6696281,-109.3100433
180,saskatchewan,013,0130349,2007, ,15, , , ,solonetz,solonetz,dark brown,kettlehut ,kha, , , , , ,51.6997299,-109.0508194
181,saskatchewan,013,0130634,2007, ,15, , , ,chernozem,dark gray,gleyed rego,carrot river ,crg, , , , , ,53.2387085,-103.7578964
182,prince edward island,021,0210061,2007, ,1, , ,research site,podzol,humo-ferric,orthic , ,ctw, , , , , ,46.4913788,-63.3557892
183,prince edward island,021,0210063,2007, ,1, , ,research site,podzol,humo-ferric,orthic , ,ctw, , , , , ,46.3793182,-63.2272911
184,prince edward island,021,0210071,2007, ,1, , , , , , , , , , , , , ,46.4115715,-63.3309784
185,prince edward island,021,0210076,2007, ,1, , ,research site,brunisol,dystric,orthic , ,tgh, , , , , ,46.4464188,-63.4361305
186,prince edward island,021,0210085,2007, ,1, , ,research site,brunisol,dystric,orthic , ,ctw, , , , , ,46.3727913,-63.4824791
187,prince edward island,021,0210101,2007, ,1, , ,research site,brunisol,sombric ,orthic , ,bsh, , , , , ,46.3225594,-63.4913101
188,prince edward island,021,0210107,2007, ,1, , ,research site,podzol,humo-ferric,orthic , ,ary, , , , , ,46.3009415,-63.5312996
