dataset,profile_id,latitude,longitude,year,n_layers,total_depth_cm,stock_kgm2_total,stock_kgm2_0_30,surface_OrgC_pct,mean_BDOD,reaches_30cm,stock_0_30_is_lower_bound,dist_fort_severn_km,soil_type,soil_type_basis,in_hbl
CanPeat,1,54.82,-102.02,1970,7,338,196.810037,28.120279999999994,50.48,0.12633333333333333,TRUE,FALSE,915.9511992930455,organic,peat database by construction,FALSE
CanPeat,10,54.73,-102.07,1970,6,223,115.10246899999999,15.929773999999998,47.87,0.1066,TRUE,FALSE,921.5650875607441,organic,peat database by construction,FALSE
CanPeat,100,65.8,-134.95,1972,16,340,119.40238900000001,15.610892,46.88,0.0973125,TRUE,FALSE,2697.965229996133,organic,peat database by construction,FALSE
CanPeat,1000,47.3727,-65.0386,1977,10,505,234.65900000000002,11.613,49,0.0966,TRUE,FALSE,1817.426730727685,organic,peat database by construction,FALSE
CanPeat,1001,47.8441,-64.5246,1977,6,290,131.08800000000002,11.376,48,0.09366666666666668,TRUE,FALSE,1813.8728302719799,organic,peat database by construction,FALSE
CanPeat,1002,47.4266,-64.909,1977,11,830,398.08884000000006,11.376,48,0.09590909090909092,TRUE,FALSE,1821.02001236931,organic,peat database by construction,FALSE
CanPeat,1003,47.2916,-64.9972,1977,7,530,253.80915000000005,11.139000000000001,47,0.09785714285714286,TRUE,FALSE,1825.6430468711712,organic,peat database by construction,FALSE
CanPeat,1004,47.2733,-65.0436,1977,9,620,294.06905000000006,11.613,49,0.09722222222222222,TRUE,FALSE,1824.3017055004584,organic,peat database by construction,FALSE
CanPeat,1005,47.7184,-64.6927,1977,10,640,305.26218000000006,11.376000000000001,48,0.0954,TRUE,FALSE,1812.865390337092,organic,peat database by construction,FALSE
CanPeat,1006,47.7383,-64.7523,1977,6,280,124.42623,11.376,48,0.0975,TRUE,FALSE,1808.010240697266,organic,peat database by construction,FALSE
CanPeat,1007,47.6014,-64.9308,1977,11,800,383.90937000000014,11.376,48,0.09881818181818182,TRUE,FALSE,1807.3203257062123,organic,peat database by construction,FALSE
CanPeat,1008,47.5943,-64.8508,1977,4,260,120.90435000000001,11.376,48,0.0955,TRUE,FALSE,1812.4478529547036,organic,peat database by construction,FALSE
CanPeat,1009,47.7266,-65.1686,1977,6,460,217.728,11.376,48,0.09733333333333334,TRUE,FALSE,1784.723879777501,organic,peat database by construction,FALSE
CanPeat,101,66.17,-134.68,1972,8,230,123.496129,9.666184,50.27,0.10628571428571429,TRUE,FALSE,2686.709160753194,organic,peat database by construction,FALSE
CanPeat,1010,47.7334,-65.335,1977,8,740,362.71142,12.087,51,0.11075,TRUE,FALSE,1774.6363924384318,organic,peat database by construction,FALSE
CanPeat,1011,47.7185,-65.2873,1977,9,710,349.8203800000001,11.376,48,0.10188888888888889,TRUE,FALSE,1778.442798829438,organic,peat database by construction,FALSE
CanPeat,1012,47.8225,-65.0402,1977,10,640,300.16650000000004,11.376,48,0.0966,TRUE,FALSE,1785.40871307347,organic,peat database by construction,FALSE
CanPeat,1013,47.7625,-65.1364,1977,5,260,111.975,11.376,48,0.0878,TRUE,FALSE,1784.0537214069718,organic,peat database by construction,FALSE
CanPeat,1014,47.8585,-64.5599,1977,8,760,363.4093000000001,11.139000000000001,47,0.09825,TRUE,FALSE,1810.8155851267393,organic,peat database by construction,FALSE
CanPeat,1015,47.857,-64.5237,1977,6,430,203.68395,11.376,48,0.09733333333333334,TRUE,FALSE,1813.0298689050642,organic,peat database by construction,FALSE
CanPeat,1016,47.818,-64.5537,1977,5,360,162.91200000000003,11.376,48,0.0922,TRUE,FALSE,1813.9914419929166,organic,peat database by construction,FALSE
CanPeat,1017,47.7898,-64.5942,1977,8,750,354.5853,11.376,48,0.0955,TRUE,FALSE,1813.597866284558,organic,peat database by construction,FALSE
CanPeat,1018,47.2583,-65.4418,1978,7,360,165.00801,11.376000000000001,48,0.093,TRUE,FALSE,1802.6075255751753,organic,peat database by construction,FALSE
CanPeat,1019,47.2954,-65.5073,1978,7,350,161.89869000000002,11.376000000000001,48,0.093,TRUE,FALSE,1796.171436778462,organic,peat database by construction,FALSE
CanPeat,102,65.62,-134.3,1972,11,171,113.65847700000002,15.702621,47.35,0.3198181818181818,TRUE,FALSE,2667.923439244653,organic,peat database by construction,FALSE
CanPeat,1020,47.5924,-65.3446,1978,10,450,210.39468000000002,11.376000000000001,48,0.0954,TRUE,FALSE,1784.1026764930502,organic,peat database by construction,FALSE
CanPeat,1021,47.1446,-65.5722,1978,11,510,244.03203000000002,11.376000000000001,48,0.09681818181818182,TRUE,FALSE,1803.4861192843155,organic,peat database by construction,FALSE
CanPeat,1022,47.503,-65.4919,1978,7,290,133.88268000000002,11.376000000000001,48,0.093,TRUE,FALSE,1782.046448814575,organic,peat database by construction,FALSE
CanPeat,1023,47.6377,-65.341,1978,8,430,201.39735000000002,11.376000000000001,48,0.094,TRUE,FALSE,1781.0820620717095,organic,peat database by construction,FALSE
CanPeat,1024,47.2091,-65.6994,1978,10,500,234.27735000000004,11.376000000000001,48,0.0954,TRUE,FALSE,1791.528674244401,organic,peat database by construction,FALSE
CanPeat,1025,47.062,-65.561,1978,9,440,208.32537,11.376000000000001,48,0.097,TRUE,FALSE,1810.1926373601525,organic,peat database by construction,FALSE
CanPeat,1026,47.1457,-65.5975,1978,9,460,214.88535000000002,11.376000000000001,48,0.09477777777777778,TRUE,FALSE,1801.9674521148106,organic,peat database by construction,FALSE
CanPeat,1027,46.3066,-65.2633,1979,6,250,114.71952,11.376,48,0.08616666666666667,TRUE,FALSE,1883.5145836718912,organic,peat database by construction,FALSE
CanPeat,1028,46.2934,-65.2119,1979,13,680,214.57284,5.904,48,0.06484615384615385,TRUE,FALSE,1887.4007716653527,organic,peat database by construction,FALSE
CanPeat,1029,46.2919,-65.1555,1979,11,600,198.95135999999997,11.376000000000001,48,0.07272727272727272,TRUE,FALSE,1890.6803380807946,organic,peat database by construction,FALSE
CanPeat,103,65.62,-134.3,1972,5,203,76.399353,7.7766,49.85,0.352,TRUE,FALSE,2667.923439244653,organic,peat database by construction,FALSE
CanPeat,1030,46.3167,-65.1356,1979,8,360,116.30934,11.376000000000001,48,0.0695,TRUE,FALSE,1889.91709135225,organic,peat database by construction,FALSE
CanPeat,1031,46.2306,-65.0347,1979,13,540,212.70299,11.376000000000001,48,0.08376923076923078,TRUE,FALSE,1902.1192088436742,organic,peat database by construction,FALSE
CanPeat,1032,46.2762,-64.9792,1979,12,580,158.90401999999997,3.6000000000000005,48,0.06183333333333333,TRUE,FALSE,1901.7799156395704,organic,peat database by construction,FALSE
CanPeat,1033,46.2128,-64.9768,1979,12,570,201.64295,11.376,48,0.07541666666666667,TRUE,FALSE,1906.7242230593808,organic,peat database by construction,FALSE
CanPeat,1034,45.9111,-64.2833,1979,7,280,60.96,11.376,48,0.04971428571428571,TRUE,FALSE,1968.7015570784001,organic,peat database by construction,FALSE
CanPeat,1035,45.9611,-64.3026,1979,6,290,71.8047,11.376000000000001,48,0.05633333333333333,TRUE,FALSE,1963.8080765746201,organic,peat database by construction,FALSE
CanPeat,1036,46.3584,-65.7541,1979,9,400,150.14672000000002,3.6000000000000005,48,0.07200000000000001,TRUE,FALSE,1852.1193764559462,organic,peat database by construction,FALSE
CanPeat,1037,46.4274,-65.7189,1979,8,360,136.50456,4.032,48,0.074,TRUE,FALSE,1848.823268693441,organic,peat database by construction,FALSE
CanPeat,1038,46.4333,-65.7817,1979,9,440,184.3159,11.376,48,0.08833333333333333,TRUE,FALSE,1844.8662544328604,organic,peat database by construction,FALSE
CanPeat,1039,46.6533,-64.9155,1979,14,760,256.17054,7.343999999999999,48,0.07414285714285714,TRUE,FALSE,1877.0706254793897,organic,peat database by construction,FALSE
CanPeat,104,65.62,-134.3,1972,8,110,59.300152,14.53301,47.35,0.25575,TRUE,FALSE,2667.923439244653,organic,peat database by construction,FALSE
CanPeat,1040,46.677,-64.9491,1979,6,420,163.37646,9.648,48,0.08233333333333334,TRUE,FALSE,1873.401999346395,organic,peat database by construction,FALSE
CanPeat,1041,46.9019,-65.0574,1979,9,560,201.24285000000003,11.482650000000001,48.45,0.077,TRUE,FALSE,1850.6069205481037,organic,peat database by construction,FALSE
CanPeat,1042,46.899,-65.7044,1979,11,510,215.62947,11.376000000000001,48,0.08745454545454545,TRUE,FALSE,1814.1414545681155,organic,peat database by construction,FALSE
CanPeat,1043,46.8053,-65.4817,1979,8,400,128.49020000000002,7.728000000000001,48,0.068125,TRUE,FALSE,1833.6963081796657,organic,peat database by construction,FALSE
CanPeat,1044,46.8657,-65.3389,1979,12,600,269.15514999999994,6.144,48,0.08775,TRUE,FALSE,1837.2909269805546,organic,peat database by construction,FALSE
CanPeat,1045,46.8843,-65.4326,1979,9,380,124.03200000000001,6.6240000000000006,48,0.077,TRUE,FALSE,1830.6031425165381,organic,peat database by construction,FALSE
CanPeat,1046,46.9565,-65.4696,1979,10,410,149.78928,7.200000000000001,48,0.0721,TRUE,FALSE,1823.1612816127138,organic,peat database by construction,FALSE
CanPeat,1047,46.9511,-65.1638,1979,17,750,246.51716,9.312000000000001,48,0.06841176470588235,TRUE,FALSE,1840.929405009787,organic,peat database by construction,FALSE
CanPeat,1048,46.1547,-64.4606,1979,11,540,254.25685,11.376000000000001,48,0.09527272727272729,TRUE,FALSE,1940.212723504301,organic,peat database by construction,FALSE
CanPeat,1049,46.1383,-64.5448,1979,13,660,443.75730000000004,11.376,48,0.144,TRUE,FALSE,1936.6992956408703,organic,peat database by construction,FALSE
CanPeat,105,65.62,-134.3,1972,10,143,66.440244,8.735698000000001,46.88,0.29,TRUE,FALSE,2667.923439244653,organic,peat database by construction,FALSE
CanPeat,1050,46.1864,-64.4556,1979,15,740,260.25334000000004,11.376000000000001,48,0.0758,TRUE,FALSE,1938.1013554990154,organic,peat database by construction,FALSE
CanPeat,1051,46.7778,-65.6947,1979,14,620,299.76147000000003,11.376000000000001,48,0.10235714285714285,TRUE,FALSE,1823.7332280889957,organic,peat database by construction,FALSE
CanPeat,1052,46.693,-65.4299,1979,12,620,219.18720000000002,11.376000000000001,48,0.07391666666666667,TRUE,FALSE,1845.0052803291196,organic,peat database by construction,FALSE
CanPeat,1053,46.6875,-65.1856,1979,11,460,168.50788000000003,11.376000000000001,48,0.07790909090909091,TRUE,FALSE,1859.2192525179557,organic,peat database by construction,FALSE
CanPeat,1054,46.6671,-65.6488,1979,10,390,170.01973999999998,11.376,48,0.088,TRUE,FALSE,1834.6198577532227,organic,peat database by construction,FALSE
CanPeat,1055,46.9821,-65.0507,1979,12,600,169.26368000000002,4.608,48,0.05975,TRUE,FALSE,1845.0943626079847,organic,peat database by construction,FALSE
CanPeat,1056,47.0056,-65.0667,1979,6,250,76.032,6.192,48,0.06966666666666667,TRUE,FALSE,1842.459174657374,organic,peat database by construction,FALSE
CanPeat,1057,46.9529,-65.0341,1979,7,300,100.12799999999999,5.327999999999999,48,0.061285714285714284,TRUE,FALSE,1848.1836064275328,organic,peat database by construction,FALSE
CanPeat,1058,46.9446,-64.9939,1979,11,530,172.921,7.247999999999999,48,0.06609090909090909,TRUE,FALSE,1851.0846389145927,organic,peat database by construction,FALSE
CanPeat,1059,46.9634,-64.8827,1979,16,800,244.07313,5.183999999999999,48,0.06125,TRUE,FALSE,1856.0515688898304,organic,peat database by construction,FALSE
CanPeat,106,65.62,-134.3,1972,4,197,91.06588099999999,12.30807,49.43,0.26775,TRUE,FALSE,2667.923439244653,organic,peat database by construction,FALSE
CanPeat,1060,47.0214,-64.8632,1979,10,490,174.62733,11.376000000000001,48,0.0795,TRUE,FALSE,1852.9258814198615,organic,peat database by construction,FALSE
CanPeat,1061,47.1403,-65.2912,1979,9,400,94.51199999999999,7.728,48,0.052333333333333336,TRUE,FALSE,1819.8011684884837,organic,peat database by construction,FALSE
CanPeat,1062,47.171,-65.179,1979,13,640,123.95887999999998,6.672000000000001,48,0.04138461538461539,TRUE,FALSE,1823.9684904047695,organic,peat database by construction,FALSE
CanPeat,1063,47.0344,-65.0948,1979,12,630,192.88327999999998,5.616,48,0.0635,TRUE,FALSE,1838.7470746938811,organic,peat database by construction,FALSE
CanPeat,1064,47.036,-65.0545,1979,8,470,146.01600000000002,8.88,48,0.062375,TRUE,FALSE,1840.929601541502,organic,peat database by construction,FALSE
CanPeat,1065,46.251,-65.4705,1980,15,650,258.20099,6.960000000000001,48,0.10439999999999999,TRUE,FALSE,1876.1533712407224,organic,peat database by construction,FALSE
CanPeat,1066,46.306,-67.6967,1980,13,538,204.76048400000002,4.4639999999999995,48,0.07976923076923077,TRUE,FALSE,1749.5274682636777,organic,peat database by construction,FALSE
CanPeat,1067,46.9098,-66.9629,1980,13,600,169.675852,7.920000000000002,48,0.06461538461538462,TRUE,FALSE,1742.8811759603266,organic,peat database by construction,FALSE
CanPeat,1068,45.8075,-67.0834,1980,13,800,273.196109,4.608,48,0.08900000000000001,TRUE,FALSE,1822.2453838849938,organic,peat database by construction,FALSE
CanPeat,1069,46.2392,-66.1076,1980,9,485,199.702064,7.344,48,0.08800000000000001,TRUE,FALSE,1841.6373749539705,organic,peat database by construction,FALSE
CanPeat,107,65.53,-134.75,1972,15,301,92.93467700000001,10.315430000000001,50.74,0.07685714285714286,TRUE,FALSE,2688.49196099106,organic,peat database by construction,FALSE
CanPeat,1070,46.2231,-65.5536,1980,12,415,145.41694400000003,6.672,48,0.07116666666666667,TRUE,FALSE,1873.6500366845314,organic,peat database by construction,FALSE
CanPeat,1071,46.2252,-66.1597,1980,18,620,245.68078,7.199999999999999,48,0.08900000000000001,TRUE,FALSE,1839.8380936579422,organic,peat database by construction,FALSE
CanPeat,1072,45.6946,-66.9467,1980,13,650,226.272088,9.648000000000001,48,0.07661538461538461,TRUE,FALSE,1838.6438591878446,organic,peat database by construction,FALSE
CanPeat,1073,45.8915,-67.1193,1980,17,750,198.47444599999997,5.904,48,0.09341176470588236,TRUE,FALSE,1813.606163925929,organic,peat database by construction,FALSE
CanPeat,1074,46.2818,-66.0451,1980,15,400,153.0645,4.464,48,0.09253333333333334,TRUE,FALSE,1841.8137880503539,organic,peat database by construction,FALSE
CanPeat,1075,45.8014,-67.0698,1980,12,700,191.03224199999997,7.632,48,0.058916666666666666,TRUE,FALSE,1823.4659176204184,organic,peat database by construction,FALSE
CanPeat,1076,46.1157,-65.3408,1980,15,540,188.96644600000002,4.896,48,0.0758,TRUE,FALSE,1893.7533645556762,organic,peat database by construction,FALSE
CanPeat,1077,45.7696,-67.1212,1980,14,600,216.33820200000002,8.352000000000002,48,0.08685714285714285,TRUE,FALSE,1823.2411434108249,organic,peat database by construction,FALSE
CanPeat,1078,46.1868,-65.0449,1980,14,710,212.30683000000002,11.376,48,0.06557142857142857,TRUE,FALSE,1904.8775285215243,organic,peat database by construction,FALSE
CanPeat,1079,46.564,-65.56,1980,10,520,200.63639,11.376,48,0.076,TRUE,FALSE,1847.3744020007657,organic,peat database by construction,FALSE
CanPeat,108,65.53,-134.75,1972,4,299,112.219856,10.79232,49.28,0.07666666666666666,TRUE,FALSE,2688.49196099106,organic,peat database by construction,FALSE
CanPeat,1080,46.2306,-65.5205,1980,14,700,149.78656,6.70755,48.45,0.05192857142857143,TRUE,FALSE,1874.9220426293164,organic,peat database by construction,FALSE
CanPeat,1081,46.1367,-66.2268,1980,13,550,207.640957,6.960000000000001,48,0.07861538461538461,TRUE,FALSE,1842.996436873414,organic,peat database by construction,FALSE
CanPeat,1082,46.3123,-66.2236,1980,9,400,172.09734,11.376,48,0.0961111111111111,TRUE,FALSE,1829.5774886307388,organic,peat database by construction,FALSE
CanPeat,1083,46.2579,-66.2947,1980,10,520,185.43877099999997,5.76,48,0.0747,TRUE,FALSE,1829.851307719758,organic,peat database by construction,FALSE
CanPeat,1084,45.4801,-67.3303,1980,14,700,228.94244799999996,9.072,48,0.09228571428571428,TRUE,FALSE,1835.4040110085857,organic,peat database by construction,FALSE
CanPeat,1085,45.4336,-67.3688,1980,11,500,159.962766,8.395199999999999,48,0.07036363636363636,TRUE,FALSE,1837.1399208909131,organic,peat database by construction,FALSE
CanPeat,1086,45.6438,-66.9817,1980,19,850,283.719641,8.639999999999999,48,0.10157894736842106,TRUE,FALSE,1840.8330491305574,organic,peat database by construction,FALSE
CanPeat,1087,45.7563,-67.0123,1980,13,598,152.173942,5.04,48,0.05853846153846154,TRUE,FALSE,1830.1707529036255,organic,peat database by construction,FALSE
CanPeat,1088,46.4122,-66.9726,1980,12,450,181.88523700000002,11.376,48,0.08025,TRUE,FALSE,1780.5935020685467,organic,peat database by construction,FALSE
CanPeat,1089,45.9611,-67.6368,1980,21,700,277.311577,7.728,48,0.08395238095238096,TRUE,FALSE,1780.2144155236192,organic,peat database by construction,FALSE
CanPeat,109,65.53,-134.75,1972,12,253,99.792698,11.632862000000001,50.69,0.10763636363636364,TRUE,FALSE,2688.49196099106,organic,peat database by construction,FALSE
CanPeat,1090,45.8914,-67.6477,1980,14,550,208.413298,5.2703999999999995,48,0.08278571428571428,TRUE,FALSE,1785.2267088326969,organic,peat database by construction,FALSE
CanPeat,1091,45.878,-67.6394,1980,16,520,194.77874,7.968,48,0.078125,TRUE,FALSE,1786.7479923864212,organic,peat database by construction,FALSE
CanPeat,1092,46.0367,-66.3309,1980,5,160,28.368225,4.32,48,0.0436,TRUE,FALSE,1845.066574565223,organic,peat database by construction,FALSE
CanPeat,1093,46.0384,-66.3309,1980,11,435,162.003365,8.208,48,0.07372727272727272,TRUE,FALSE,1844.9336669418271,organic,peat database by construction,FALSE
CanPeat,1094,46.0402,-66.3308,1980,12,450,160.52403999999999,7.248,48,0.07233333333333333,TRUE,FALSE,1844.7984408667858,organic,peat database by construction,FALSE
CanPeat,1095,46.0421,-66.3309,1980,6,260,58.15929,3.312,48,0.049166666666666664,TRUE,FALSE,1844.6444303157907,organic,peat database by construction,FALSE
CanPeat,1096,46.0439,-66.3309,1980,5,170,35.904,4.032,48,0.0396,TRUE,FALSE,1844.5037369161917,organic,peat database by construction,FALSE
CanPeat,1097,46.3164,-65.9578,1980,16,370,154.953,12.144,48,0.0895,TRUE,FALSE,1843.9979973976986,organic,peat database by construction,FALSE
CanPeat,1098,46.1998,-65.355,1981,16,800,258.06586999999996,11.088,48,0.0724375,TRUE,FALSE,1886.5200750404852,organic,peat database by construction,FALSE
CanPeat,1099,46.1876,-66.1961,1981,13,580,238.36864000000003,6.048,48,0.1350769230769231,TRUE,FALSE,1840.7388314019404,organic,peat database by construction,FALSE
CanPeat,11,54.73,-101.83,1970,5,455,238.79778,17.947048000000002,46.67,0.11875000000000001,TRUE,FALSE,906.6694952921163,organic,peat database by construction,FALSE
CanPeat,110,65.53,-134.75,1972,8,140,73.231966,14.457072,47.08,0.25387499999999996,TRUE,FALSE,2688.49196099106,organic,peat database by construction,FALSE
CanPeat,1100,45.1648,-66.6387,1981,6,450,149.86875,8.736,48,0.07833333333333334,TRUE,FALSE,1897.9315365389677,organic,peat database by construction,FALSE
CanPeat,1101,45.1928,-66.2333,1981,16,350,150.52568,8.495999999999999,48,0.096,TRUE,FALSE,1917.4349720646233,organic,peat database by construction,FALSE
CanPeat,1102,45.733,-66.7727,1981,10,330,174.8765,7.920000000000001,48,0.23299999999999998,TRUE,FALSE,1844.9699986696755,organic,peat database by construction,FALSE
CanPeat,1103,45.7799,-67.3561,1981,11,600,155.87773,6.912000000000001,48,0.12227272727272727,TRUE,FALSE,1809.798802416758,organic,peat database by construction,FALSE
CanPeat,1104,46.1706,-66.481,1981,17,610,307.49785,12.189699999999998,51.26,0.09582352941176471,TRUE,FALSE,1826.3729860114936,organic,peat database by construction,FALSE
CanPeat,1105,46.486,-65.9705,1981,11,280,136.10841,13.58175,49.75,0.0940909090909091,TRUE,FALSE,1830.3174263686578,organic,peat database by construction,FALSE
CanPeat,1106,45.9943,-67.0945,1981,14,390,196.95574000000002,10.35,50,0.11321428571428571,TRUE,FALSE,1806.7742603321738,organic,peat database by construction,FALSE
CanPeat,1107,45.9799,-67.0879,1981,13,500,254.44059000000004,12.248159999999999,51.68,0.10507692307692308,TRUE,FALSE,1808.2739770216342,organic,peat database by construction,FALSE
CanPeat,1108,46.0652,-66.3564,1981,17,580,296.49768000000006,11.692,49,0.10547058823529412,TRUE,FALSE,1841.4393886069158,organic,peat database by construction,FALSE
CanPeat,1109,46.1845,-66.4129,1981,11,500,253.72437,12.16047,51.31,0.097,TRUE,FALSE,1829.0339080384465,organic,peat database by construction,FALSE
CanPeat,111,65.53,-134.75,1972,7,137,81.43041500000001,13.6187,46.88,0.12616666666666665,TRUE,FALSE,2688.49196099106,organic,peat database by construction,FALSE
CanPeat,1110,45.7087,-67.6841,1981,19,550,244.09785,4.83,46,0.08794736842105264,TRUE,FALSE,1798.033155638396,organic,peat database by construction,FALSE
CanPeat,1111,46.163,-66.2578,1981,13,500,270.2130000000001,11.376000000000001,48,0.0966923076923077,TRUE,FALSE,1839.2446879358415,organic,peat database by construction,FALSE
CanPeat,1112,46.2007,-65.3833,1981,12,440,127.69603999999998,3.381,49,0.085,TRUE,FALSE,1884.8698890156568,organic,peat database by construction,FALSE
CanPeat,1113,46.2011,-66.4183,1981,10,370,155.40889,8.10257,51.26,0.08310000000000001,TRUE,FALSE,1827.4458181069444,organic,peat database by construction,FALSE
CanPeat,1114,46.0553,-66.4252,1981,13,400,175.80312000000004,14.133959999999998,51.21,0.08838461538461538,TRUE,FALSE,1838.4386189227182,organic,peat database by construction,FALSE
CanPeat,1115,45.7738,-66.6024,1981,13,370,167.591,8.526,49,0.08823076923076922,TRUE,FALSE,1850.9550968663184,organic,peat database by construction,FALSE
CanPeat,1116,46.2214,-65.4039,1981,14,530,278.61695000000003,12.1107,51.1,0.10214285714285715,TRUE,FALSE,1882.136302079687,organic,peat database by construction,FALSE
CanPeat,1117,46.3438,-65.9549,1980,14,390,153.9281,4.5127999999999995,46.8,0.07564285714285714,TRUE,FALSE,1842.0567128375467,organic,peat database by construction,FALSE
CanPeat,1118,46.1835,-65.3246,1980,9,400,133.59172,3.3594,50.9,0.07322222222222222,TRUE,FALSE,1889.465407840151,organic,peat database by construction,FALSE
CanPeat,1119,46.2599,-66.0519,1980,7,300,154.66889,11.36473,51.47,0.08928571428571429,TRUE,FALSE,1843.12425169122,organic,peat database by construction,FALSE
CanPeat,112,66.05,-133.15,1972,8,164,59.314264,9.150228,49.8,0.10775,TRUE,FALSE,2617.3012608978765,organic,peat database by construction,FALSE
CanPeat,1120,46.2438,-66.0532,1980,15,420,186.68789000000004,9.119039999999998,51.42,0.08513333333333334,TRUE,FALSE,1844.2938118345562,organic,peat database by construction,FALSE
CanPeat,1121,46.3001,-66.1591,1980,8,420,170.38353,9.340199999999998,51.89,0.081875,TRUE,FALSE,1834.0880417742742,organic,peat database by construction,FALSE
CanPeat,1122,45.2918,-67.4412,1980,8,540,196.63331,8.509049999999998,51.57,0.084625,TRUE,FALSE,1844.8906081714174,organic,peat database by construction,FALSE
CanPeat,1123,45.7174,-67.1113,1980,10,550,213.80241999999996,10.397730000000001,51.73,0.0798,TRUE,FALSE,1827.9575577340108,organic,peat database by construction,FALSE
CanPeat,1124,45.5257,-67.1971,1980,10,400,168.71148,11.173679999999997,51.73,0.0887,TRUE,FALSE,1838.807982211609,organic,peat database by construction,FALSE
CanPeat,1125,45.6681,-67.2515,1980,17,670,154.49313999999998,4.81089,51.73,0.05664705882352941,TRUE,FALSE,1824.398874566023,organic,peat database by construction,FALSE
CanPeat,1126,45.5129,-67.2619,1980,8,420,173.45078000000004,9.0951,49.7,0.09225,TRUE,FALSE,1836.3861122639632,organic,peat database by construction,FALSE
CanPeat,1127,45.5197,-67.3757,1980,12,690,229.75114,8.7652,49.5,0.07058333333333333,TRUE,FALSE,1829.770990184799,organic,peat database by construction,FALSE
CanPeat,1128,45.9891,-67.618,1980,12,280,125.68669,13.2467,49.12,0.09816666666666667,TRUE,FALSE,1778.979188049133,organic,peat database by construction,FALSE
CanPeat,1129,45.9765,-67.6566,1980,10,520,210.12271000000004,5.011379999999999,50.11,0.0971,TRUE,FALSE,1777.919424335445,organic,peat database by construction,FALSE
CanPeat,113,65.92,-133,1972,13,348,136.27449199999998,13.23972,47.97,0.13646153846153847,TRUE,FALSE,2609.769706554175,organic,peat database by construction,FALSE
CanPeat,1130,45.8755,-67.6086,1980,7,240,132.73914000000002,10.529639999999999,49.49,0.09714285714285714,TRUE,FALSE,1788.5957728764752,organic,peat database by construction,FALSE
CanPeat,1131,45.9137,-67.7406,1980,18,460,175.94871000000003,7.7355,51.57,0.07633333333333334,TRUE,FALSE,1778.4694242621651,organic,peat database by construction,FALSE
CanPeat,1132,45.8708,-67.1209,1980,9,470,191.52624,7.3956800000000005,51.63,0.074,TRUE,FALSE,1815.1699746286354,organic,peat database by construction,FALSE
CanPeat,1133,45.8542,-67.134,1980,10,440,182.74720000000002,2.7132,47.6,0.0787,TRUE,FALSE,1815.7879149598307,organic,peat database by construction,FALSE
CanPeat,1134,45.7791,-67.1158,1980,8,420,152.7648,6.051600000000001,49.2,0.077,TRUE,FALSE,1822.7712530309557,organic,peat database by construction,FALSE
CanPeat,1135,45.7767,-66.979,1980,12,440,192.56727999999998,9.229379999999999,50.79,0.08091666666666666,TRUE,FALSE,1830.3363463690273,organic,peat database by construction,FALSE
CanPeat,1136,46.1318,-67.4803,1980,9,250,112.83487,7.04336,51.47,0.085,TRUE,FALSE,1775.0111655229052,organic,peat database by construction,FALSE
CanPeat,1137,46.0879,-67.4754,1980,13,340,140.39624,7.414999999999999,49.6,0.07653846153846154,TRUE,FALSE,1778.763452055712,organic,peat database by construction,FALSE
CanPeat,1138,46.8113,-65.4836,1979,6,260,120.65683000000001,12.14862,51.05,0.09916666666666667,TRUE,FALSE,1833.142065944246,organic,peat database by construction,FALSE
CanPeat,1139,46.778,-65.6136,1979,8,370,183.47621,12.2687,51.63,0.0965,TRUE,FALSE,1828.2882262401745,organic,peat database by construction,FALSE
CanPeat,114,65.92,-133,1972,3,282,147.079736,13.598616,48.34,0.4746666666666667,TRUE,FALSE,2609.769706554175,organic,peat database by construction,FALSE
CanPeat,1140,46.785,-65.624,1979,8,320,158.76656,12.32163,51.99,0.095625,TRUE,FALSE,1827.1787147352143,organic,peat database by construction,FALSE
CanPeat,1141,46.7288,-65.6355,1979,5,200,95.55700000000002,12.222090000000001,51.57,0.0878,TRUE,FALSE,1830.7366844542832,organic,peat database by construction,FALSE
CanPeat,1142,46.7263,-65.5767,1979,9,350,170.23048,12.12492,51.16,0.1398888888888889,TRUE,FALSE,1834.2358994143256,organic,peat database by construction,FALSE
CanPeat,1143,46.7059,-65.5927,1979,7,310,160.40010999999998,12.26001,51.73,0.11785714285714285,TRUE,FALSE,1834.8632470683422,organic,peat database by construction,FALSE
CanPeat,1144,46.7058,-65.6079,1979,7,300,145.84781,12.222090000000001,51.57,0.09442857142857143,TRUE,FALSE,1834.0149294233051,organic,peat database by construction,FALSE
CanPeat,1145,46.6976,-65.4053,1979,7,330,161.07945,12.185749999999999,51.26,0.098,TRUE,FALSE,1846.0492631413738,organic,peat database by construction,FALSE
CanPeat,1146,46.667,-65.5714,1979,7,290,146.162,11.193,41,0.10114285714285715,TRUE,FALSE,1838.9811172987534,organic,peat database by construction,FALSE
CanPeat,1147,46.6524,-65.5471,1979,8,350,171.68634000000003,12.17232,51.36,0.09525,TRUE,FALSE,1841.4451882404867,organic,peat database by construction,FALSE
CanPeat,1148,46.6582,-65.4687,1979,9,350,168.76260000000002,10.6413,44.9,0.10122222222222223,TRUE,FALSE,1845.4247616313871,organic,peat database by construction,FALSE
CanPeat,1149,46.5755,-65.526,1979,5,200,91.29945000000001,12.186540000000003,51.42,0.0878,TRUE,FALSE,1848.4175724608344,organic,peat database by construction,FALSE
