dataset,profile_id,latitude,longitude,year,n_layers,total_depth_cm,stock_kgm2_total,stock_kgm2_0_30,surface_OrgC_pct,mean_BDOD,reaches_30cm,stock_0_30_is_lower_bound,dist_fort_severn_km,soil_type,soil_type_basis,in_hbl
CanPeat,317,52.9,-99.25,1982,20,303,196.11751999999998,7.1877200000000006,49.07,0.14935,TRUE,FALSE,825.6354870244279,organic,peat database by construction,FALSE
CanPeat,318,52.9,-99.25,1982,18,260,133.20075,10.165049999999999,48.96,0.21594444444444444,TRUE,FALSE,825.6354870244279,organic,peat database by construction,FALSE
CanPeat,319,52.9,-99.25,1982,17,230,106.672701,11.285598,39.93,0.28805882352941176,TRUE,FALSE,825.6354870244279,organic,peat database by construction,FALSE
CanPeat,32,54.63,-101.58,1970,5,468,206.722668,14.577552,46.93,0.09775,TRUE,FALSE,894.0850829133649,organic,peat database by construction,FALSE
CanPeat,320,54.67,-101.58,1982,22,325,187.13551300000003,11.962304999999999,50.06,0.18104545454545454,TRUE,FALSE,892.898523834549,organic,peat database by construction,FALSE
CanPeat,321,55.08,-101.6,1982,23,339,171.59369700000002,10.080089999999998,43.95,0.16882608695652174,TRUE,FALSE,883.1733545602156,organic,peat database by construction,FALSE
CanPeat,322,54.97,-101.47,1982,16,219,106.54534800000002,14.931785000000001,45.47,0.108625,TRUE,FALSE,877.8239148695067,organic,peat database by construction,FALSE
CanPeat,323,54.97,-101.47,1982,12,190,77.98793400000001,12.378111000000002,43.17,0.22533333333333333,TRUE,FALSE,877.8239148695067,organic,peat database by construction,FALSE
CanPeat,324,54.83,-101.48,1982,9,151,91.772899,9.287432,48.23,0.24900000000000003,TRUE,FALSE,882.1498849827175,organic,peat database by construction,FALSE
CanPeat,325,54.83,-101.48,1982,8,80,47.095597,9.237933,44.06,0.11414285714285714,TRUE,FALSE,882.1498849827175,organic,peat database by construction,FALSE
CanPeat,326,54.87,-101.47,1982,14,187,124.32819199999997,11.74056,48.6,0.21000000000000002,TRUE,FALSE,880.4441662638743,organic,peat database by construction,FALSE
CanPeat,327,54.95,-101.45,1982,19,250,122.01626300000002,7.719380000000001,48.96,0.26042105263157894,TRUE,FALSE,877.0951107809988,organic,peat database by construction,FALSE
CanPeat,328,54.58,-100.95,1982,27,395,188.926848,7.8453990000000005,50.58,0.14733333333333332,TRUE,FALSE,856.5800943906869,organic,peat database by construction,FALSE
CanPeat,329,54.58,-100.95,1982,26,390,160.390086,16.00735,46.2,0.15265384615384614,TRUE,FALSE,856.5800943906869,organic,peat database by construction,FALSE
CanPeat,33,65.62,-129.27,1971,7,150,41.424150999999995,12.750639999999999,49.07,0.0714,TRUE,FALSE,2437.5233671942524,organic,peat database by construction,FALSE
CanPeat,330,54.53,-101.15,1982,10,137,59.599547,14.389,48.7,0.2564,TRUE,FALSE,870.519114490856,organic,peat database by construction,FALSE
CanPeat,331,54.47,-101.43,1982,17,229,114.47971700000002,11.1604,49.64,0.1903529411764706,TRUE,FALSE,889.7514488051992,organic,peat database by construction,FALSE
CanPeat,332,54.47,-101.43,1982,15,180,79.21758100000001,14.00115,44.79,0.17542857142857143,TRUE,FALSE,889.7514488051992,organic,peat database by construction,FALSE
CanPeat,333,54.45,-101.72,1982,19,270,128.005278,10.50245,50.63,0.1607894736842105,TRUE,FALSE,908.3403100805026,organic,peat database by construction,FALSE
CanPeat,334,54.88,-100.05,1982,22,324,180.543659,13.30764,47.4,0.1829090909090909,TRUE,FALSE,792.0630863498113,organic,peat database by construction,FALSE
CanPeat,335,54.6,-101.43,1982,19,303,165.781409,19.612864999999996,48.35,0.17442105263157895,TRUE,FALSE,885.6931313362483,organic,peat database by construction,FALSE
CanPeat,336,54.6,-101.43,1982,17,241,123.242651,16.065484,48.08,0.23117647058823532,TRUE,FALSE,885.6931313362483,organic,peat database by construction,FALSE
CanPeat,337,54.62,-100.12,1982,11,175,74.824534,10.713069999999998,49.43,0.19327272727272726,TRUE,FALSE,803.9969364782283,organic,peat database by construction,FALSE
CanPeat,338,54.28,-101.77,1982,6,80,35.58972,8.641836,50.58,0.22433333333333333,TRUE,FALSE,917.063785716613,organic,peat database by construction,FALSE
CanPeat,339,54.27,-101.55,1982,13,186,55.158617,12.59366,46.09,0.14215384615384616,TRUE,FALSE,903.8193046702822,organic,peat database by construction,FALSE
CanPeat,34,65.62,-129.25,1971,13,337,155.25801800000002,9.482548000000001,49.43,0.08833333333333333,TRUE,FALSE,2436.610209562633,organic,peat database by construction,FALSE
CanPeat,340,54.42,-101.35,1982,16,187,88.90791999999999,12.779833,49.12,0.13143749999999998,TRUE,FALSE,886.4226138971435,organic,peat database by construction,FALSE
CanPeat,341,54.42,-101.35,1982,12,145,78.128553,9.788987,49.59,0.19291666666666668,TRUE,FALSE,886.4226138971435,organic,peat database by construction,FALSE
CanPeat,342,54.58,-99.8,1982,13,192,104.100484,9.12255,50.79,0.17138461538461539,TRUE,FALSE,785.4877597588605,organic,peat database by construction,FALSE
CanPeat,343,54.58,-99.8,1982,14,205,123.20052100000001,15.914608000000001,48.08,0.12446153846153847,TRUE,FALSE,785.4877597588605,organic,peat database by construction,FALSE
CanPeat,344,54.55,-99.78,1982,31,438,217.376114,14.648472,48.96,0.21525806451612906,TRUE,FALSE,785.2178353927973,organic,peat database by construction,FALSE
CanPeat,345,54.55,-99.78,1982,28,427,186.11729400000002,12.645710000000001,46.88,0.13482142857142856,TRUE,FALSE,785.2178353927973,organic,peat database by construction,FALSE
CanPeat,346,54.57,-99.78,1982,9,106,58.681087,17.277473999999998,42.02,0.23355555555555554,TRUE,FALSE,784.5732745857074,organic,peat database by construction,FALSE
CanPeat,347,54.57,-99.78,1982,15,229,116.62102300000001,17.07139,42.6,0.21553333333333335,TRUE,FALSE,784.5732745857074,organic,peat database by construction,FALSE
CanPeat,348,54.57,-99.78,1982,12,190,92.158198,11.829089999999999,43.33,0.111,TRUE,FALSE,784.5732745857074,organic,peat database by construction,FALSE
CanPeat,349,54.58,-99.53,1982,9,140,74.836878,21.52714,40.82,0.20600000000000002,TRUE,FALSE,768.8264470330973,organic,peat database by construction,FALSE
CanPeat,35,65.62,-129.25,1971,11,264,136.75774299999998,12.457832,48.44,0.1079,TRUE,FALSE,2436.610209562633,organic,peat database by construction,FALSE
CanPeat,350,54.58,-99.53,1982,10,228,69.748634,9.6524,47.15,0.3196,TRUE,FALSE,768.8264470330973,organic,peat database by construction,FALSE
CanPeat,351,54.63,-99.35,1982,13,146,77.972286,17.409110000000002,49.02,0.16776923076923078,TRUE,FALSE,756.1254158790656,organic,peat database by construction,FALSE
CanPeat,352,54.63,-99.35,1982,11,144,57.01242699999999,12.051997,46.41,0.23809090909090908,TRUE,FALSE,756.1254158790656,organic,peat database by construction,FALSE
CanPeat,353,54.6,-99.42,1982,8,84,49.411812,16.423164,48.02,0.2225,TRUE,FALSE,761.3989956194765,organic,peat database by construction,FALSE
CanPeat,354,54.08,-99.18,1982,12,161,92.613208,15.897575999999999,44.14,0.21216666666666667,TRUE,FALSE,765.3803840319749,organic,peat database by construction,FALSE
CanPeat,355,54.3,-99.13,1982,12,145,78.56612099999998,10.041899999999998,50.69,0.32149999999999995,TRUE,FALSE,753.8931616410084,organic,peat database by construction,FALSE
CanPeat,356,54.3,-99.13,1982,8,127,59.930127000000006,10.66095,46.77,0.27812500000000007,TRUE,FALSE,753.8931616410084,organic,peat database by construction,FALSE
CanPeat,357,54.67,-99.08,1982,6,56,24.355647999999995,12.783664,48.45,0.30116666666666664,TRUE,FALSE,738.206727706236,organic,peat database by construction,FALSE
CanPeat,358,54.47,-99.03,1982,14,179,109.57729900000001,16.279068,49.17,0.22785714285714287,TRUE,FALSE,741.7042348496307,organic,peat database by construction,FALSE
CanPeat,359,54.47,-99.03,1982,12,170,97.83287499999999,12.936148,40.82,0.12118181818181818,TRUE,FALSE,741.7042348496307,organic,peat database by construction,FALSE
CanPeat,36,65.62,-129.25,1971,3,334,160.16931000000002,10.57536,48.96,0.0875,TRUE,FALSE,2436.610209562633,organic,peat database by construction,FALSE
CanPeat,360,54.6,-99.1,1982,11,136,81.50926,11.575524000000001,46.24,0.14718181818181816,TRUE,FALSE,741.6696121736092,organic,peat database by construction,FALSE
CanPeat,361,54.27,-99.15,1982,17,265,156.97260599999998,8.069205,50.95,0.1719411764705882,TRUE,FALSE,756.2273189367837,organic,peat database by construction,FALSE
CanPeat,362,54.28,-99.13,1982,18,271,114.99029499999999,15.033472,46.98,0.32849999999999996,TRUE,FALSE,754.6319562271719,organic,peat database by construction,FALSE
CanPeat,363,54.52,-99.05,1982,9,121,76.34415299999999,16.82961,46.41,0.21022222222222223,TRUE,FALSE,741.232021667907,organic,peat database by construction,FALSE
CanPeat,364,54.52,-99.05,1982,8,100,49.720172999999996,12.182757,45.94,0.10314285714285715,TRUE,FALSE,741.232021667907,organic,peat database by construction,FALSE
CanPeat,365,54.8,-98.65,1982,19,274,163.98492100000001,9.295280000000002,37.27,0.22021052631578944,TRUE,FALSE,707.6924000754553,organic,peat database by construction,FALSE
CanPeat,366,54.7,-98.98,1982,20,265,139.940642,13.783035000000002,44.16,0.2331,TRUE,FALSE,731.1017282570893,organic,peat database by construction,FALSE
CanPeat,367,54.7,-98.85,1982,16,215,138.99847799999998,12.731190000000002,32.42,0.221375,TRUE,FALSE,723.0807591906796,organic,peat database by construction,FALSE
CanPeat,368,54.85,-98.5,1982,17,233,134.20432300000002,22.304292,40.51,0.13952941176470587,TRUE,FALSE,696.9554559462541,organic,peat database by construction,FALSE
CanPeat,369,54.85,-98.5,1982,24,367,164.52172000000002,14.407546000000002,46.82,0.13479166666666667,TRUE,FALSE,696.9554559462541,organic,peat database by construction,FALSE
CanPeat,37,64.63,-128.92,1971,8,270,110.18090999999998,8.187639999999998,49.8,0.07471428571428572,TRUE,FALSE,2411.9622159330393,organic,peat database by construction,FALSE
CanPeat,370,54.85,-98.5,1982,20,286,140.125169,11.04534,46.2,0.14359999999999998,TRUE,FALSE,696.9554559462541,organic,peat database by construction,FALSE
CanPeat,371,54.87,-98.73,1982,11,133,66.99580800000001,10.967868,33.56,0.2634545454545455,TRUE,FALSE,710.5971002509757,organic,peat database by construction,FALSE
CanPeat,372,54.73,-99.98,1982,18,243,125.20360500000001,12.605725000000001,40.85,0.2217222222222222,TRUE,FALSE,792.0004533212833,organic,peat database by construction,FALSE
CanPeat,373,49.52,-96.23,1983,18,273,159.80497000000003,10.166519999999998,41.55,0.2191764705882353,TRUE,FALSE,923.9838105441987,organic,peat database by construction,FALSE
CanPeat,374,49.05,-96.02,1983,13,196,83.474772,9.931337999999998,48.81,0.3033076923076923,TRUE,FALSE,958.7057734655667,organic,peat database by construction,FALSE
CanPeat,375,49.05,-96.02,1983,11,174,82.180115,13.024508,46.09,0.2908181818181818,TRUE,FALSE,958.7057734655667,organic,peat database by construction,FALSE
CanPeat,376,49.28,-95.58,1983,13,160,77.38669800000001,4.226852000000001,45.36,0.17576923076923076,TRUE,FALSE,919.897103262538,organic,peat database by construction,FALSE
CanPeat,377,49.28,-95.58,1983,9,124,74.329192,12.248004000000002,47.24,0.12275,TRUE,FALSE,919.897103262538,organic,peat database by construction,FALSE
CanPeat,378,49.27,-95.5,1983,16,227,118.889759,9.603000000000002,50.84,0.24118750000000003,TRUE,FALSE,917.7315299407733,organic,peat database by construction,FALSE
CanPeat,379,49.43,-95.4,1983,16,221,104.48218399999999,8.830112999999999,49.9,0.176875,TRUE,FALSE,898.8254927983148,organic,peat database by construction,FALSE
CanPeat,38,66.12,-129.52,1971,7,127,73.49208399999999,16.647,46.93,0.11816666666666667,TRUE,FALSE,2454.97906390442,organic,peat database by construction,FALSE
CanPeat,380,49.43,-95.4,1983,15,222,90.369688,4.641988,50.48,0.07828571428571428,TRUE,FALSE,898.8254927983148,organic,peat database by construction,FALSE
CanPeat,381,49.43,-95.4,1983,11,155,58.948139999999995,6.494445,50.9,0.2180909090909091,TRUE,FALSE,898.8254927983148,organic,peat database by construction,FALSE
CanPeat,382,49.45,-95.52,1983,6,58,26.909778,13.108888,48.08,0.387,TRUE,FALSE,901.6438334057472,organic,peat database by construction,FALSE
CanPeat,383,49.65,-96.32,1983,18,254,173.83302,17.44223,46.46,0.22683333333333333,TRUE,FALSE,916.0326424997494,organic,peat database by construction,FALSE
CanPeat,384,49.65,-96.32,1983,16,238,154.982235,15.7226,40.14,0.15653333333333333,TRUE,FALSE,916.0326424997494,organic,peat database by construction,FALSE
CanPeat,385,49.65,-96.1,1983,11,127,89.83711500000001,19.091158,45.68,0.38781818181818184,TRUE,FALSE,906.7719120138788,organic,peat database by construction,FALSE
CanPeat,386,49.87,-95.63,1983,22,298,179.28440999999995,7.889778,49.85,0.2235,TRUE,FALSE,867.3182398774601,organic,peat database by construction,FALSE
CanPeat,387,49.82,-95.3,1983,36,510,199.78909099999996,8.559711,50.53,0.12419444444444445,TRUE,FALSE,858.5621570108874,organic,peat database by construction,FALSE
CanPeat,388,49.4,-95.37,1983,22,340,128.04304299999998,9.167816,47.19,0.13445454545454547,TRUE,FALSE,900.4798338121284,organic,peat database by construction,FALSE
CanPeat,389,49.4,-95.37,1983,24,370,111.23262700000002,5.766369000000001,50.74,0.06469565217391304,TRUE,FALSE,900.4798338121284,organic,peat database by construction,FALSE
CanPeat,39,66.1,-128.35,1971,8,181,118.95183699999998,14.985388,47.08,0.23049999999999998,TRUE,FALSE,2402.44764092796,organic,peat database by construction,FALSE
CanPeat,390,49.4,-95.37,1983,18,367,292.2812339999999,10.232085,44.47,0.2643333333333333,TRUE,FALSE,900.4798338121284,organic,peat database by construction,FALSE
CanPeat,391,49.43,-95.47,1983,11,170,88.675234,6.3203700000000005,50.27,0.1076,TRUE,FALSE,901.5529965160508,organic,peat database by construction,FALSE
CanPeat,392,49.43,-95.47,1983,10,139,82.352315,15.878886,43.43,0.21533333333333332,TRUE,FALSE,901.5529965160508,organic,peat database by construction,FALSE
CanPeat,393,49.6,-96.5,1983,22,296,162.70697899999996,17.253225999999998,40.19,0.26077272727272727,TRUE,FALSE,928.1830183000574,organic,peat database by construction,FALSE
CanPeat,394,49.6,-96.5,1983,17,257,136.514851,15.570316,46.11,0.17447058823529413,TRUE,FALSE,928.1830183000574,organic,peat database by construction,FALSE
CanPeat,395,49.6,-96.5,1983,19,267,133.04228999999998,14.711894999999998,47.35,0.23621052631578948,TRUE,FALSE,928.1830183000574,organic,peat database by construction,FALSE
CanPeat,396,49.6,-96.5,1983,21,310,161.162603,10.738923,30.48,0.23790476190476192,TRUE,FALSE,928.1830183000574,organic,peat database by construction,FALSE
CanPeat,397,49.43,-95.55,1983,20,260,182.25379599999997,17.072556,43.84,0.2211,TRUE,FALSE,904.6897726561593,organic,peat database by construction,FALSE
CanPeat,398,49.43,-95.55,1983,20,246,158.240241,16.144112,45.68,0.1908421052631579,TRUE,FALSE,904.6897726561593,organic,peat database by construction,FALSE
CanPeat,399,49.65,-95.57,1983,21,289,183.837878,9.575848,50.53,0.16923809523809524,TRUE,FALSE,885.0643158613692,organic,peat database by construction,FALSE
CanPeat,4,54.95,-102.73,1970,5,71,30.914836,13.635184,46.88,0.0925,TRUE,FALSE,956.6245740621969,organic,peat database by construction,FALSE
CanPeat,40,66.1,-128.35,1971,11,172,135.347316,11.408295,49.28,0.21763636363636363,TRUE,FALSE,2402.44764092796,organic,peat database by construction,FALSE
CanPeat,400,50.12,-95.65,1983,8,84,50.8465,18.71976,44.74,0.39999999999999997,TRUE,FALSE,845.5234495340917,organic,peat database by construction,FALSE
CanPeat,401,50.07,-95.55,1983,19,259,130.524548,6.229885,49.75,0.2128421052631579,TRUE,FALSE,845.8558142518216,organic,peat database by construction,FALSE
CanPeat,402,50.07,-95.55,1983,17,227,119.11698399999999,5.416158,43.31,0.12162500000000001,TRUE,FALSE,845.8558142518216,organic,peat database by construction,FALSE
CanPeat,403,50.12,-95.95,1983,12,120,63.654266,15.389357,46.09,0.20133333333333334,TRUE,FALSE,858.2623187761244,organic,peat database by construction,FALSE
CanPeat,404,50.13,-95.97,1983,16,210,103.00894399999999,9.067382000000002,49.69,0.15875,TRUE,FALSE,858.2343405970178,organic,peat database by construction,FALSE
CanPeat,405,50.13,-96.27,1983,21,295,189.29439599999998,16.91651,41.1,0.21071428571428572,TRUE,FALSE,871.2704310631088,organic,peat database by construction,FALSE
CanPeat,406,50.13,-96.27,1983,21,298,160.14616500000002,16.10699,37.22,0.27704761904761904,TRUE,FALSE,871.2704310631088,organic,peat database by construction,FALSE
CanPeat,407,50.08,-96.15,1983,16,214,99.67289099999999,9.920447000000001,44.75,0.26256250000000003,TRUE,FALSE,870.4330605286958,organic,peat database by construction,FALSE
CanPeat,408,50.08,-96.15,1983,11,142,61.085429999999995,8.585154000000001,47.97,0.20318181818181819,TRUE,FALSE,870.4330605286958,organic,peat database by construction,FALSE
CanPeat,409,50.1,-95.9,1983,17,252,113.257417,5.797039999999999,50.84,0.21929411764705883,TRUE,FALSE,857.9005117785691,organic,peat database by construction,FALSE
CanPeat,41,66.1,-128.35,1971,3,180,88.47717499999999,13.081925,47.5,0.097,TRUE,FALSE,2402.44764092796,organic,peat database by construction,FALSE
CanPeat,410,50.32,-95.62,1983,11,145,89.685398,12.474713999999999,36.33,0.2138181818181818,TRUE,FALSE,826.375771089025,organic,peat database by construction,FALSE
CanPeat,411,50.3,-95.57,1983,20,269,167.53901900000002,3.895248,39.22,0.21795,TRUE,FALSE,826.0313674330141,organic,peat database by construction,FALSE
CanPeat,412,49.87,-96.25,1983,12,162,88.60926,9.986075999999999,48.65,0.24708333333333332,TRUE,FALSE,893.3683633874193,organic,peat database by construction,FALSE
CanPeat,413,49.87,-96.25,1983,11,130,68.60093699999999,17.390390999999997,45.62,0.1351,TRUE,FALSE,893.3683633874193,organic,peat database by construction,FALSE
CanPeat,414,50,-96.2,1983,22,336,126.77647999999999,5.562606000000001,46.85,0.15195454545454545,TRUE,FALSE,879.6719219434822,organic,peat database by construction,FALSE
CanPeat,415,50,-96.2,1983,18,281,119.36155400000001,15.075344000000001,41.29,0.14022222222222222,TRUE,FALSE,879.6719219434822,organic,peat database by construction,FALSE
CanPeat,416,50,-96.2,1983,19,252,130.749437,8.792064,44.68,0.20157894736842105,TRUE,FALSE,879.6719219434822,organic,peat database by construction,FALSE
CanPeat,417,50.58,-95.45,1983,40,597,270.476144,6.6606499999999995,49.9,0.102075,TRUE,FALSE,796.0759572130253,organic,peat database by construction,FALSE
CanPeat,418,50.53,-95.47,1983,33,476,234.554182,9.448080000000001,49.43,0.111125,TRUE,FALSE,801.3469776488854,organic,peat database by construction,FALSE
CanPeat,419,50.33,-95.65,1983,13,165,100.213874,9.13524,47.14,0.12233333333333334,TRUE,FALSE,826.7682054449267,organic,peat database by construction,FALSE
CanPeat,42,66.1,-128.35,1971,9,182,100.098305,11.967136,49.12,0.19711111111111113,TRUE,FALSE,2402.44764092796,organic,peat database by construction,FALSE
CanPeat,420,50.33,-95.65,1983,14,201,102.146322,6.1059779999999995,50.63,0.17114285714285712,TRUE,FALSE,826.7682054449267,organic,peat database by construction,FALSE
CanPeat,421,50.48,-96.35,1983,9,125,81.365982,18.728172,47.82,0.23533333333333334,TRUE,FALSE,844.5616489632278,organic,peat database by construction,FALSE
CanPeat,422,50.48,-96.35,1983,10,142,81.379801,16.462446,46.41,0.11955555555555555,TRUE,FALSE,844.5616489632278,organic,peat database by construction,FALSE
CanPeat,423,50.48,-96.35,1983,17,212,119.90971199999998,17.339592,45.88,0.23123529411764707,TRUE,FALSE,844.5616489632278,organic,peat database by construction,FALSE
CanPeat,424,50.48,-96.35,1983,12,174,89.028153,12.35865,48.34,0.11372727272727273,TRUE,FALSE,844.5616489632278,organic,peat database by construction,FALSE
CanPeat,425,51.07,-96.28,1983,11,134,90.386373,18.043254,45.36,0.3527272727272727,TRUE,FALSE,791.9848920144008,organic,peat database by construction,FALSE
CanPeat,426,50.98,-96.23,1983,10,133,84.28438799999999,15.772827999999999,43.92,0.23179999999999998,TRUE,FALSE,797.0248939733301,organic,peat database by construction,FALSE
CanPeat,427,50.43,-96.47,1983,19,271,131.700297,9.376159999999999,48.91,0.16794736842105262,TRUE,FALSE,854.2768699354898,organic,peat database by construction,FALSE
CanPeat,428,50.45,-96.52,1983,22,305,166.672426,10.879761,48.65,0.1613181818181818,TRUE,FALSE,854.8552070203858,organic,peat database by construction,FALSE
CanPeat,429,50.45,-96.52,1983,17,256,168.70308600000004,13.038713999999999,46.74,0.2438235294117647,TRUE,FALSE,854.8552070203858,organic,peat database by construction,FALSE
CanPeat,43,66.1,-128.35,1971,3,165,72.458962,11.178951999999999,48.91,0.08449999999999999,TRUE,FALSE,2402.44764092796,organic,peat database by construction,FALSE
CanPeat,430,50.27,-96.3,1983,8,85,56.067852,17.798802,43.32,0.26875,TRUE,FALSE,860.3893035209588,organic,peat database by construction,FALSE
CanPeat,431,50.27,-96.27,1983,11,151,78.61734899999999,15.427999999999999,45.05,0.2884545454545454,TRUE,FALSE,859.0567274873156,organic,peat database by construction,FALSE
CanPeat,432,50.27,-96.27,1983,10,130,72.06968,13.105736,39.41,0.1887777777777778,TRUE,FALSE,859.0567274873156,organic,peat database by construction,FALSE
CanPeat,433,50.38,-96.03,1983,10,130,55.348434000000005,8.053713999999998,49.75,0.17533333333333334,TRUE,FALSE,838.8741674293678,organic,peat database by construction,FALSE
CanPeat,434,51.12,-96.95,1983,13,174,77.29847699999999,10.761714000000001,38.52,0.18323076923076922,TRUE,FALSE,820.3230681422285,organic,peat database by construction,FALSE
CanPeat,435,51.12,-97.05,1983,10,126,91.894699,22.239630000000002,46.35,0.3119,TRUE,FALSE,825.2532198482378,organic,peat database by construction,FALSE
CanPeat,436,51.12,-97.05,1983,9,105,61.940315000000005,17.455745999999998,44,0.242,TRUE,FALSE,825.2532198482378,organic,peat database by construction,FALSE
CanPeat,437,51.23,-97.32,1983,13,200,112.35594499999998,10.11801,48.23,0.2679230769230769,TRUE,FALSE,830.1899256705408,organic,peat database by construction,FALSE
CanPeat,438,51.23,-97.32,1983,11,144,66.824788,12.63346,44.21,0.1011,TRUE,FALSE,830.1899256705408,organic,peat database by construction,FALSE
CanPeat,439,51.08,-97,1983,13,172,66.925815,7.2414,50.22,0.22461538461538463,TRUE,FALSE,825.9395900110496,organic,peat database by construction,FALSE
CanPeat,44,65.93,-129.83,1971,4,345,119.550398,8.40807,49.17,0.06066666666666667,TRUE,FALSE,2466.5210070858325,organic,peat database by construction,FALSE
CanPeat,440,51.08,-97,1983,9,110,59.15365200000001,14.707476,41.37,0.120375,TRUE,FALSE,825.9395900110496,organic,peat database by construction,FALSE
CanPeat,441,51.42,-96.88,1983,33,482,214.28620600000002,6.159888,50.37,0.112875,TRUE,FALSE,793.4859707212245,organic,peat database by construction,FALSE
CanPeat,442,51.7,-96.88,1983,24,341,145.87426499999998,5.318429999999999,49.75,0.08782608695652173,TRUE,FALSE,772.3033902779827,organic,peat database by construction,FALSE
CanPeat,443,50.78,-99.98,1983,15,200,116.750231,12.154824000000001,46.72,0.2948,TRUE,FALSE,1002.2333722135891,organic,peat database by construction,FALSE
CanPeat,444,50.78,-99.98,1983,13,183,118.45180500000002,17.465262,48.08,0.2705384615384615,TRUE,FALSE,1002.2333722135891,organic,peat database by construction,FALSE
CanPeat,445,50.78,-99.98,1983,20,269,132.522772,14.904209999999999,47.76,0.2405,TRUE,FALSE,1002.2333722135891,organic,peat database by construction,FALSE
CanPeat,446,51.37,-100.78,1983,24,360,151.77734300000003,11.315591999999999,43.22,0.37765217391304345,TRUE,FALSE,1005.6598681104417,organic,peat database by construction,FALSE
CanPeat,447,51.63,-100.77,1983,23,322,160.593749,7.159542999999999,50.43,0.2151304347826087,TRUE,FALSE,988.3624154392841,organic,peat database by construction,FALSE
CanPeat,448,51.95,-100.97,1983,41,662,267.66641200000004,6.106445000000001,49.69,0.2817,TRUE,FALSE,980.0619120444887,organic,peat database by construction,FALSE
CanPeat,449,52.47,-101.33,1983,25,358,197.76782200000002,5.603332,49.49,0.20432000000000003,TRUE,FALSE,971.2657641587629,organic,peat database by construction,FALSE
CanPeat,45,65.93,-129.83,1971,12,335,116.18735400000001,7.522605,50.32,0.0883,TRUE,FALSE,2466.5210070858325,organic,peat database by construction,FALSE
CanPeat,450,52.47,-101.3,1983,15,210,110.835624,11.622744,50.37,0.11357142857142857,TRUE,FALSE,969.4950364204066,organic,peat database by construction,FALSE
CanPeat,451,52.53,-101.22,1983,22,312,159.31752799999998,7.1110500000000005,49.59,0.1461818181818182,TRUE,FALSE,961.5089391532426,organic,peat database by construction,FALSE
CanPeat,452,52.58,-101.32,1983,21,289,200.09624699999995,7.5114540000000005,44.25,0.2152857142857143,TRUE,FALSE,964.7338706551012,organic,peat database by construction,FALSE
CanPeat,453,51.57,-101.02,1983,22,301,148.42817600000004,6.936972,49.38,0.1984090909090909,TRUE,FALSE,1006.3586837076166,organic,peat database by construction,FALSE
CanPeat,454,51.57,-100.95,1983,20,292,187.84715100000003,7.760579999999999,49.28,0.2591,TRUE,FALSE,1002.3810104866369,organic,peat database by construction,FALSE
CanPeat,455,51.85,-100.93,1983,30,466,240.42811499999996,7.895016000000001,45.98,0.209,TRUE,FALSE,983.8167035374773,organic,peat database by construction,FALSE
CanPeat,456,52.85,-102.67,1984,18,301,121.52873399999999,8.367306,47.54,0.20016666666666666,TRUE,FALSE,1031.765921670417,organic,peat database by construction,FALSE
CanPeat,457,52.85,-102.67,1984,12,215,75.326096,13.915471,44.27,0.1898181818181818,TRUE,FALSE,1031.765921670417,organic,peat database by construction,FALSE
CanPeat,458,52.93,-102.45,1984,12,176,125.729983,18.425496,44.47,0.23691666666666664,TRUE,FALSE,1014.6060926717776,organic,peat database by construction,FALSE
CanPeat,459,52.37,-102.62,1984,15,207,105.64545199999999,6.587595,46.08,0.1942,TRUE,FALSE,1053.2008495404164,organic,peat database by construction,FALSE
CanPeat,46,65.93,-129.75,1971,12,239,104.859538,10.535971,49.85,0.0937,TRUE,FALSE,2462.9135058145766,organic,peat database by construction,FALSE
CanPeat,460,52.78,-101.92,1984,14,208,161.75666799999996,20.98753,45.31,0.26292857142857146,TRUE,FALSE,990.1028937076978,organic,peat database by construction,FALSE
CanPeat,461,52.87,-102.37,1984,7,78,28.922099999999997,9.256295999999999,48.55,0.21071428571428572,TRUE,FALSE,1012.6881614560009,organic,peat database by construction,FALSE
CanPeat,462,54.45,-102.13,1984,13,183,112.42002099999999,10.900706,50.06,0.19115384615384615,TRUE,FALSE,933.7278738451381,organic,peat database by construction,FALSE
CanPeat,463,54.53,-102.12,1984,19,250,152.876879,9.072548,50.69,0.12805555555555556,TRUE,FALSE,930.5993337775739,organic,peat database by construction,FALSE
CanPeat,464,54.62,-102.08,1984,27,374,207.19671200000002,8.271878999999998,50.53,0.11215384615384615,TRUE,FALSE,925.3885995604959,organic,peat database by construction,FALSE
CanPeat,465,54.88,-102.05,1984,30,431,240.44479200000004,11.5477,48.65,0.16243333333333335,TRUE,FALSE,916.1977637374164,organic,peat database by construction,FALSE
CanPeat,466,54.83,-102.78,1984,20,270,166.71699799999996,10.374144,50.22,0.17124999999999999,TRUE,FALSE,962.8874555714245,organic,peat database by construction,FALSE
CanPeat,467,55.22,-102.87,1984,14,384,94.24071300000001,6.950220000000001,50.01,0.13284615384615384,TRUE,FALSE,958.8647411990682,organic,peat database by construction,FALSE
CanPeat,468,55.12,-102.87,1984,23,383,151.81226,5.143056,44.58,0.1446086956521739,TRUE,FALSE,961.1539975712066,organic,peat database by construction,FALSE
CanPeat,469,54.7,-102.9,1984,10,142,72.60072,11.856441999999998,49.69,0.23759999999999998,TRUE,FALSE,973.9528420730633,organic,peat database by construction,FALSE
