"pedon_id","province","cal_year","latitude","longitude","conf_metrs","has_organic_horizon","std_stock_kgm2","std_stock_complete","dist_fort_severn_km","flag_location_conf_poor"
54887,"ontario",1979,42.9674187,-80.4952621,15,FALSE,13.14,TRUE,1537.90738609764,FALSE
54890,"ontario",1979,42.9201889,-79.8701401,15,FALSE,5.5298,TRUE,1558.2429300223,FALSE
54964,"ontario",1980,42.7164383,-80.3678436,15,FALSE,16.146,TRUE,1567.62930793042,FALSE
54966,"ontario",1980,42.7559586,-80.6643982,15,FALSE,6.6415,TRUE,1556.50747033141,FALSE
54970,"ontario",1980,42.7550583,-80.6644135,15,FALSE,9.291,TRUE,1556.60321415311,FALSE
54972,"ontario",1980,42.6264381,-80.6898499,15,FALSE,5.832,TRUE,1569.75912692791,FALSE
54973,"ontario",1980,42.9916382,-80.3852692,15,FALSE,12.6688,TRUE,1537.95194679076,FALSE
54974,"ontario",1980,42.9466209,-80.385231,15,FALSE,10.302,TRUE,1542.73650776784,FALSE
54975,"ontario",1980,42.9926682,-79.8694305,15,FALSE,5.398,TRUE,1550.60543483441,FALSE
54976,"ontario",1980,42.9374886,-79.8447037,15,FALSE,7.524,TRUE,1557.06258854065,FALSE
54980,"ontario",1980,42.9707794,-80.2389374,15,FALSE,4.5164,TRUE,1543.70661301462,FALSE
54981,"ontario",1980,42.8439789,-79.6139297,15,FALSE,7.9619,TRUE,1572.86977684473,FALSE
54983,"ontario",1980,42.9175797,-79.6692505,15,FALSE,12.6,TRUE,1563.67555740684,FALSE
65117,"quebec",1971,46.6666908,-71.9162064,15,FALSE,8.35,TRUE,1501.05565010739,FALSE
65140,"quebec",1972,45.5500488,-75.4163284,25,FALSE,4.3872,TRUE,1441.95670277462,FALSE
65196,"quebec",1978,45.1111488,-73.7037582,25,TRUE,13.707,TRUE,1555.56513732245,FALSE
75305,"new brunswick",1954,47.2547684,-67.9127884,25,TRUE,8.4177,TRUE,1664.15251250516,FALSE
75307,"new brunswick",1954,47.2639389,-67.9966888,25,TRUE,10.4828,TRUE,1658.83356455163,FALSE
75308,"new brunswick",1954,47.1472702,-67.8327866,25,TRUE,7.0392,TRUE,1676.74032040903,FALSE
75309,"new brunswick",1954,47.4000511,-67.7911224,25,TRUE,5.8324,TRUE,1659.89650073576,FALSE
75310,"new brunswick",1954,47.284771,-67.9183502,25,TRUE,15.994,TRUE,1661.56860342002,FALSE
75311,"new brunswick",1954,47.2878304,-67.9244614,25,TRUE,8.9548,TRUE,1660.99948308583,FALSE
75313,"new brunswick",1954,47.3047714,-67.9566879,25,TRUE,10.8301,TRUE,1657.93734667824,FALSE
75314,"new brunswick",1954,47.33255,-67.940567,25,TRUE,10.2128,TRUE,1656.72243808517,FALSE
75316,"new brunswick",1954,47.3689384,-67.8619614,25,TRUE,13.7464,TRUE,1658.31702983433,FALSE
75318,"new brunswick",1955,47.0750504,-67.6211166,25,TRUE,6.2458,TRUE,1693.90659198836,FALSE
75319,"new brunswick",1955,47.0747719,-67.620842,25,TRUE,12.46,TRUE,1693.94296173786,FALSE
75320,"new brunswick",1955,47.5692215,-67.4980469,25,TRUE,4.8963,TRUE,1663.58101546998,FALSE
75321,"new brunswick",1955,47.5417213,-67.3202667,25,TRUE,5.4558,TRUE,1675.56837791953,FALSE
75323,"new brunswick",1955,47.4792213,-67.6744537,25,TRUE,11.164,TRUE,1660.44020310466,FALSE
75324,"new brunswick",1955,47.1417198,-67.8091812,25,TRUE,7.7955,TRUE,1678.4629557609,FALSE
75328,"new brunswick",1956,47.3722687,-67.4411087,25,TRUE,25.4984,TRUE,1681.42937205104,FALSE
75330,"new brunswick",1956,47.8806114,-67.761673,25,TRUE,8.736,TRUE,1625.86944997671,FALSE
75332,"new brunswick",1957,47.5111618,-67.6494522,25,TRUE,8.048,TRUE,1659.44761519987,FALSE
75333,"new brunswick",1957,47.523941,-67.1091537,25,TRUE,12.046,TRUE,1688.72523647426,FALSE
75334,"new brunswick",1957,47.6633797,-67.5077667,25,TRUE,5.2794,TRUE,1656.07389346214,FALSE
75335,"new brunswick",1957,47.6278305,-67.328598,25,TRUE,13.0192,TRUE,1668.74321626655,FALSE
75336,"new brunswick",1958,47.9689407,-67.7716675,25,TRUE,8.3969,TRUE,1618.85685200805,FALSE
75338,"new brunswick",1958,46.7508812,-67.7536163,25,TRUE,7.2485,TRUE,1711.57791221256,FALSE
75339,"new brunswick",1958,47.2683792,-67.733902,25,TRUE,4.2556,TRUE,1672.99712002488,FALSE
75340,"new brunswick",1958,47.4267197,-67.4677811,25,TRUE,42.2376,TRUE,1675.8728566153,FALSE
75341,"new brunswick",1958,47.534771,-67.6933365,25,TRUE,13.18,TRUE,1655.24263501771,FALSE
75346,"new brunswick",1959,47.2528,-68.8286438,25,TRUE,9.6589,TRUE,1614.21266424208,FALSE
75347,"new brunswick",1959,47.2541885,-68.6161423,25,TRUE,8.8298,TRUE,1625.65632628094,FALSE
75348,"new brunswick",1961,47.0550385,-66.9897003,25,TRUE,22.0182,TRUE,1730.39895335752,FALSE
75350,"new brunswick",1961,47.0819893,-66.884697,25,TRUE,16.2696,TRUE,1734.21812295192,FALSE
75354,"new brunswick",1961,47.9725494,-66.9119186,25,TRUE,12.4081,TRUE,1667.24155945976,FALSE
75356,"new brunswick",1961,47.9689407,-67.7716675,25,TRUE,10.0168,TRUE,1618.85685200805,FALSE
75358,"new brunswick",1962,46.851429,-66.845253,25,TRUE,13.085,TRUE,1753.84707733405,FALSE
75442,"new brunswick",1972,45.4000702,-66.5661011,25,TRUE,6.4621,TRUE,1882.79845273686,FALSE
75555,"new brunswick",1973,46.0689583,-65.4541321,25,FALSE,4.7916,TRUE,1891.03245462793,FALSE
75560,"new brunswick",1974,46.750061,-65.1827011,25,FALSE,1.698,TRUE,1854.72824465103,FALSE
75561,"new brunswick",1974,45.9197807,-66.6119385,25,FALSE,4.069,TRUE,1838.88371967596,FALSE
75685,"new brunswick",1976,45.9217415,-65.5542526,15,FALSE,7.2144,TRUE,1896.85297617681,FALSE
75737,"new brunswick",1981,45.6542892,-65.6272812,15,FALSE,0.8007,TRUE,1913.7023745802,FALSE
85769,"nova scotia",1966,45.1667099,-63.8327293,25,FALSE,3.647,TRUE,2051.38094543438,FALSE
85772,"nova scotia",1966,45.8000717,-63.6160202,25,FALSE,4.701,TRUE,2014.86604467036,FALSE
85799,"nova scotia",1975,45.0676117,-64.4767227,150,FALSE,1.485,TRUE,2023.36319473946,FALSE
85800,"nova scotia",1975,45.0684586,-64.4805527,15,FALSE,13.476,TRUE,2023.0845904021,FALSE
85801,"nova scotia",1975,45.0684395,-64.4818192,15,FALSE,9.177,TRUE,2023.0160924121,FALSE
85805,"nova scotia",1976,45.1869583,-63.0693817,15,FALSE,4.824,TRUE,2092.68684495257,FALSE
85806,"nova scotia",1976,45.2157211,-63.1216316,15,FALSE,8.365,TRUE,2087.51947098924,FALSE
85841,"nova scotia",1980,45.4504013,-62.8199501,15,FALSE,12.9369,TRUE,2086.63721521012,FALSE
85844,"nova scotia",1980,45.5848198,-62.8369484,15,FALSE,7.704,TRUE,2075.46726251322,FALSE
85849,"nova scotia",1980,45.5610886,-62.6522484,15,FALSE,9.399,TRUE,2087.79944689625,FALSE
85861,"nova scotia",1980,45.6597214,-62.9467392,15,FALSE,5.0904,TRUE,2063.54332246438,FALSE
85863,"nova scotia",1980,45.4844589,-62.7412682,15,FALSE,18.214,TRUE,2088.52746287045,FALSE
85864,"nova scotia",1980,45.4302216,-62.5985909,15,FALSE,7.3172,TRUE,2100.77575379394,FALSE
85868,"nova scotia",1983,45.0583115,-64.4857483,15,FALSE,5.994,TRUE,2023.59909693841,FALSE
85869,"nova scotia",1983,45.0634384,-64.4861298,15,FALSE,5.655,TRUE,2023.17291585575,FALSE
85870,"nova scotia",1983,45.0643387,-64.4860306,15,FALSE,6.0525,TRUE,2023.10726958068,FALSE
85871,"nova scotia",1983,45.1202202,-63.3698692,15,FALSE,10.1001,TRUE,2080.93098250675,FALSE
85876,"nova scotia",1984,45.1365395,-64.4924927,15,FALSE,3.38,TRUE,2017.05309741658,FALSE
85879,"nova scotia",1984,45.1351318,-64.4902878,15,FALSE,5.5424,TRUE,2017.28605018191,FALSE
85884,"nova scotia",1984,45.0713997,-64.476181,15,FALSE,5.8946,TRUE,2023.09397010744,FALSE
95910,"prince edward island",1970,46.1950607,-62.9424019,25,FALSE,5.1206,TRUE,2023.7880653767,FALSE
95943,"prince edward island",1973,46.1267204,-62.6768303,25,FALSE,0.6564,TRUE,2044.12710357656,FALSE
95948,"prince edward island",1973,46.1639519,-62.903511,25,FALSE,5.67,TRUE,2028.32425859809,FALSE
95952,"prince edward island",1974,46.2928314,-62.7604408,25,FALSE,4.73,TRUE,2027.07966808168,FALSE
95965,"prince edward island",1981,46.9270096,-64.1838074,25,FALSE,2.5336,TRUE,1898.76699494273,FALSE
95966,"prince edward island",1981,46.6384087,-64.2849274,25,FALSE,3.5139,TRUE,1914.08453454855,FALSE
95971,"prince edward island",1981,46.6417389,-64.2838211,25,FALSE,5.2056,TRUE,1913.90224360846,FALSE
116316,"northern territories",1961,61.9500999,-121.5515137,27,FALSE,2.0624,TRUE,2024.88739931422,FALSE
116348,"northern territories",1963,61.3501282,-117.6847229,27,FALSE,2.7198,TRUE,1816.08991686062,FALSE
116367,"northern territories",1963,60.8001289,-115.7680283,27,TRUE,6.5597,TRUE,1707.57408930096,FALSE
116408,"northern territories",1971,67.4498978,-133.7857361,1502,TRUE,21.564,TRUE,2656.91887457156,TRUE
126661,"yukon territories",1958,60.8413506,-137.2519531,27,FALSE,2.556,TRUE,2865.31349744671,FALSE
126670,"yukon territories",1958,60.944149,-135.0963287,27,FALSE,2.1204,TRUE,2748.64505148761,FALSE
126674,"yukon territories",1958,60.7691193,-137.5533447,27,FALSE,5.6305,TRUE,2882.95929108972,FALSE
126677,"yukon territories",1958,60.8135796,-136.7861176,27,FALSE,1.9617,TRUE,2841.1901264973,FALSE
140008,"ontario",2000,44.0481682,-76.9063416,15,FALSE,5.017,TRUE,1531.63358911439,FALSE
140075,"ontario",2006,45.2964287,-75.7767029,15,FALSE,6.997047,TRUE,1451.52023253086,FALSE
140076,"ontario",2006,45.2846985,-75.7799377,15,FALSE,7.19616,TRUE,1452.51496191209,FALSE
140079,"ontario",2006,45.3263588,-75.5899811,15,FALSE,8.200056,TRUE,1456.13083750643,FALSE
140080,"ontario",2006,45.3182487,-75.6327133,15,FALSE,6.892442,TRUE,1455.18712477984,FALSE
140082,"ontario",2006,45.3266411,-75.610527,15,FALSE,7.67364,TRUE,1455.27758334378,FALSE
140083,"ontario",2006,45.3265419,-75.6106796,15,FALSE,9.283584,TRUE,1455.28091014584,FALSE
140084,"ontario",2006,45.3264999,-75.6106796,15,FALSE,7.77768,TRUE,1455.28491572919,FALSE
140085,"ontario",2006,45.2481804,-75.5924606,15,FALSE,6.860976,TRUE,1463.49109235574,FALSE
140086,"ontario",2006,45.2268105,-75.8903503,15,FALSE,13.232781,TRUE,1453.70069398158,FALSE
140087,"ontario",2006,45.2205582,-75.9562988,15,FALSE,59.97996,TRUE,1451.7099180683,FALSE
